"'","'","'","'",
"'Species & storage period","'Storage temp (C)","'Moisture content (%)","'Germination (%)",
"'P. americana","'","'","'",
"'18 months","'7-10","'Dry","'70",
"'53 months","'7-10","'Dry","'45",
"'18 months","'Lab temp","'Dry","'72",
"'53 months","'Lab temp","'Dry","'16",
"'18 months","'30+","'Dry","'62",
"'53 months","'30+","'Dry","'0",
"'P. avium","'","'","'",
"'7 years","'-5","'~10?","'91-97",
"'15 years","'-5","'~10?","'98",
"'55 months","'I","'II","'84",
"'55 months","'I","'II","'88+",
"'8-12 months","'3","'9-11","'98-100",
"'207 days","'-3","'8.6","'100*",
"'214 days","'-3","'9.0","'99+",
"'570 days","'-3","'8.6","'100+",
"'571 days","'-3","'9.5","'94+",
"'935 days","'-|","'8.3","'99+",
"'213 days","'-3","'9.0","'99t",
"'214 days","'-3","'8.9","'98+",
"'568 days","'-3","'8.6","'100+",
"'P. pensylvanica","'","'","'",
"'2 months","'-18","'Dry","'95",
"'6 years","'1-3","'Low","'74",
"'10 years","'1-3","'Low","'76",
"'P. serotina","'","'","'",
"'I year","'-18 to -14","'4-6","'52",
"'2 years","'-18 to -14","'4-6","'81",
"'3 years","'-18 to -14","'4-6","'81",
"'5 years","'-18 to -14","'4-6","'47",
"'8 years","'-18 to -14","'4-6","'66",
"'I year","'-18 to -14","'11-13","'4",
"'2 years","'-18 to -14","'11-13","'7",
"'3 years","'-18 to -14","'11-13","'I",
"'5 years","'-18 to -14","'11-13","'4",
"'8 years","'-18 to -14","'11-13","'0",
"'I year","'0.5-5","'4-6","'63",
"'2 years","'0.5-5","'4-6","'81",
"'3 years","'0.5-5","'4-6","'90",
"'5 years","'0.5-5","'4-6","'69",
"'8 years","'0.5-5","'4-6","'56",
"'I year","'0.5-5","'11-13","'72",
"'2 years","'0.5-5","'11-13","'88",
"'3 years","'0.5-5","'11-13","'77",
"'5 years","'0.5-5","'11-13","'0",
"'8 years","'0.5-5","'11-13","'0",
,,,

'Confidence Scores % (Table Cell)
"'63.76953125","'63.76953125","'63.76953125","'63.76953125",
"'95.99609375","'95.50781250","'95.99609375","'95.99609375",
"'52.24609375","'52.24609375","'52.24609375","'52.24609375",
"'86.76757813","'86.32812500","'86.76757813","'86.76757813",
"'91.74804688","'91.30859375","'91.74804688","'91.74804688",
"'91.84570313","'91.35742188","'91.84570313","'91.84570313",
"'91.74804688","'91.30859375","'91.74804688","'91.74804688",
"'91.40625000","'90.96679688","'91.40625000","'91.40625000",
"'93.94531250","'93.45703125","'93.94531250","'93.94531250",
"'50.68359375","'50.68359375","'50.68359375","'50.68359375",
"'93.70117188","'93.21289063","'93.70117188","'93.70117188",
"'92.13867188","'91.65039063","'92.13867188","'92.13867188",
"'92.43164063","'91.94335938","'92.43164063","'92.43164063",
"'92.33398438","'91.84570313","'92.33398438","'92.33398438",
"'91.50390625","'91.06445313","'91.50390625","'91.50390625",
"'92.62695313","'92.18750000","'92.62695313","'92.62695313",
"'91.89453125","'91.40625000","'91.89453125","'91.89453125",
"'88.62304688","'88.18359375","'88.62304688","'88.62304688",
"'91.79687500","'91.30859375","'91.79687500","'91.79687500",
"'87.74414063","'87.30468750","'87.74414063","'87.74414063",
"'92.38281250","'91.89453125","'92.38281250","'92.38281250",
"'90.77148438","'90.33203125","'90.77148438","'90.77148438",
"'94.28710938","'93.79882813","'94.28710938","'94.28710938",
"'46.77734375","'46.77734375","'46.77734375","'46.77734375",
"'75.63476563","'75.24414063","'75.63476563","'75.63476563",
"'82.76367188","'82.37304688","'82.76367188","'82.76367188",
"'94.14062500","'93.65234375","'94.14062500","'94.14062500",
"'50.97656250","'50.97656250","'50.97656250","'50.97656250",
"'89.64843750","'89.20898438","'89.64843750","'89.64843750",
"'92.67578125","'92.23632813","'92.67578125","'92.67578125",
"'92.08984375","'91.60156250","'92.08984375","'92.08984375",
"'92.48046875","'91.99218750","'92.48046875","'92.48046875",
"'91.40625000","'90.96679688","'91.40625000","'91.40625000",
"'90.47851563","'89.99023438","'90.47851563","'90.47851563",
"'86.47460938","'86.03515625","'86.47460938","'86.47460938",
"'90.18554688","'89.69726563","'90.18554688","'90.18554688",
"'89.74609375","'89.30664063","'89.74609375","'89.74609375",
"'90.42968750","'89.94140625","'90.42968750","'90.42968750",
"'92.13867188","'91.65039063","'92.13867188","'92.13867188",
"'91.84570313","'91.35742188","'91.84570313","'91.84570313",
"'90.77148438","'90.33203125","'90.77148438","'90.77148438",
"'91.45507813","'91.01562500","'91.45507813","'91.45507813",
"'91.50390625","'91.06445313","'91.50390625","'91.50390625",
"'90.42968750","'89.94140625","'90.42968750","'90.42968750",
"'90.62500000","'90.18554688","'90.62500000","'90.62500000",
"'89.99023438","'89.55078125","'89.99023438","'89.99023438",
"'90.52734375","'90.08789063","'90.52734375","'90.52734375",
"'95.80078125","'95.31250000","'95.80078125","'95.80078125",
