"'Table 4-Cedrus,","'cedar:","'seed data","'",
"'","'Avg cleaned","'no. seeds","'Commercial",
"'Species","'/kg","'/lb","'seed purity (%)",
"'C. atlantica","'13,900","'6,300","'89",
"'C. brevifolia","'13,000","'5,890","'-",
"'C. deodara","'8,150","'3,700","'85",
"'C. libani","'11,700","'5,300","'87",
"'C. libani ssp. stenocoma","'17,600","'8,000","'",
,,,

'Confidence Scores % (Table Cell)
""'93.11523438","'93.11523438","'93.11523438","'93.11523438",
"'80.81054688","'94.04296875","'94.04296875","'73.38867188",
"'80.81054688","'81.25000000","'79.15039063","'73.38867188",
"'92.82226563","'85.98632813","'83.78906250","'93.35937500",
"'84.71679688","'78.51562500","'76.46484375","'85.20507813",
"'87.98828125","'81.54296875","'79.44335938","'88.52539063",
"'84.37500000","'78.22265625","'76.17187500","'84.91210938",
"'93.89648438","'87.01171875","'84.76562500","'94.43359375",
