"'Table 5-Populus, poplar,","'cottonwood, aspen:","'seed weights","'of non-screened","'samples","'",
"'","'","'Seeds (x","'million)/weight","'","'",
"'","'","'Range","'","'Average","'",
"'Species","'/kg","'/b","'kg","'","'Samples",
"'P. deltoides","'0.44-3.31","'0.20-1.50","'0.77","'0.425","'6+",
"'P. deltoides spp. monilifera","'0.55-1.06","'0.25-0.48","'-","'-","'4+",
"'P. grandidentata","'","'","'6.62","'3.00","'I",
"'P. heterophylla","'0.31-0.36","'0.14-0.16","'0.34","'0.15","'4",
"'P. tremula","'5.89-16.65","'2.66-7.55","'8.09","'3.67","'30",
"'P. tremuloides","'5.51-6.62","'2.5-3.0","'6.00","'2.75","'-",
,,,,,

'Confidence Scores % (Table Cell)
"'95.84960938","'95.84960938","'95.84960938","'95.84960938","'95.84960938","'95.84960938",
"'79.83398438","'91.60156250","'91.60156250","'91.60156250","'91.60156250","'61.96289063",
"'79.83398438","'89.40429688","'89.40429688","'87.89062500","'87.89062500","'61.96289063",
"'79.83398438","'86.96289063","'91.50390625","'91.21093750","'88.23242188","'61.96289063",
"'89.69726563","'83.54492188","'87.93945313","'87.64648438","'84.76562500","'90.38085938",
"'81.05468750","'75.43945313","'79.39453125","'79.15039063","'76.56250000","'81.64062500",
"'88.33007813","'82.27539063","'86.57226563","'86.27929688","'83.44726563","'89.01367188",
"'88.47656250","'82.37304688","'86.71875000","'86.42578125","'83.59375000","'89.16015625",
"'84.61914063","'78.75976563","'82.91015625","'82.61718750","'79.93164063","'85.25390625",
"'93.75000000","'87.30468750","'91.84570313","'91.60156250","'88.57421875","'94.48242188",
