"'Table 4-Mahonia,","'Oregon-grape: seed yield","'data","'","'","'","'","'","'","'","'",
"'","'","'","'","'","'","'","'Cleaned seeds","'x1,000 /weight","'","'",
"'","'","'Fruit","'weight/vol","'Seed","'weight/fruit vol","'","'Range","'Average","'","'",
"'Species","'Place collected","'kg/hl","'Ib/bu","'kg/hl","'lb/bu","'/kg","'/lb","'/kg","'/lb","'Samples",
"'M. aquifolium","'Jackson Co., Oregon","'44","'34","'4","'3","'-","'-","'73","'33","'I",
"'","'Pacific Northwest","'-","'","'","'","'84-95","'38-43","'90","'41","'2",
"'M. fremontii","'Utah","'-","'","'","'","'","'-","'93","'42","'I+",
"'M. haematocarpa","'-","'-","'","'","'","'","'-","'227","'103","'I",
"'M. nervosa","'Clackamas Co., Oregon","'39","'43*","'","'","'","'-","'51","'23","'I",
"'","'Pacific Northwest","'-","'","'","'","'-","'-","'66","'30","'2",
"'M. nevinii","'California","'-","'","'","'","'","'-","'126","'57","'I",
"'M. repens","'Basin, Montana; & Utah","'-","'","'","'","'119-157","'54-71","'136","'62","'2",
,,,,,,,,,,

'Confidence Scores % (Table Cell)
"'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500","'80.07812500",
"'66.35742188","'60.93750000","'66.35742188","'66.35742188","'65.38085938","'65.38085938","'80.90820313","'80.90820313","'80.90820313","'80.90820313","'60.20507813",
"'66.35742188","'60.93750000","'66.35742188","'66.35742188","'65.38085938","'65.38085938","'81.93359375","'81.93359375","'81.93359375","'81.93359375","'60.20507813",
"'66.35742188","'60.93750000","'84.76562500","'87.01171875","'91.50390625","'90.18554688","'89.94140625","'92.96875000","'90.86914063","'86.18164063","'60.20507813",
"'78.22265625","'77.49023438","'70.89843750","'72.75390625","'76.51367188","'75.43945313","'75.24414063","'77.73437500","'76.02539063","'72.07031250","'76.90429688",
"'78.22265625","'59.76562500","'54.68750000","'56.10351563","'58.98437500","'58.15429688","'58.00781250","'59.91210938","'58.59375000","'55.56640625","'59.27734375",
"'85.25390625","'87.89062500","'80.41992188","'82.51953125","'86.81640625","'85.54687500","'85.35156250","'88.18359375","'86.23046875","'81.78710938","'87.25585938",
"'86.81640625","'89.55078125","'81.93359375","'84.08203125","'88.42773438","'87.15820313","'86.91406250","'89.84375000","'87.84179688","'83.30078125","'88.86718750",
"'50.39062500","'65.38085938","'59.86328125","'61.37695313","'64.59960938","'63.67187500","'63.47656250","'65.62500000","'64.16015625","'60.83984375","'64.89257813",
"'50.39062500","'66.55273438","'60.88867188","'62.45117188","'65.67382813","'64.74609375","'64.59960938","'66.74804688","'65.23437500","'61.86523438","'66.01562500",
"'82.17773438","'84.76562500","'77.53906250","'79.54101563","'83.69140625","'82.47070313","'82.27539063","'85.00976563","'83.10546875","'78.85742188","'84.13085938",
"'91.11328125","'93.99414063","'85.98632813","'88.23242188","'92.77343750","'91.45507813","'91.21093750","'94.28710938","'92.18750000","'87.40234375","'93.26171875",
