"'","'","'","'",
"'Species","'Location (& altitude)","'Flowering","'Fruit ripening",
"'M. aquifolium","'Mineral Co., Montana (975 m)","'Late Apr-early May","'Late July-early Aug",
"'","'Jackson Co., Oregon (685 m)","'Mar-May","'Sept-Oct",
"'M. fremontii","'Texas, NE US","'May-June","'Aug-Sept",
"'","'Utah & California","'May-June","'July -Aug",
"'M. haematocarpa","'Texas & SW US","'Spring","'June-Aug",
"'M. nervosa","'Clackamas Co., Oregon (90 m)","'Early Apr","'Mid-Aug",
"'","'Jackson Co., Oregon (990 m)","'Mid-May","'Late Aug",
"'","'-","'Apr-June","'July-Aug",
"'M. nevinii","'California","'Mar-May","'June",
"'M. repens","'Black Hills, South Dakota (1,830 m)","'May -June","'June-July",
"'","'-","'Apr- May","'Aug-Sept",
,,,

'Confidence Scores % (Table Cell)
"'71.53320313","'71.53320313","'71.53320313","'71.53320313",
"'91.99218750","'94.97070313","'93.35937500","'94.53125000",
"'88.76953125","'90.86914063","'89.30664063","'90.38085938",
"'88.76953125","'77.63671875","'76.31835938","'77.24609375",
"'84.27734375","'90.86914063","'89.30664063","'90.38085938",
"'84.27734375","'87.15820313","'85.64453125","'86.71875000",
"'88.57421875","'91.45507813","'89.89257813","'91.01562500",
"'64.59960938","'89.84375000","'88.33007813","'89.40429688",
"'64.59960938","'90.08789063","'88.57421875","'89.64843750",
"'64.59960938","'85.79101563","'84.32617188","'85.40039063",
"'90.42968750","'93.35937500","'91.79687500","'92.91992188",
"'62.79296875","'82.03125000","'80.66406250","'81.64062500",
"'62.79296875","'87.50000000","'86.03515625","'87.06054688",
