"datasetID","study","entered.by","genus","species","variety","woody","crop","source.population","provenance.lat","provenance.long","provenance.altitude","continent","no.indiv.collected","year.collected","year.germination","storage.type","storage.time","storage.humidity","storage.temp","treatment","chill.temp","chill.duration","germ.temp","other.treatment","photoperiod","chemical","chemcial.concent","trt.duration","scarification","scarif.type","soaking","soaked.in","soaking.duration","seed.mass.given","respvar","response","error.type","resp.error","reps","n.per.rep","germ.duration","germ.tim.zero","figure","Notes"
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","0",NA,"20","dry storage","25/15",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","92.133","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","90",NA,"20","dry storage","25/15",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","18.473","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","90",NA,"20","dry storage","25/15",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","92.133","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","180",NA,"20","dry storage","25/15",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","18.007","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","180",NA,"20","dry storage","25/15",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","93.998","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","360",NA,"20","dry storage","25/15",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","16.375","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","360",NA,"20","dry storage","25/15",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","90.967","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","720",NA,"20","dry storage","25/15",NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","61.364","SE","NA",60,50,"21",NA,"Fig 4",NA
"Acosta12","exp4","DL","Gomphrena","perennis",NA,NA,NA,"Santa Fe province, Argentina","-31.26","-60.56",NA,"South America",NA,"2009",NA,"room temp","720",NA,"20","dry storage","25/15",NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","93.065","SE",NA,60,50,"21",NA,"Fig 4",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","0","primary dormant","12","KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","12.052","SE","1.9550000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","0","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","2.606","SE","0.97700000000000031",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","5","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","97.394","SE","1.6289999999999907",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","5","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","99.023","SE","0.65100000000001046",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","11","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","97.068","SE","1.3029999999999973",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","11","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","56.026","SE","5.2119999999999962",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","13","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","98.371","SE","1.3030000000000115",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","13","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","10.098","SE","1.6280000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","15","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","86.971","SE","1.3029999999999973",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","15","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","1.629","SE","0",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"0","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","9.446","SE","4.2349999999999994",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"0","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","0.651","SE","0",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"5","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","98.371","SE","0.97800000000000864",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"5","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","98.371","SE","0.65200000000000102",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"11","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","97.394","SE","1.6289999999999907",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"11","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","96.743","SE","1.9540000000000077",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"13","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","82.41","SE","4.8860000000000099",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"13","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","5.537","SE","1.3029999999999999",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"15","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","8.143","SE","2.6059999999999999",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","pendula",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25",NA,"15","secondary dormant",NA,"water",NA,NA,NA,NA,NA,NA,NA,"yes","per.germ","0.326","SE","0.65100000000000002",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","0","primary dormant","12","KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","1.603","SE","0.32000000000000006",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","0","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","0.962","SE","0.64100000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","5","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","97.436","SE","1.2819999999999965",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","5","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","97.756","SE","1.2819999999999965",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","11","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","6.731","SE","1.6020000000000003",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","11","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","3.526","SE","1.282",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","13","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","0.321","SE","0.64100000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","13","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","0.641","SE","0.32099999999999995",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","15","primary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","0.641","SE","1.6030000000000002",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage",NA,"56","15","primary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","0.321","SE","0.64100000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","0","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","4.167","SE","1.282",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","0","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","7.692","SE","2.2439999999999998",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","5","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","95.833","SE","1.6030000000000086",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","5","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","95.513","SE","1.6019999999999897",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","11","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","82.692","SE","3.5260000000000105",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","11","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","42.308","SE","2.8840000000000003",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","13","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","18.91","SE","3.8460000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","13","secondary dormant",NA,"water",NA,NA,"N",NA,"N",NA,NA,"yes","per.germ","0.641","SE","0.64100000000000001",10,50,"42",NA,"Fig 1",NA
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","15","secondary dormant",NA,"KNO3","5.0551599999999999",NA,"N",NA,"N",NA,NA,"yes","per.germ","1.923","SE","1.282",10,50,"42",NA,"Fig 1","molecular wt: 101.1032"
"Brandel2005","exp1","DL","Carex","remota",NA,"N","N","Kiel, Germany","54","10",NA,"Europe",NA,"2002","2002","room temp","122","40-60","15-20","dry storage","5/25","56","15","secondary dormant",NA,"water",NA,NA,"N",NA,NA,NA,NA,"yes","per.germ","1.282","SE","0.64100000000000001",10,50,"42",NA,"Fig 1",NA
"Albrecht20","exp1","DL","Solidago","albopilosa",NA,"N","N","Powell County, Kentucky, USA","37.838","-83.826",NA,"North America",NA,"2016","2016","ambient","<30",NA,"21-23","dry storage",NA,NA,"15/5",NA,"0",NA,NA,NA,"N",NA,NA,NA,NA,"yes","prop.germ","0.028","SE","9.9999999999999985E-3",4,25,"28",NA,"Fig 2",NA
"Albrecht20","exp1","DL","Solidago","albopilosa",NA,"N","N","Powell County, Kentucky, USA","37.838","-83.826",NA,"North America",NA,"2016","2016","ambient","<30",NA,"21-23","dry storage",NA,NA,"15/5",NA,"12",NA,NA,NA,"N",NA,NA,NA,NA,"yes","prop.germ","0.113","SE","3.599999999999999E-2",4,25,"28",NA,"Fig2",NA
"Albrecht20","exp1","DL","Solidago","albopilosa",NA,"N","N","Powell County, Kentucky, USA","37.838","-83.826",NA,"North America",NA,"2016","2016","ambient","<30",NA,"21-23","dry storage",NA,NA,"20/10",NA,"0",NA,NA,NA,"N",NA,NA,NA,NA,"yes","prop.germ","0.146","SE","3.3000000000000002E-2",4,25,"28",NA,"Fig3",NA
"Albrecht20","exp1","DL","Solidago","albopilosa",NA,"N","N","Powell County, Kentucky, USA","37.838","-83.826",NA,"North America",NA,"2016","2016","ambient","<30",NA,"21-23","dry storage",NA,NA,"20/10",NA,"12",NA,NA,NA,"N",NA,NA,NA,NA,"yes","prop.germ","0.62","SE","5.3000000000000047E-2",4,25,"28",NA,"Fig 2",NA
