"'Table I Malus, apple: nomenclature","'and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'Malus angustifolia (Ait.) Michx.","'southern crab apple, narrow-leaf crab apple","'SE US from Virginia to Florida & W to Mississippi",
"'Malus baccata (L.) Borkh. Pyrus baccata L.","'Siberian crab apple","'Asia; planted extensively in US",
"'M. coronaria (L.) Mill. P. bracteata Baily; P. coronaria L. M. bracteata (Baily) Rehd.","'American crab apple, wild sweet crab apple, garland-tree","'E US; New York to Alabama, W to E Indiana",
"'M. coronaria var. dasycalyx Rehd. P. coronaria var. dasycalyx (Rehd.) Fern. P. coronaria var. lancifolia (Rehd.) Fern. P. lancifolia (Rehd.) Baily M. coronaria var. lancifolia (Rehd.) C.F. Reed M. lancifolia Rehd.","'Great Lakes crab apple","'S Ontario to Ohio & Indiana",
"'M. floribunda Sieb. ex Van Houtte M. pulcherrima (Sieb.) Makino","'Japanese flowering crab apple","'Japan; planted extensively in E US",
"'M. fusca (Raf.) Schneid. P. rivularis Dougl. ex Hook. P. fusca Raf. M. diversifolia (Bong.) M. Roemer","'Oregon crab apple, Pacific crab apple, western crab apple, wild crab apple","'Pacific Coast region from N California to S Alaska",
"'M. glabrata Rehd.","'Biltmore crab apple","'SE US; North Carolina to Alabama",
"'M. glaucescens Rehd. P. glaucescens (Rehd.) Baily","'Dunbar crab apple","'E US; New York to North Carolina & W into Alabama",
"'M. ioensis (Wood) Britt. P. ioensis (Wood) Baily","'prairie crab apple, lowa crab apple, midwest crab apple","'Minnesota & Wisconsin to Nebraska & Kansas & to Texas & Louisiana",
"'M. pumila P. Mill. P. pumila (P. Mill.) Borkh. M. communis Poir M. domestica (Borkh.) Borkh.","'common apple, apple, paradise apple","'Europe & W Asia; cultivated horticulturally and agriculturally in US",
"'M. X robusta (Carr.) Rehd. M. baccata X (M. prunifolia (Willd.) Borkh.","'red Siberian crab apple","'Asia",
"'M. sargentii Rehd.","'Sargent apple","'Japan",
"'M. sylvestris P. Mill. P. malus L. M. malus (L.) Britt.","'European crab apple, apple","'Europe & W Asia",
,,

'Confidence Scores % (Table Cell)
"'87.15820313","'87.15820313","'87.15820313",
"'92.48046875","'91.25976563","'93.21289063",
"'91.94335938","'90.72265625","'92.67578125",
"'83.30078125","'82.17773438","'83.93554688",
"'93.65234375","'92.43164063","'94.38476563",
"'95.84960938","'94.58007813","'96.63085938",
"'86.96289063","'85.79101563","'87.64648438",
"'95.45898438","'94.23828125","'96.24023438",
"'64.01367188","'63.18359375","'64.50195313",
"'82.66601563","'81.59179688","'83.30078125",
"'90.23437500","'89.06250000","'90.96679688",
"'95.16601563","'93.94531250","'95.94726563",
"'90.91796875","'89.69726563","'91.60156250",
"'55.32226563","'54.63867188","'90.03906250",
"'91.60156250","'90.42968750","'90.03906250",
