"'Table 3-Malus,","'apple: seed","'yield data","'","'","'","'","'",
"'","'","'","'","'Cleaned seeds/fruit","'weight","'","'",
"'","'Seeds/fruit","'wt","'","'Range","'","'Average","'",
"'Species","'/100 kg","'/100 lb","'Akg","'","'Akg","'/lb","'Samples",
"'M. bacatta","'1.2","'2.5","'10,850-42,000","'22,000-85,000","'30,000","'66,000","'5",
"'M. coronaria","'0.5","'I","'-","'-","'6,350","'14,000","'I",
"'M. fusca","'1.2","'2.4","'-","'-","'24,500","'54,000","'|",
"'M. floribunda","'-","'-","'-","'-","'26,800","'59,000","'-",
"'M. ioensis","'-","'-","'-","'-","'13,600","'30,000","'I",
"'M. pumila","'0.4","'0.75","'3,460-13,300","'7,000-27,000","'9,100","'20,000","'5+",
"'M. X robusta","'","'","'","'-","'7,700","'17,000","'",
,,,,,,,

'Confidence Scores % (Table Cell)
"'65.57617188","'65.57617188","'65.57617188","'65.57617188","'65.57617188","'65.57617188","'65.57617188","'65.57617188",
"'76.07421875","'84.52148438","'84.52148438","'84.22851563","'84.22851563","'84.22851563","'84.22851563","'74.31640625",
"'76.07421875","'84.52148438","'84.52148438","'82.71484375","'82.71484375","'87.01171875","'87.01171875","'74.31640625",
"'76.07421875","'79.05273438","'81.05468750","'85.05859375","'85.88867188","'82.42187500","'79.44335938","'74.31640625",
"'89.89257813","'82.86132813","'84.96093750","'89.11132813","'89.99023438","'86.37695313","'83.25195313","'91.06445313",
"'83.93554688","'77.34375000","'79.29687500","'83.20312500","'84.03320313","'80.61523438","'77.73437500","'85.00976563",
"'88.42773438","'81.44531250","'83.54492188","'87.64648438","'88.52539063","'84.96093750","'81.88476563","'89.55078125",
"'85.20507813","'78.51562500","'80.51757813","'84.47265625","'85.25390625","'81.83593750","'78.90625000","'86.27929688",
"'86.91406250","'80.07812500","'82.12890625","'86.18164063","'87.01171875","'83.49609375","'80.46875000","'88.03710938",
"'83.34960938","'76.80664063","'78.75976563","'82.66601563","'83.44726563","'80.07812500","'77.19726563","'84.42382813",
"'92.38281250","'85.10742188","'87.30468750","'91.60156250","'92.48046875","'88.76953125","'85.54687500","'93.55468750",
