"'Table 3-Tilia,","'linden: seed","'yield data","'","'","'","'","'",
"'","'","'","'","'Cleaned","'seeds/weight (x1,000)","'","'",
"'","'Seed wt/fruit","'wt","'","'Range","'Average","'","'",
"'Species","'kg/45.4 kg","'lb/100 lb","'/kg","'/b","'Akg","'","'Samples",
"'T. americana","'-","'-","'-","'-","'6.6","'3","'2",
"'","'34.1","'75","'6.6-17.6","'3.0-8.0","'11","'5","'15+",
"'","'-","'-","'20-32.1","'9.1-14.6","'-","'-","'-",
"'T. cordata","'36.3","'80","'24.9-38.3","'11.3-17.4","'30.4","'13.8","'57+",
"'","'-","'-","'48.8-65.1","'22.2-29.6","'-","'-","'-",
"'T. X europaea","'-","'-","'23.3-29.7","'10.6-13.5","'-","'-","'-",
"'T. platyphyllos","'-","'-","'25.1-30.6","'11.4-13.9","'-","'-","'-",
"'T. tomentosa","'-","'-","'20.0-25.1","'9.1-11.4","'-","'-","'-",
,,,,,,,

'Confidence Scores % (Table Cell)
"'82.91015625","'82.91015625","'82.91015625","'82.91015625","'82.91015625","'82.91015625","'82.91015625","'82.91015625",
"'65.47851563","'81.73828125","'81.73828125","'81.05468750","'81.05468750","'81.05468750","'81.05468750","'63.72070313",
"'65.47851563","'81.73828125","'81.73828125","'85.35156250","'85.35156250","'84.81445313","'84.81445313","'63.72070313",
"'65.47851563","'84.52148438","'86.42578125","'89.16015625","'91.01562500","'90.03906250","'83.10546875","'63.72070313",
"'51.95312500","'75.24414063","'76.90429688","'79.34570313","'81.00585938","'80.12695313","'73.97460938","'81.49414063",
"'51.95312500","'71.82617188","'73.43750000","'75.78125000","'77.34375000","'76.51367188","'70.60546875","'77.83203125",
"'51.95312500","'72.80273438","'74.41406250","'76.75781250","'78.36914063","'77.53906250","'71.53320313","'78.85742188",
"'49.51171875","'73.77929688","'75.43945313","'77.83203125","'79.44335938","'78.61328125","'72.55859375","'79.93164063",
"'49.51171875","'69.92187500","'71.48437500","'73.73046875","'75.29296875","'74.46289063","'68.75000000","'75.73242188",
"'89.50195313","'83.64257813","'85.49804688","'88.23242188","'90.03906250","'89.06250000","'82.22656250","'90.57617188",
"'81.59179688","'76.22070313","'77.92968750","'80.41992188","'82.08007813","'81.20117188","'74.95117188","'82.56835938",
"'90.82031250","'84.91210938","'86.81640625","'89.55078125","'91.40625000","'90.42968750","'83.44726563","'91.94335938",
