"'Table Pyrus, pear: nomenclature,","'growth habit, and occurrence","'","'",
"'Scientific name & synonym(s)","'Common name(s)","'Growth habit","'Range & extensions",
"'P. amygdaliformis Vill. P. singica Dom.-Cours.","'almond-leaf pear","'Shrub to small tree, I-2 m","'Mediterranean Europe & Asia Minor",
"'P. betulifolia Bunge","'birch-leaf pear","'Large tree, 5-6 m","'Central & N China",
"'P. calleryana Decne.","'Callery pear, pea pear, Chinese pea pear","'Medium tree, 3-5 m","'Central & S China",
"'P. communis L. P. asige-mediae Popov; P. balansae Decne P. boissieriana Buhse; P. elata Rubtzov P. medvendevii Rubtzov","'common pear, European pear, cultivated pear","'Large broad pyramidal tree, 5-6 m","'W to SE Europe, Turkey; in world-wide cultivation",
"'P. communis ssp. caucasica (Fed.) Browicz P. caucasica Fed.","'Caucasus pear","'Large tree, 5-6 m","'SE Europe, Greece",
"'P cordata Desv.","'heart-leaf pear, Plymouth pear","'Shrub to small tree, 2-3 m","'SW England, W France, Spain, & Portugal",
"'P. cossonii Rehder P. longipes Coss, S. Dur.","'Algerian pear","'Medium tree, 3-4 m","'Algeria",
"'P. dimorphophylla Makino P. calleryana var. dimorphophylla (Makino) Koidz","'Japanese pea pear","'Medium tree, 3-4 m","'Japan",
"'P. elaeagrifolia Pall. P. kotschyana Boiss ex Deone","'elaeagnus-leaf pear","'Medium tree, 3-4 m","'SE Europe, Russia, & Turkey",
"'P fauriei C.K. Schneid. P. calleryana var. fauriei (Schneid.) Rehd.","'Korean pea pear","'Shrub to small tree, I-2 m","'Korea",
"'P. gharbiana Trab.","'","'Small tree, I-2 m","'Morocco & W Algeria",
"'P. glabra Boiss.","'","'Medium tree, 3-4 m","'Iran",
"'P koehnii C.K. Schneid","'evergreen pear","'Small to medium tree, I-3 m","'Taiwan & SE China",
"'P korshinskyi Litv. P. pyrasten Burgsd. P. communis var. pyraster","'wild European pear","'Tree to 15 m","'Afghanistan; W Russia; Central Asia",
"'P. mamorensis Trab.","'Mamor Mountain pear","'Small tree","'Morocco",
"'P nivalis Jacq.","'snow pear, perry pear","'Thornless medium tree, 3-4 m","'W Central & S Europe",
"'P. pashia Buch.-Ham. ex D.Don P. kumaoni Decne P. varoilosa Wall ex G. Don. P. wilhelmii C. Schneid.","'Pashia pear, India wild pear","'Medium tree, 3-4 m","'Pakistan, India, & Nepal",
"'P. pseudopashia T.T.Yu","'Kansu pear","'Tree","'NW China (Yunnan & Guizhou)",
"'P. pyrifolia (Burm.f.) Nakai P. serotina Rehd.","'sand pear, Japanese pear, Chinese pear","'Medium to large tree, 3-5 m","'China, Japan, Korea, & Taiwan",
"'P. regelii Rehder P. heterophylla Regel G.Schmalh","'Regel pear","'Shrub or tree to I-2 m","'S central Asia & Afghanistan",
"'P. salicifolia Poll.","'willow-leaf pear","'Small tree, I-2 m","'NW Iran, Armenia, Turkey, & S Russia",
"'P. syriaca Boiss.","'Syrian pear","'Small tree, I-2 m","'Middle East, SW Russia",
"'P. ussuriensis Maxim.; P. lindleyi Rehd. P. ovoidea Rehd. P. sinensis Lindley","'Ussuri[an] pear, Harbin pear, Manchurian pear","'Small to medium tree, I-3 m","'Siberia, N China, Korea, Mongolia",
"'P. xerophylla T.T.Yu","'","'Tree","'N China",
,,,

'Confidence Scores % (Table Cell)
"'87.50000000","'87.50000000","'87.50000000","'87.50000000",
"'91.25976563","'90.33203125","'90.91796875","'92.28515625",
"'95.36132813","'94.38476563","'95.01953125","'96.48437500",
"'76.22070313","'75.43945313","'75.92773438","'77.09960938",
"'93.40820313","'92.48046875","'93.11523438","'94.48242188",
"'92.43164063","'91.50390625","'92.08984375","'93.50585938",
"'92.48046875","'91.55273438","'92.13867188","'93.55468750",
"'92.33398438","'91.40625000","'91.99218750","'93.40820313",
"'90.62500000","'89.69726563","'90.33203125","'91.69921875",
"'93.55468750","'92.62695313","'93.21289063","'94.62890625",
"'91.06445313","'90.13671875","'90.72265625","'92.08984375",
"'93.35937500","'92.43164063","'93.06640625","'94.43359375",
"'80.61523438","'79.78515625","'80.32226563","'81.54296875",
"'78.36914063","'77.58789063","'78.12500000","'79.29687500",
"'91.89453125","'90.96679688","'91.60156250","'92.96875000",
"'94.87304688","'93.94531250","'94.53125000","'95.99609375",
"'77.09960938","'76.31835938","'76.80664063","'77.97851563",
"'91.01562500","'90.08789063","'90.67382813","'92.04101563",
"'78.51562500","'77.73437500","'78.22265625","'79.44335938",
"'61.13281250","'60.49804688","'60.88867188","'61.81640625",
"'92.38281250","'91.45507813","'92.04101563","'93.45703125",
"'92.38281250","'91.45507813","'92.04101563","'93.45703125",
"'89.40429688","'88.47656250","'89.06250000","'90.42968750",
"'66.55273438","'65.86914063","'66.30859375","'67.33398438",
"'53.95507813","'53.41796875","'53.75976563","'54.58984375",
"'53.36914063","'52.83203125","'53.17382813","'53.95507813",
