"'Table 4-Euonymus,","'euonymus: fruit form","'and color of flowers,","'fruits, and seeds","'","'",
"'","'","'","'Color","'","'",
"'Species","'Fruit form","'Flower","'Ripe fruit","'Seed","'Aril",
"'E. alata","'Divided nearly to base in 4 separate pods (sometimes I-3)","'Yellowish","'Reddish-purplish","'Brown*","'Orange-red",
"'E. americana","'3- to 5-lobed","'Reddish green- greenish purple","'Pink-rose","'Yellowish white","'Scarlet",
"'E. atropurea","'Smooth, deeply 3- to 4-lobed, 4-celled","'Purple","'Pink-purple","'Light brown","'Scarlet",
"'E. bungeana","'Deeply 4-lobed & 4-angled","'Yellowish","'Yellowish- pinkish white","'Whitish or pinkish","'Orange",
"'E. europaea","'Smooth, 4-lobed, 3 to 5-celled","'Yellowish green","'Rose red-pinkt","'White","'Orange",
"'E. hamiltoniana ssp. maackii","'4-lobed","'Yellowish","'Pink","'Red","'Orange",
"'E. obovata","'Usually 3-lobed","'Greenish purple","'Crimson","'Tan","'Orange-scarlet",
"'E. verrucosa","'Deeply 4-lobed","'Brownish","'Yellowish red","'Black","'Orange-red#",
,,,,,

'Confidence Scores % (Table Cell)
""'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250","'54.88281250",
"'47.07031250","'50.19531250","'68.06640625","'68.06640625","'68.06640625","'68.06640625",
"'47.07031250","'50.19531250","'88.52539063","'90.42968750","'86.03515625","'89.20898438",
"'87.45117188","'90.67382813","'88.72070313","'90.62500000","'86.18164063","'89.40429688",
"'84.47265625","'87.54882813","'85.69335938","'87.50000000","'83.25195313","'86.32812500",
"'85.49804688","'88.67187500","'86.76757813","'88.62304688","'84.32617188","'87.40234375",
"'88.91601563","'92.18750000","'90.18554688","'92.13867188","'87.64648438","'90.86914063",
"'87.40234375","'90.62500000","'88.67187500","'90.57617188","'86.18164063","'89.35546875",
"'87.45117188","'90.67382813","'88.72070313","'90.62500000","'86.18164063","'89.40429688",
"'70.89843750","'73.53515625","'71.97265625","'73.48632813","'69.92187500","'72.50976563",
"'81.98242188","'85.00976563","'83.15429688","'84.96093750","'80.81054688","'83.78906250",
