"'Table 8-Eucalyptus, per weight of seeds","'eucalyptus:","'seedlings produced",
"'","'Seedlings","'produced/seed weight",
"'Species","'/g","'/oz",
"'E. camaldulensis","'175","'5,000",
"'E. citriodora","'60","'1,700",
"'E. glaucescens","'99","'2,830",
"'E. globulus","'28","'800",
"'E. microcorys","'7","'180",
"'E. paniculata","'6","'160",
"'E. robusta","'14","'400",
"'E. viminalis","'","'3,160",
,,

'Confidence Scores % (Table Cell)
""'91.74804688","'91.74804688","'91.74804688",
"'46.28906250","'58.88671875","'58.88671875",
"'46.28906250","'80.22460938","'87.45117188",
"'91.21093750","'83.25195313","'90.72265625",
"'84.47265625","'77.09960938","'83.98437500",
"'89.06250000","'81.25000000","'88.57421875",
"'84.47265625","'77.09960938","'83.98437500",
"'85.88867188","'78.36914063","'85.40039063",
"'87.20703125","'79.54101563","'86.71875000",
"'86.13281250","'78.61328125","'85.69335938",
"'89.01367188","'81.20117188","'88.52539063",
