"'","'","'Cone","'processing schedule*","'","'",
"'Species","'Boiling water dip (sec)","'Air-drying (day)","'Kiln-drying (hr)","'Kiln temp (C)","'Seed storage (yr)",
"'P. albicaulist","'0","'15-30","'0","'-","'8",
"'P. aristata","'0","'2-8","'0","'-","'9",
"'P. arizonica","'0","'-","'60","'43","'-",
"'P. armandii","'0","'15","'0","'-","'-",
"'P. attenuata","'15-30","'I-3","'48","'49","'16",
"'P. balfouriana","'0","'2-8","'0","'-","'16",
"'P. banksiana","'0","'-","'2-4","'66","'17-18",
"'","'10-30","'3-10","'0","'-","'-",
"'P. brutia","'0","'3-20","'0","'","'3",
"'","'0","'-","'10","'54","'-",
"'P. canariensis","'0","'2-10","'0","'-","'18",
"'P. caribaea","'-","'-","'-","'","'3",
"'P. cembrat","'-","'-","'-","'-","'>I",
"'P. cembroides","'0","'2-8","'0","'-","'-",
"'P. clausa","'10-30","'I","'2-4","'63","'5",
"'P. contorta var. contorta","'0","'2-20","'0","'-","'17",
"'","'0","'","'96","'49","'-",
"'var. latifolia II","'30-60","'2-30","'0","'-","'20",
"'","'0","'-","'6-8","'60","'-",
"'var. murrayana","'0","'2-20","'0","'-","'17",
"'P. coulteri","'0-120","'3-15","'0","'","'5",
"'","'0","'-","'72","'49","'-",
"'P. densiflora","'0-30","'3-4","'0","'-","'2-5",
"'P. echinata","'0","'-","'48","'41","'35",
"'P. edulis §","'0","'2","'0","'-","'-",
"'P. elliottii","'","'","'","'","'",
"'var. densa","'0","'-","'8-10","'49","'",
"'","'0","'4","'0","'-","'",
"'var. elliottii","'0","'-","'8-10","'49","'50",
"'","'0","'42","'0","'","'",
"'P. engelmannii","'0","'-","'60","'43","'-",
"'P. flexilis","'0","'15-30","'0","'-","'5",
"'P. gerardiana","'0","'15","'0","'-","'-",
"'P. glabra","'0","'-","'48","'38","'>1",
"'P. halepensis","'0","'-","'10","'54","'10",
"'","'0","'3-10","'0","'","'",
"'P. heldreichii","'0","'5-20","'0","'-","'",
"'P. kesiya","'0","'5-20","'0","'-","'",
"'P. jeffreyi","'0","'-","'24","'49","'18",
"'","'0","'5-7","'0","'-","'-",
"'P. lambertiana","'0","'-","'24","'49","'21",
"'","'0","'5-7","'0","'","'-",
"'P. merkusii","'0","'5-7","'0","'-","'7",
"'P. monophylla §","'0","'2-3","'0","'-","'-",
"'P. monticola","'0","'","'4","'43","'20",
"'","'0","'5-7","'0","'-","'-",
"'P. mugo","'0","'-","'48","'49","'5",
"'P. muricata","'0","'","'48","'49","'-",
"'P. nigra","'0","'-","'24","'46","'>10",
"'","'0","'3-10","'0","'-","'-",
"'P. palustris","'0","'-","'48","'38","'5-10",
"'P. parviflora","'0","'5-15","'0","'-","'-",
"'P. patula","'15-30","'I-2","'48","'46","'21",
"'P. pinaster","'0","'-","'-","'46","'II",
"'","'0","'4-10","'0","'","'-",
,,,,,

'Confidence Scores % (Table Cell)
"'76.90429688","'72.65625000","'72.65625000","'72.65625000","'72.65625000","'72.65625000",
"'76.90429688","'93.55468750","'94.53125000","'96.04492188","'93.84765625","'95.84960938",
"'89.89257813","'89.89257813","'90.82031250","'92.28515625","'90.18554688","'92.08984375",
"'81.34765625","'81.34765625","'82.22656250","'83.49609375","'81.64062500","'83.34960938",
"'89.74609375","'89.74609375","'90.72265625","'92.13867188","'90.03906250","'91.94335938",
"'82.76367188","'82.76367188","'83.69140625","'85.00976563","'83.05664063","'84.81445313",
"'88.47656250","'88.47656250","'89.45312500","'90.82031250","'88.81835938","'90.67382813",
"'89.50195313","'89.50195313","'90.47851563","'91.89453125","'89.84375000","'91.69921875",
"'76.31835938","'76.31835938","'77.14843750","'78.36914063","'76.61132813","'78.22265625",
"'73.97460938","'73.97460938","'74.75585938","'75.92773438","'74.21875000","'75.78125000",
"'76.80664063","'76.80664063","'77.63671875","'78.85742188","'77.05078125","'78.71093750",
"'71.63085938","'71.63085938","'72.41210938","'73.58398438","'71.92382813","'73.43750000",
"'91.65039063","'91.65039063","'92.62695313","'94.09179688","'91.94335938","'93.89648438",
"'89.30664063","'89.30664063","'90.28320313","'91.69921875","'89.64843750","'91.50390625",
"'91.50390625","'91.50390625","'92.48046875","'93.94531250","'91.84570313","'93.75000000",
"'87.01171875","'87.01171875","'87.93945313","'89.30664063","'87.30468750","'89.16015625",
"'90.96679688","'90.96679688","'91.94335938","'93.40820313","'91.30859375","'93.21289063",
"'82.12890625","'82.12890625","'83.00781250","'84.32617188","'82.42187500","'84.13085938",
"'55.27343750","'55.27343750","'55.85937500","'56.73828125","'55.46875000","'56.64062500",
"'84.17968750","'84.17968750","'85.05859375","'86.42578125","'84.47265625","'86.23046875",
"'59.22851563","'59.22851563","'59.86328125","'60.79101563","'59.42382813","'60.69335938",
"'86.23046875","'86.23046875","'87.20703125","'88.57421875","'86.57226563","'88.37890625",
"'85.69335938","'85.69335938","'86.62109375","'87.98828125","'85.98632813","'87.79296875",
"'68.16406250","'68.16406250","'68.89648438","'69.97070313","'68.40820313","'69.87304688",
"'87.54882813","'87.54882813","'88.47656250","'89.89257813","'87.89062500","'89.69726563",
"'90.67382813","'90.67382813","'91.65039063","'93.06640625","'90.96679688","'92.87109375",
"'89.40429688","'89.40429688","'90.38085938","'91.79687500","'89.74609375","'91.60156250",
"'36.64550781","'36.64550781","'41.87011719","'43.67675781","'43.11523438","'43.40820313",
"'38.86718750","'38.86718750","'41.87011719","'43.67675781","'43.11523438","'43.40820313",
"'62.35351563","'62.35351563","'63.03710938","'64.06250000","'62.59765625","'63.91601563",
"'74.75585938","'74.75585938","'75.53710938","'76.75781250","'75.00000000","'76.61132813",
"'69.53125000","'69.53125000","'70.26367188","'71.38671875","'69.77539063","'71.24023438",
"'82.95898438","'82.95898438","'83.83789063","'85.15625000","'83.25195313","'85.00976563",
"'89.20898438","'89.20898438","'90.18554688","'91.60156250","'89.55078125","'91.40625000",
"'83.88671875","'83.88671875","'84.81445313","'86.13281250","'84.17968750","'85.93750000",
"'89.45312500","'89.45312500","'90.42968750","'91.84570313","'89.79492188","'91.65039063",
"'58.15429688","'58.15429688","'58.78906250","'59.71679688","'58.34960938","'59.57031250",
"'57.76367188","'57.76367188","'58.39843750","'59.32617188","'58.00781250","'59.22851563",
"'88.96484375","'88.96484375","'89.89257813","'91.30859375","'89.25781250","'91.11328125",
"'86.47460938","'86.47460938","'87.40234375","'88.81835938","'86.81640625","'88.62304688",
"'50.73242188","'50.73242188","'51.26953125","'52.09960938","'50.92773438","'52.00195313",
"'54.10156250","'54.10156250","'54.68750000","'55.56640625","'54.29687500","'55.46875000",
"'44.26269531","'51.26953125","'51.85546875","'52.63671875","'51.46484375","'52.53906250",
"'44.26269531","'54.39453125","'54.98046875","'55.85937500","'54.58984375","'55.71289063",
"'82.61718750","'82.61718750","'83.54492188","'84.86328125","'82.91015625","'84.66796875",
"'80.27343750","'80.27343750","'81.15234375","'82.42187500","'80.56640625","'82.27539063",
"'74.46289063","'74.46289063","'75.29296875","'76.46484375","'74.75585938","'76.31835938",
"'66.50390625","'66.50390625","'67.23632813","'68.26171875","'66.74804688","'68.11523438",
"'87.35351563","'87.35351563","'88.33007813","'89.69726563","'87.69531250","'89.50195313",
"'87.50000000","'87.50000000","'88.42773438","'89.84375000","'87.84179688","'89.64843750",
"'69.87304688","'69.87304688","'70.65429688","'71.72851563","'70.11718750","'71.63085938",
"'73.24218750","'73.24218750","'74.02343750","'75.19531250","'73.48632813","'75.04882813",
"'89.89257813","'89.89257813","'90.82031250","'92.28515625","'90.18554688","'92.08984375",
"'82.95898438","'82.95898438","'83.83789063","'85.15625000","'83.25195313","'85.00976563",
"'89.06250000","'89.06250000","'90.03906250","'91.45507813","'89.40429688","'91.25976563",
"'73.63281250","'73.63281250","'74.41406250","'75.58593750","'73.92578125","'75.43945313",
"'87.35351563","'87.35351563","'88.33007813","'89.69726563","'87.69531250","'89.50195313",
