"'Table 5-Pinus, pine: flotation liquids used","'specific gravity to assess cone","'of ripe cones and ripeness*",
"'Species","'Specific gravity of ripe cones","'Flotation liquid t",
"'P. aristata","'0.59-.80","'Kerosene",
"'P. arizonica","'.88-.97","'-",
"'P. contorta var. latifolia","'.43-.89","'-",
"'P. densiflora","'1.10","'-",
"'P. echinata","'.88","'SAE 20 oil #",
"'P. edulis","'.80-.86","'Kerosene",
"'P. elliottii","'","'",
"'var. densa","'<.89","'SAE 20 oil",
"'var. elliottii","'<.95","'SAE 20 oil",
"'P. glabra","'.88","'SAE 20 oil",
"'P. jeffreyi","'.81-.86","'SAE 30 oil",
"'P. lambertiana","'.70-.80","'Kerosene",
"'P. merkusii","'1.00","'-",
"'P. palustris","'.80-.89","'SAE 20 oil",
"'P. ponderosa","'","'",
"'var. ponderosa","'.80-.89","'Kerosene",
"'","'.84-.86","'SAE 30 oil",
"'var. scopulorum","'<.85-.86","'Kerosene",
"'P. radiata","'<1.00","'Water",
"'P. resinosa","'.80-.94","'Kerosene §",
"'P. serotina","'.88","'",
"'P. strobiformis","'.85-.95","'95% ethanol",
"'P. strobus","'.90-.97","'Linseed oil",
"'P. sylvestris","'.88-1.00","'-",
"'P. taeda","'.88-.90","'SAE 20 oil#",
"'P. virginiana","'<1.00","'-",
,,

'Confidence Scores % (Table Cell)
"'91.50390625","'91.50390625","'91.50390625",
"'95.60546875","'94.77539063","'95.65429688",
"'93.79882813","'93.01757813","'93.84765625",
"'89.74609375","'89.01367188","'89.79492188",
"'91.65039063","'90.86914063","'91.69921875",
"'90.77148438","'89.99023438","'90.82031250",
"'91.25976563","'90.47851563","'91.30859375",
"'93.65234375","'92.87109375","'93.70117188",
"'40.45410156","'40.45410156","'40.45410156",
"'53.51562500","'53.02734375","'53.51562500",
"'89.79492188","'89.06250000","'89.84375000",
"'88.52539063","'87.79296875","'88.57421875",
"'92.77343750","'91.94335938","'92.82226563",
"'89.69726563","'88.96484375","'89.74609375",
"'90.38085938","'89.59960938","'90.42968750",
"'91.45507813","'90.67382813","'91.50390625",
"'34.42382813","'34.42382813","'34.42382813",
"'43.94531250","'43.55468750","'43.96972656",
"'74.41406250","'73.77929688","'74.46289063",
"'87.30468750","'86.57226563","'87.35351563",
"'89.50195313","'88.72070313","'89.55078125",
"'89.40429688","'88.62304688","'89.45312500",
"'90.38085938","'89.59960938","'90.42968750",
"'89.11132813","'88.33007813","'89.16015625",
"'91.11328125","'90.33203125","'91.16210938",
"'89.11132813","'88.33007813","'89.16015625",
"'73.92578125","'73.29101563","'73.97460938",
"'88.52539063","'87.79296875","'88.57421875",
