"'Table 9-Pinus, pine: times, stratification at","'recommended 0.5 to 5 °C","'moist seed chilling",
"'","'Seed chilling","'(days)",
"'Species","'Fresh","'Stored",
"'P. muricata","'0","'20-30",
"'P. nigra","'0","'0-60",
"'P. palustris","'0","'0-30",
"'P. parviflora t","'90","'90",
"'P. patula","'60","'60",
"'P. peuce §","'0-60","'60-180",
"'P. pinaster #","'0","'60",
"'P. pinea #","'0","'0",
"'P. ponderosa var. ponderosa","'0","'30-60",
"'var. scopulorum","'0","'0-60",
"'P. pumila","'120-150","'120-150",
"'P. pungens","'0","'0",
"'P. quadrifolia","'0","'0-30",
"'P. radiata","'0-7","'7-20",
"'P. resinosa","'0","'60",
"'P. rigida","'0","'0-30",
"'P. roxburghii","'0","'0",
"'P. sabiniana Il","'60-120","'60-120",
"'P. serotina","'0","'0-30",
"'P. sibirica t","'60-90","'60-90",
"'P. strobiformis","'60-120","'60-120",
"'P. strobus","'30-60","'60",
"'P. sylvestris","'0","'15-90",
"'P. taeda","'30-60","'30-60",
"'P. thunbergiana","'0","'30-60",
"'P. torreyana","'30-90","'30-90",
"'P. virginiana","'0-30","'30",
"'P. wallichiana","'0-15","'15-90",
"'P. washoensis","'60","'60",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
"'91.01562500","'91.01562500","'91.01562500",
"'52.24609375","'83.30078125","'83.30078125",
"'52.24609375","'92.91992188","'94.48242188",
"'93.35937500","'93.31054688","'94.92187500",
"'85.35156250","'85.30273438","'86.81640625",
"'91.25976563","'91.21093750","'92.77343750",
"'90.33203125","'90.28320313","'91.84570313",
"'89.20898438","'89.20898438","'90.72265625",
"'92.04101563","'91.99218750","'93.60351563",
"'91.65039063","'91.60156250","'93.16406250",
"'91.45507813","'91.40625000","'92.96875000",
"'39.37988281","'39.23339844","'41.87011719",
"'87.15820313","'87.10937500","'88.62304688",
"'90.38085938","'90.33203125","'91.89453125",
"'91.25976563","'91.21093750","'92.77343750",
"'89.59960938","'89.55078125","'91.11328125",
"'91.50390625","'91.45507813","'93.01757813",
"'89.55078125","'89.50195313","'91.06445313",
"'90.18554688","'90.13671875","'91.69921875",
"'90.57617188","'90.52734375","'92.08984375",
"'90.96679688","'90.91796875","'92.48046875",
"'91.16210938","'91.11328125","'92.67578125",
"'91.25976563","'91.21093750","'92.77343750",
"'85.79101563","'85.74218750","'87.20703125",
"'88.28125000","'88.23242188","'89.74609375",
"'88.67187500","'88.62304688","'90.13671875",
"'90.47851563","'90.47851563","'91.99218750",
"'88.72070313","'88.67187500","'90.18554688",
"'91.30859375","'91.25976563","'92.82226563",
"'90.33203125","'90.28320313","'91.84570313",
"'90.82031250","'90.77148438","'92.33398438",
"'91.40625000","'91.35742188","'92.91992188",
"'34.91210938","'34.91210938","'34.91210938",
