"'Table 4-Sambucus,","'elder: seed","'yield data","'","'","'","'","'",
"'","'","'","'","'Cleaned","'seeds/weight","'","'",
"'","'Seeds/wt","'of fruit","'Range","'","'Average","'","'",
"'Species","'kg/45 kg","'lbs/100","'Akg","'","'/kg","'","'Samples",
"'S. nigra","'","'","'","'","'","'","'",
"'spp. canadensis","'3.2-8.2","'7-18","'385-713","'175-324","'510","'232","'14",
"'spp. cerulea","'2.7","'6","'257-570","'117-259","'451","'205","'23",
"'S. racemosa var. racemosa","'1.8","'4","'422-829","'192-377","'629","'286","'6",
,,,,,,,

'Confidence Scores % (Table Cell)
"'90.86914063","'90.86914063","'90.86914063","'90.86914063","'90.86914063","'90.86914063","'90.86914063","'90.86914063",
"'56.98242188","'78.32031250","'78.32031250","'84.91210938","'84.91210938","'84.91210938","'84.91210938","'64.16015625",
"'56.98242188","'78.32031250","'78.32031250","'88.42773438","'88.42773438","'86.13281250","'86.13281250","'64.16015625",
"'56.98242188","'77.24609375","'87.20703125","'86.13281250","'91.40625000","'89.40429688","'83.69140625","'64.16015625",
"'43.31054688","'43.31054688","'43.31054688","'43.31054688","'43.31054688","'43.31054688","'43.31054688","'43.31054688",
"'60.74218750","'51.66015625","'58.30078125","'57.56835938","'61.08398438","'59.76562500","'55.95703125","'61.42578125",
"'80.17578125","'68.21289063","'76.95312500","'76.02539063","'80.66406250","'78.90625000","'73.87695313","'81.10351563",
"'91.84570313","'78.12500000","'88.13476563","'87.06054688","'92.38281250","'90.38085938","'84.61914063","'92.87109375",
