"'","'","'","'","'","'","'","'","'","'",
"'","'Germination","'","'test conditions","'","'","'","'","'","'",
"'","'","'Temp","'(C)","'","'Germination","'speed","'Germination","'avg","'Purity",
"'Species","'Medium","'Day","'Night","'Days","'Percent","'Days","'(%)","'Samples","'(%)",
"'S. nigra","'","'","'","'","'","'","'","'","'",
"'ssp. canadensis","'Sand or soil","'30","'20","'60","'32","'16","'63","'7","'80",
"'spp. cerulea","'Sand","'21","'21","'35","'55","'12","'79","'3","'80-90",
"'S. racemosa var. racemosa","'Sand","'30*","'20*","'60","'50","'27","'47","'6","'97",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938",
"'58.98437500","'70.80078125","'70.80078125","'70.80078125","'70.80078125","'43.40820313","'43.40820313","'39.64843750","'39.64843750","'49.51171875",
"'58.98437500","'47.16796875","'47.16796875","'47.16796875","'48.53515625","'43.40820313","'43.40820313","'39.64843750","'39.64843750","'49.51171875",
"'58.98437500","'78.71093750","'77.34375000","'82.22656250","'48.53515625","'83.54492188","'81.68945313","'77.78320313","'82.81250000","'49.51171875",
"'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375","'49.90234375",
"'59.52148438","'56.10351563","'55.12695313","'58.64257813","'56.83593750","'59.57031250","'58.25195313","'55.46875000","'59.03320313","'59.86328125",
"'84.61914063","'79.73632813","'78.36914063","'83.30078125","'80.81054688","'84.66796875","'82.81250000","'78.80859375","'83.93554688","'85.05859375",
"'90.62500000","'85.40039063","'83.93554688","'89.20898438","'86.52343750","'90.67382813","'88.67187500","'84.37500000","'89.89257813","'91.06445313",
