"'93.31054688","'94.43359375","'94.23828125",
"'94.43359375","'95.55664063","'95.31250000",
"'87.40234375","'88.47656250","'88.23242188",
"'91.89453125","'93.01757813","'92.77343750",
"'92.04101563","'93.16406250","'92.91992188",
"'90.33203125","'91.45507813","'91.21093750",
"'90.28320313","'91.40625000","'91.16210938",
"'93.16406250","'94.33593750","'94.09179688",
"'92.91992188","'94.04296875","'93.79882813",
"'93.11523438","'94.28710938","'94.04296875",
"'94.14062500","'95.26367188","'95.01953125",
"'41.50390625","'42.01660156","'41.89453125",
"'39.64843750","'40.13671875","'40.03906250",
"'47.70507813","'48.29101563","'48.16894531",
"'92.67578125","'93.79882813","'93.55468750",
"'93.45703125","'94.58007813","'94.38476563",
"'89.99023438","'91.06445313","'90.82031250",
"'92.67578125","'93.79882813","'93.55468750",
"'92.18750000","'93.31054688","'93.06640625",
"'94.18945313","'95.31250000","'95.06835938",
"'91.21093750","'92.28515625","'92.08984375",
"'95.16601563","'96.33789063","'96.09375000",
