"'","'","'",
"'Species","'Pre-ripe color","'Ripe color",
"'P. albicaulis","'Dark purple","'Dull purple to brown",
"'P. aristata","'Green to brown-purple","'Deep chocolate brown",
"'P. arizonica","'Green","'Green-brown to dull yellowish buff or brown",
"'P. armandii","'Green","'Yellowish brown",
"'P. attenuata","'Greenish brown","'Lustrous tawny yellow to light brown",
"'P. balfouriana","'Deep purple","'Dark brown, red-brown, or russet-brown",
"'P. banksiana","'Green","'Lustrous tawny yellow to brown",
"'P. brutia","'Green","'Yellow to reddish brown",
"'P. canariensis","'Yellow-green","'Nut brown",
"'P. caribaea","'Green","'Yellow-tan, light brown to reddish brown",
"'P. cembra","'Greenish violet","'Purplish brown",
"'P. cembroides","'Green","'Yellowish to reddish brown or lustrous brown",
"'P. clausa","'Green","'Dark yellow-brown",
"'P. contorta var. contorta","'Purple-green","'Lustrous light yellowish brown to yellow-brown",
"'var. latifolia","'Purple-green","'Light brown",
"'var. murrayana","'Purple-green","'Clay brown",
"'P. coulteri","'Green","'Shiny brown to yellowish brown",
"'P. densiflora","'Green","'Dull tawny yellow to brown",
"'P. echinata","'Green","'Green to light brown or dull brown",
"'P. edulis","'Green","'Light yellow-brown",
"'P. elliottii var. densa","'Green","'Brown",
"'var. elliottii","'Green","'Brown-yellow to brown",
"'P. engelmannii","'Brownish purple-green","'Light brown",
"'P. flexilis","'Green","'Lustrous yellowish brown to light brown",
"'P. gerardiana","'Green","'Brown",
"'P. glabra","'Green","'Green",
"'P. halepensis","'Green","'Lustrous yellowish brown or reddish brown",
"'P. heldreichii","'Yellow-green","'Yellowish or light brown to dull brown",
"'P. jeffreyi","'Dark purple to black","'Dull purple to light brown",
"'P. kesiya","'Green","'Bright brown to dark brown",
"'P. koraiensis","'Green","'Yellowish brown",
"'P. lambertiana","'Green","'Lustrous greenish brown to light brown",
"'P. leiophylla var. chihuahuana","'Green","'Light brown",
"'P. merkusii","'Green","'Light brown",
"'P. monophylla","'Green","'Shiny deep russet brown",
"'P. monticola","'Green to purple-black","'Yellowish beige-brown to reddish, dark brown",
"'P. mugo","'Violet purple","'Lustrous tawny yellow to dark brown or cinnamon brown",
"'P. muricata","'Green to purple","'Shiny light chestnut brown",
"'P. nigra","'Yellowish green","'Shiny yellow brown to light brown",
"'P. palustris","'Green","'Green to dull brown",
"'P. patula","'Green","'Yellow ochre to nut brown",
"'P. parviflora","'Yellow-green","'Leathery-woody brownish red to reddish brown",
"'P. peuce","'Green to yellow","'Tawny yellow to light brown",
"'P. pinaster","'Purplish","'Lustrous light brown",
"'P. pinea","'Green","'Shiny nut brown",
"'P. ponderosa","'","'",
"'var. ponderosa","'Green to yellow-green, rarely purple","'Lustrous brownish green or yellow-brown to russet brown",
"'var. scopulorum","'Green","'Purplish brown",
"'P. pumila","'Green to violet-purple","'Dull reddish or yellowish brown",
"'P. pungens","'Deep green to brown","'Lustrous light brown",
"'P. quadrifolia","'Green","'Yellowish or reddish brown",
"'P. radiata","'Green","'Lustrous nut brown to light brown",
"'P. resinosa","'Green","'Purple with reddish-brown scale tips to nut brown",
"'P. rigida","'Green","'Lustrous brown or light yellow-brown",
"'P. roxburghii","'Green to brown","'Light brown",
"'P. sabiniana","'Green to light brown","'Reddish to red-brown or chestnut brown",
,,

'Confidence Scores % (Table Cell)
"'46.48437500","'46.48437500","'46.48437500",
"'93.89648438","'95.01953125","'94.77539063",
"'95.06835938","'96.24023438","'95.99609375",
"'88.91601563","'89.99023438","'89.79492188",
"'93.06640625","'94.18945313","'93.94531250",
"'93.50585938","'94.62890625","'94.43359375",
"'93.84765625","'94.97070313","'94.72656250",
"'92.18750000","'93.31054688","'93.06640625",
"'92.28515625","'93.40820313","'93.16406250",
"'92.82226563","'93.94531250","'93.70117188",
"'94.67773438","'95.84960938","'95.60546875",
"'93.60351563","'94.72656250","'94.53125000",
"'94.87304688","'96.04492188","'95.80078125",
"'94.04296875","'95.16601563","'94.92187500",
"'94.62890625","'95.75195313","'95.50781250",
"'83.30078125","'84.27734375","'84.08203125",
"'59.86328125","'60.59570313","'60.44921875",
"'64.99023438","'65.77148438","'65.62500000",
"'90.77148438","'91.84570313","'91.65039063",
"'91.74804688","'92.87109375","'92.62695313",
"'90.13671875","'91.25976563","'91.01562500",
"'91.84570313","'92.96875000","'92.72460938",
"'40.96679688","'41.45507813","'41.35742188",
"'68.79882813","'69.62890625","'69.48242188",
"'90.82031250","'91.89453125","'91.69921875",
"'92.23632813","'93.35937500","'93.11523438",
"'81.54296875","'82.51953125","'82.32421875",
"'92.13867188","'93.26171875","'93.01757813",
"'91.25976563","'92.33398438","'92.13867188",
"'92.87109375","'93.99414063","'93.75000000",
"'91.06445313","'92.13867188","'91.94335938",
"'91.94335938","'93.06640625","'92.82226563",
"'92.28515625","'93.40820313","'93.16406250",
"'95.16601563","'96.33789063","'96.09375000",
"'41.79687500","'42.28515625","'42.18750000",
"'94.04296875","'95.16601563","'94.92187500",
