"'Table 3-Ceanothus, ceanothus:","'thousands of","'cleaned seeds per","'weight","'","'",
"'","'Range","'","'Average","'","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'Samples",
"'C. americanus","'212-291","'96-132","'247","'112","'5",
"'C. arboreus","'106-110","'48-50","'108","'49","'2",
"'C. cordulatus","'311-396","'141-179","'366","'166","'4",
"'C. crassifolius","'73-143","'33-65","'117","'53","'3",
"'C. cuneatus","'80-123","'36-56","'108","'49","'3",
"'C. cuneatus var. rigidus","'-","'-","'159","'72","'I",
"'C. diversifolius","'","'","'185","'84","'I",
"'C. greggii","'","'","'51","'23","'-",
"'C. impressus","'","'","'245","'111","'I",
"'C. integerrimus","'128-179","'58-81","'154","'70","'2",
"'C. oliganthus","'137-161","'62-73","'148","'67","'2",
"'C. prostratus","'82-98","'37-45","'90","'41","'3",
"'C. sanguineus","'282-291","'128-132","'287","'130","'2",
"'C. sorediatus","'267-269","'121-122","'-","'-","'2",
"'C. thyrsiflorus","'106-400","'48-181","'","'","'",
"'C. velutinus","'135-335","'61-152","'207","'94","'5",
"'","'","'","'","'","'",
,,,,,

'Confidence Scores % (Table Cell)
""'89.30664063","'89.30664063","'89.30664063","'89.30664063","'89.30664063","'89.30664063",
"'72.50976563","'92.38281250","'92.38281250","'89.94140625","'89.94140625","'59.17968750",
"'72.50976563","'90.08789063","'93.31054688","'93.50585938","'87.69531250","'59.17968750",
"'94.38476563","'90.08789063","'93.31054688","'93.50585938","'87.69531250","'93.94531250",
"'85.74218750","'81.88476563","'84.81445313","'85.00976563","'79.68750000","'85.35156250",
"'93.79882813","'89.55078125","'92.77343750","'92.96875000","'87.15820313","'93.35937500",
"'87.64648438","'83.64257813","'86.66992188","'86.81640625","'81.39648438","'87.20703125",
"'94.72656250","'90.42968750","'93.70117188","'93.89648438","'88.03710938","'94.33593750",
"'85.40039063","'81.49414063","'84.42382813","'84.61914063","'79.34570313","'85.00976563",
"'93.60351563","'89.35546875","'92.57812500","'92.77343750","'86.96289063","'93.16406250",
"'83.34960938","'79.58984375","'82.47070313","'82.61718750","'77.44140625","'83.00781250",
"'92.52929688","'88.33007813","'91.55273438","'91.69921875","'85.98632813","'92.13867188",
"'83.15429688","'79.39453125","'82.27539063","'82.42187500","'77.29492188","'82.81250000",
"'93.75000000","'89.50195313","'92.72460938","'92.91992188","'87.10937500","'93.31054688",
"'86.47460938","'82.56835938","'85.54687500","'85.69335938","'80.37109375","'86.08398438",
"'93.11523438","'88.91601563","'92.08984375","'92.28515625","'86.52343750","'92.72460938",
"'86.47460938","'82.56835938","'85.54687500","'85.69335938","'80.37109375","'86.08398438",
"'92.96875000","'88.76953125","'91.94335938","'92.13867188","'86.37695313","'92.57812500",
"'92.57812500","'88.37890625","'91.60156250","'91.74804688","'86.03515625","'92.18750000",
"'39.59960938","'39.59960938","'39.59960938","'39.59960938","'39.59960938","'39.59960938",
