"'SELECTED Scientific name & synonym(s)","'NOT_SELECTED Common name(s)","'NOT_SELECTED Occurrence","'Height at maturity (m)",
"'NOT_SELECTED C. nitida (Engelm.) Sarg. C. viridis var. nitida Engelm.","'shining hawthorn, glossy hawthorn, & shining thorn","'NOT_SELECTED Ohio to Illinois, S to Arkansas","'7-12",
"'NOT_SELECTED C. opaca Hook. & Arn. C. nudiflora Nutt. ex Torr. & Gray","'western mayhaw, apple haw, may, or riverflat hawthorn","'W Florida to Texas, N to Arkansas","'6-10",
"'NOT_SELECTED C. pedicellata Sarg. var. pedicellata C. aulica Sarg.; C. caesa Ashe C. coccinea L. in part","'scarlet hawthorn, Ontario hawthorn","'Maine to Michigan, S to Virginia & Illinois; South Carolina & Florida also","'4-8",
"'NOT_SELECTED C. persimilis Sarg. C. laetifica Sarg.; C. prunifolia Pers.","'plumleaf hawthorn","'New York to Ontario, S to Pennsylvania & Ohio","'7-10",
"'NOT_SELECTED C. phaenopyrum (L.f.) Medik. C. cordata (Mill.) Ait. C. populifolia Walt. C. youngii Sarg.","'Washington hawthorn, Virginia hawthorn, Washington thorn, hedge thorn, red haw","'New Jersey to Missouri, S to Florida, Mississippi & Louisiana","'4-10",
"'NOT_SELECTED C. piperi Britt. C. chrysocarpa Ashe var. piperi (Britt.) Krushke C. columbiana auct. C. columbiana var. columbiana T.J. Howell C. columbiana Howell var. piperi (Britt.) Egglest.","'Columbia hawthorn, Piper hawthorn","'British Columbia, S to Idaho & Oregon","'4-6",
"'NOT_SELECTED C. pruinosa (Wendl. f.) K. Koch C. formosa Sarg. C. georgiana Sarg. C. lecta Sarg.; C. mackenzii Sarg. C. leiophylla Sarg.; C. porteri Britt. C. rugosa (Ashe) Kruschke; C. virella Ashe","'frosted hawthorn, waxy-fruited hawthorn","'Newfoundland to Wisconsin, S to West Virginia & Oklahoma","'2-8",
"'NOT_SELECTED C. pulcherrima Ashe C. flava Ait., not auctt. C. opima Beadle; C. robur Beadle","'beautiful hawthorn","'Florida to Mississippi","'4-8",
"'NOT_SELECTED C. punctata Jacq. C. fastosa Sarg. C. punctata var. aurea Ait. C. verruculosa Sarg.","'dotted hawthorn, flat-topped, thicket, or large-fruited hawthorn","'Quebec to Minnesota & lowa, S to Georgia & Arkansas","'5-10",
"'NOT_SELECTED C. reverchonii Sarg.","'Reverchon hawthorn","'Missouri to Kansas, S to Arkansas & Texas","'I-8",
"'C. rufula Sarg.","'rufous mayhaw","'N Florida, SW Georgia, & SE Alabama","'3-9",
"'C. saligna Greene","'willow hawthorn","'Colorado","'4-6",
"'C. sanguinea Pall.","'Siberian hawthorn","'E Russia & Siberia, S to Mongolia & China","'5-8",
"'C. spathulata Michx. C. microcarpa Lindl.","'littlehip hawthorn, small- fruited or pasture hawthorn","'Virginia to Missouri, S to Florida to Texas","'5-8",
"'NOT_SELECTED C. succulenta Schrad. ex Link C. florifera Sarg.; C. laxiflora Sarg.","'fleshy hawthorn, longspine or succulent hawthorn","'Nova Scotia to Montana, S to North Carolina & Utah","'5-8",
"'NOT_SELECTED C. tracyi Ashe ex Egglest. C. montivaga Sarg.","'Tracy hawthorn, mountain hawthorn","'Texas & NE Mexico","'3-5",
"'NOT_SELECTED C. triflora Chapman","'three-flower hawthorn","'Tennessee, S to Georgia & Louisiana","'4-6",
"'NOT_SELECTED C. uniflora Münchh. C. bisculcata Ashe; C. choriophylla Sarg. C. dawsoniana Sarg.; C. gregalis Beadle","'dwarf haw, one-flowered hawthorn, & dwarf thorn","'New York to Missouri, S to Florida & NE Mexico","'1/2-4",
"'NOT_SELECTED C. viridis L. C. amicalis Sarg. C. ingens Beadle","'green hawthorn, southern or tall hawthorn, green haw, green or southern thorn","'Pennsylvania to Kansas, S to Florida & Texas","'5-12",
,,,

'Confidence Scores % (Table Cell)
""'95.70312500","'94.97070313","'96.14257813","'93.06640625",
"'90.18554688","'89.50195313","'90.57617188","'87.69531250",
"'87.06054688","'86.37695313","'87.45117188","'84.61914063",
"'94.77539063","'94.09179688","'95.21484375","'92.18750000",
"'89.59960938","'88.91601563","'90.03906250","'87.15820313",
"'94.53125000","'93.79882813","'94.92187500","'91.89453125",
"'55.12695313","'54.73632813","'55.37109375","'53.61328125",
"'92.72460938","'91.99218750","'93.11523438","'90.13671875",
"'74.12109375","'73.53515625","'74.46289063","'72.07031250",
"'83.30078125","'82.66601563","'83.64257813","'81.00585938",
"'88.47656250","'87.79296875","'88.86718750","'86.03515625",
"'90.42968750","'89.74609375","'90.82031250","'87.93945313",
"'63.86718750","'63.37890625","'64.16015625","'62.10937500",
"'89.94140625","'89.25781250","'90.33203125","'87.45117188",
"'89.74609375","'89.06250000","'90.13671875","'87.25585938",
"'91.40625000","'90.72265625","'91.84570313","'88.91601563",
"'88.08593750","'87.45117188","'88.47656250","'85.64453125",
"'87.35351563","'86.71875000","'87.79296875","'84.96093750",
"'89.45312500","'88.81835938","'89.89257813","'87.01171875",
"'94.82421875","'94.14062500","'95.26367188","'92.23632813",
