"'Table I-Crataegus, hawthorn: nomenclature,","'occurrence, and heights at maturity","'","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence","'Height at maturity (m)",
"'C. aestivalis (Walt.) Torr. & Gray C. cerasoides Sarg. C. luculenta Sarg.; C. maloides Sarg.","'eastern mayhaw, shining, may, or apple hawthorn","'N Florida & SE Alabama, N to E North Carolina","'3-12",
"'C. X anomala Sarg. (pro sp.) C. arnoldiana Sarg.","'Arnold hawthorn, anomalous hawthorn","'Quebec & New England, S to New York","'5-10",
"'C. berberifolia Torr. & Gray","'barberry hawthorn, bigtree hawthorn","'Virginia to Kansas, S to Georgia & Texas","'5-11",
"'C. brachyacantha Sarg. & Engelm.","'blueberry hawthorn, blue haw, pomette bleu","'Arkansas to Oklahoma, S to Mississippi & Texas; Georgia also","'6-15",
"'C. brainerdii Sarg.","'Brainerd hawthorn","'Quebec to Michigan, S to New England, North Carolina & Ohio","'2-7",
"'NOT_SELECTED C. calpodendron (Ehrh.) Medik. C. calpodendron var. hispidula (Sarg.) Palmer C. fontanesiana (Spach) Steud. C. hispidula Sarg.; C. tomentosa L.","'pear hawthorn, sugar or black hawthorn","'Ontario to Minnesota & Kansas, S to Georgia & Texas","'4-6",
"'NOT_SELECTED C. chrysocarpa Ashe var. chrysocarpa C. brunetiana Sarg. C. doddsii Ramalay; C. faxonii Sarg. C. praecoqua Sarg.; C. praecox Sarg. C. rotundifolia Moench; C. sheridana A. Nelson","'fireberry hawthorn, roundleaf or golden-fruit hawthorn","'Newfoundland to British Columbia, S to North Carolina & New Mexico","'5-10",
"'C. coccinoides Ashe","'Kansas hawthorn, Eggert thorn","'Indiana to Kansas, S to Arkansas & Oklahoma","'4-7",
"'C. crus-galli L. C. acutifolia Sarg.; C. bushii Sarg. C. canbyi Sarg.; C. cherokeensis Sarg. C. mohrii Beadle; C.operata Ashe; C.palmeri Sarg. C. regalis Beadle; C. sabineana Ashe C. salicifolia Medik. C. signata Beadle C. subpilosa Sarg.; C. vallicola Sarg. C. warneri Sarg.","'cockspur hawthorn, Newcastle thorn, hog-apple","'Quebec to Michigan & Kansas, S to Florida & Texas","'5-10",
"'C. dilatata Sarg. C. conspecta Sarg. C. locuples Sarg.","'broadleaf hawthorn, apple-leaf hawthorn","'Quebec to Michigan, S to New York, Kentucky, & Missouri","'4-8",
"'C. douglasii Lindl. C. columbiana Howell","'black hawthorn, Douglas or western black hawthorn, black thornberry","'Alaska to S California, Ontario to Dakotas, S to Michigan & Nevada","'7-12",
"'C. erythropoda Ashe C. cerronis A. Nelson","'cerro, chocolate hawthorn","'Wyoming to Washington, S to New Mexico & Arizona","'2-6",
"'C. flabellata (Spach) Kirchn. C. densiflora Sarg.; C. grayana Egglest.","'fanleaf hawthorn","'Maine to Quebec to Michigan, S to Florida & Louisiana","'4-6",
"'C. flava Ait. C. cullasagensis Ashe","'yellow hawthorn summer haw","'Maryland & West Virginia, S to Florida & Mississippi","'5-8",
"'C. greggiana Egglest.","'Gregg hawthorn","'Texas & NE Mexico","'3-6",
"'C. harbisonii Beadle","'Harbison hawthorn","'Tennessee, S to Georgia & Alabama","'3-8",
"'C. intricata Lange","'thicket hawthorn, entangled or Allegheny hawthorn","'New England to Michigan to Missouri, S to Florida & Alabama","'1-7",
"'C. lacrimata Small","'Pensacola hawthorn, weeping or sandhill hawthorn","'Florida","'3-6",
"'C. laevigata (Poir.) DC. C. oxyacantha L., in part C. oxycanthoides Thuill.","'English hawthorn, English midland or English woodland hawthorn","'Central & W Europe","'2-4",
"'C. marshallii Egglest. C. apiifolia (Marshs.) Michaux","'parsley hawthorn, parsley haw","'Virginia to Illinois, S to Florida & Texas","'2-8",
"'C. mollis (Torr. & Gray) Scheele C. albicans Ashe C. arkansana Sarg. C. brachyphylla Beadle C. cibaria Beadle C. coccinea var. mollis Torr. & Gray C. invisa Sarg.; C. lacera Sarg.; C. limaria Sarg.","'downy hawthorn, summer hawthorn red haw, turkey-apple","'Ontario to the Dakotas, S to Alabama & Texas","'6-12",
"'C. monogyna Jac. C. oxyacantha L. ssp. monogyna (Jacq.) Rouy & Camus","'oneseed hawthorn, single-seed or common hawthorn, may, quickthorn","'Europe, N Africa, & W Asia","'5-12",
,,,

'Confidence Scores % (Table Cell)
""'81.93359375","'81.93359375","'81.93359375","'81.93359375",
"'95.21484375","'94.38476563","'96.67968750","'89.50195313",
"'89.40429688","'88.62304688","'90.77148438","'84.03320313",
"'91.55273438","'90.77148438","'92.96875000","'86.08398438",
"'89.11132813","'88.33007813","'90.47851563","'83.78906250",
"'91.55273438","'90.72265625","'92.91992188","'86.03515625",
"'87.84179688","'87.10937500","'89.16015625","'82.56835938",
"'65.96679688","'65.42968750","'66.99218750","'62.01171875",
"'74.65820313","'74.02343750","'75.83007813","'70.21484375",
"'88.67187500","'87.93945313","'90.03906250","'83.34960938",
"'80.37109375","'79.68750000","'81.59179688","'75.53710938",
"'87.59765625","'86.86523438","'88.91601563","'82.37304688",
"'90.28320313","'89.50195313","'91.65039063","'84.86328125",
"'91.94335938","'91.16210938","'93.35937500","'86.42578125",
"'88.81835938","'88.08593750","'90.18554688","'83.49609375",
"'92.52929688","'91.74804688","'93.89648438","'86.96289063",
"'75.87890625","'75.19531250","'77.00195313","'71.33789063",
"'60.44921875","'59.91210938","'61.32812500","'56.83593750",
"'85.93750000","'85.20507813","'87.25585938","'80.81054688",
"'80.22460938","'79.54101563","'81.44531250","'75.39062500",
"'89.74609375","'88.96484375","'91.06445313","'84.37500000",
"'89.20898438","'88.42773438","'90.57617188","'83.83789063",
"'73.29101563","'72.65625000","'74.41406250","'68.89648438",
"'66.50390625","'65.91796875","'67.48046875","'62.50000000",
