datasetID,study,entered.by,genus,species,variety,woody,crop,source.population,provenance.lat,provenance.long,provenance.altitude,continent,no.indiv.collected,year.collected,year.germination,storage.type,storage.time,storage.humidity,storage.temp,treatment,chill.temp,chill.duration,germ.temp,other.treatment,photoperiod,chemical,chemcial.concent,trt.duration,scarification,scarif.type,soaking,soaked.in,soaking.duration,seed.mass.given,respvar,response,error.type,resp.error,reps,n.per.rep,germ.duration,germ.tim.zero,figure,Notes
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,8.267,,,,,76.538,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,8.267,,,,,83.146,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,8.868,,,,,90.741,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,10.271,,,,,97.349,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,10.872,,,,,104.615,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.072,,,,,111.881,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.473,,,,,118.818,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.273,,,,,125.755,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.273,,,,,132.027,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.473,,,,,139.293,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.673,,,,,146.559,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.074,,,,,154.483,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.874,,,,,160.433,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,167.37,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,174.3,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,181.566,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,188.503,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,195.769,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,202.048,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,209.643,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,216.909,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,223.517,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,230.783,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,238.049,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,244.979,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,25,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.675,,,,,250.929,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,0,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,6.195,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,13.79,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,20.062,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,27.328,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0.454,,,,,34.594,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0.857,,,,,41.202,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,5.091,,,,,49.126,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,7.308,,,,,55.734,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,12.349,,,,,62.006,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,17.188,,,,,68.943,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,18.397,,,,,76.538,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,27.671,,,,,83.146,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,40.171,,,,,90.741,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,45.01,,,,,97.349,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,47.228,,,,,104.615,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,52.671,,,,,111.881,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,63.155,,,,,118.818,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,64.768,,,,,125.755,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,65.978,,,,,132.027,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,73.034,,,,,139.293,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,75.252,,,,,146.559,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,80.494,,,,,154.483,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,81.3,,,,,160.433,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,167.37,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,174.3,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,181.566,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,188.503,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,195.769,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,202.048,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,209.643,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,216.909,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,223.517,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,230.783,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,238.049,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,244.979,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,112,15-May,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,82.913,,,,,250.929,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,0,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,6.195,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0,,,,,13.79,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,0.654,,,,,20.062,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,1.056,,,,,27.328,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,2.264,,,,,34.594,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,2.867,,,,,41.202,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,4.678,,,,,49.126,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,11.318,,,,,55.734,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,10.714,,,,,62.006,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,15.744,,,,,68.943,,figure 1,
chen15,exp1,AZ,Acer,morrisonense,,Y,N,"Tsuifeng, Nanto County, Central Taiwan",24.10555556,121.1869444,2400,Asia,NA,2011,,in liquid nitrogen,7,,-80,cold moist stratification,5,84,20-Oct,second stratification temperature (25/15),12,,,,N,,,,,No,per.germ,20.171,,,,,76.538,,figure 1,
