Baskin Dormancy Database : Species Level Data,,,,,
,,,,,
1,Original Genus,Corrected Genus,Genus_species,Family,Dormancy Class
10302,Pinus,Pinus,Pinus_sabiniana,Pinaceae,PD
10303,Pinus,Pinus,Pinus_sibirica,Pinaceae,PD
10304,Pinus,Pinus,Pinus_smithiana,Pinaceae,ND
10305,Pinus,Pinus,Pinus_strobus,Pinaceae,PD
10306,Pinus,Pinus,Pinus_strobus var. chiapensis,Pinaceae,PD
10307,Pinus,Pinus,Pinus_sylvestris,Pinaceae,ND
10308,Pinus,Pinus,Pinus_sylvestris var. mongolica,Pinaceae,PD
10309,Pinus,Pinus,Pinus_taeda,Pinaceae,PD
10310,Pinus,Pinus,Pinus_tecunumanii,Pinaceae,ND
10311,Pinus,Pinus,Pinus_thunbergii,Pinaceae,PD
10312,Pinus,Pinus,Pinus_tropicalis,Pinaceae,PD
10313,Pinus,Pinus,Pinus_wallichiana,Pinaceae,PD
10314,Pseudotsuga,Pseudotsuga,Pseudotsuga_menziesii,Pinaceae,PD
10315,Pseudotsuga,Pseudotsuga,Pseudotsuga_menziesii,Pinaceae,PD
10316,Tsuga,Tsuga,Tsuga_canadensis,Pinaceae,PD
10317,Tsuga,Tsuga,Tsuga_dumosa,Pinaceae,PD
10318,Tsuga,Tsuga,Tsuga_heterophylla,Pinaceae,PD
10319,Tsuga,Tsuga,Tsuga_heterophyllad,Pinaceae,PD
10320,Tsuga,Tsuga,Tsuga_mertensiana,Pinaceae,PD
10321,Macropiper,Macropiper,Macropiper_excelsum,Piperaceae,ND
10322,Micropiper,Macropiper,Micropiper_excelsum,Piperaceae,MPD
10323,Peperomia,Peperomia,Peperomia_latifolia,Piperaceae,ND
10324,Peperomia,Peperomia,Peperomia_latifolia,Piperaceae,PD
10325,Peperomia,Peperomia,Peperomia_leptostachya,Piperaceae,PD
10326,Peperomia,Peperomia,Peperomia_membranacea,Piperaceae,PD
10327,Peperomia,Peperomia,Peperomia_tetraphylla,Piperaceae,ND
10328,Peperomia,Peperomia,Peperomia_tetraphylla,Piperaceae,PD
10329,Piper,Piper,Piper_aduncum,Piperaceae,MPD
10330,Piper,Piper,Piper_argyrophyllum,Piperaceae,ND
10331,Piper,Piper,Piper_attenuatum,Piperaceae,PD
10332,Piper,Piper,Piper_dilatatum,Piperaceae,MD
10333,Piper,Piper,Piper_dilatatum,Piperaceae,ND
10334,Piper,Piper,Piper_galeatum,Piperaceae,ND
10335,Piper,Piper,Piper_guineense,Piperaceae,ND
10336,Piper,Piper,Piper_hispidum,Piperaceae,MD
10337,Piper,Piper,Piper_marginatum,Piperaceae,MPD
10338,Piper,Piper,Piper_mullesua,Piperaceae,PD
10339,Piper,Piper,Piper_nigrum,Piperaceae,PD
10340,Piper,Piper,Piper_peltatum,Piperaceae,MD
10341,Piper,Piper,Piper_peltatum,Piperaceae,ND
10342,Piper,Piper,Piper_trichostachyon,Piperaceae,ND
10343,Billardiera,Billardiera,Billardiera_bicolor,Pittosporaceae,MPD
10344,Billardiera,Billardiera,Billardiera_floribunda,Pittosporaceae,MPD
10345,Billardiera,Billardiera,Billardiera_granulatus,Pittosporaceae,MPD
10346,Billardiera,Billardiera,Billardiera_latifolia,Pittosporaceae,MPD
10347,Billardiera,Billardiera,Billardiera_mollis,Pittosporaceae,MPD
10348,Billardiera,Billardiera,Billardiera_variifolia,Pittosporaceae,MPD
10349,Billardiera,Billardiera,Billardiera_variifolia,Pittosporaceae,MPD
10350,Bursaria,Bursaria,Bursaria_spinosa,Pittosporaceae,PD
10351,Cheiranthera,Cheiranthera,Cheiranthera_filifolia,Pittosporaceae,MPD
10352,Cheiranthera,Cheiranthera,Cheiranthera_preissiana,Pittosporaceae,MPD
10353,Cheiranthera,Cheiranthera,Cheiranthera_preissiana,Pittosporaceae,MPD
10354,Pittosporum,Pittosporum,Pittosporum_crassifolium,Pittosporaceae,MPD
10355,Pittosporum,Pittosporum,Pittosporum_eriocarpus,Pittosporaceae,MPD
10356,Pittosporum,Pittosporum,Pittosporum_eugenioides,Pittosporaceae,MPD
10357,Pittosporum,Pittosporum,Pittosporum_eugenioides,Pittosporaceae,MPD
10358,Pittosporum,Pittosporum,Pittosporum_ferrugineum,Pittosporaceae,MPD
10359,Pittosporum,Pittosporum,Pittosporum_flocculosum,Pittosporaceae,MPD
10360,Pittosporum,Pittosporum,Pittosporum_floribundum,Pittosporaceae,MD
10361,Pittosporum,Pittosporum,Pittosporum_hawaiiense,Pittosporaceae,MPD
10362,Pittosporum,Pittosporum,Pittosporum_melanospermum,Pittosporaceae,MPD
10363,Pittosporum,Pittosporum,Pittosporum_nepaulense,Pittosporaceae,MPD
10364,Pittosporum,Pittosporum,Pittosporum_obcordatum,Pittosporaceae,MPD
10365,Pittosporum,Pittosporum,Pittosporum_phylliraeoides,Pittosporaceae,MPD
10366,Pittosporum,Pittosporum,Pittosporum_phyllyraeoides,Pittosporaceae,MPD
10367,Pittosporum,Pittosporum,Pittosporum_resiniferum,Pittosporaceae,MPD
10368,Pittosporum,Pittosporum,Pittosporum_rubiginosum,Pittosporaceae,MD
10369,Pittosporum,Pittosporum,Pittosporum_tenuifolium,Pittosporaceae,MPD
10370,Pittosporum,Pittosporum,Pittosporum_tobira,Pittosporaceae,MPD
10371,Pittosporum,Pittosporum,Pittosporum_venulosum,Pittosporaceae,MPD
10372,Sollya,Sollya,Sollya_heterophylla,Pittosporaceae,MPD
10373,Bacopa,Bacopa,Bacopa_acuminata,Plantaginaceae,PD
10374,Besseya,Besseya,Besseya_wyomingensis,Plantaginaceae,PD
10375,Callitriche,Callitriche,Callitriche_longi-pedunculata,Plantaginaceae,PD
10376,Chaenorhinum,Chaenorhinum,Chaenorhinum_minus,Plantaginaceae,PD
10377,Chelone,Chelone,Chelone_lyonii,Plantaginaceae,PD
10378,Collinsia,Collinsia,Collinsia_parryi,Plantaginaceae,PD
10379,Collinsia,Collinsia,Collinsia_verna,Plantaginaceae,PD
10380,Digitalis,Digitalis,Digitalis_mariana,Plantaginaceae,PD
10381,Digitalis,Digitalis,Digitalis_purpurea,Plantaginaceae,ND
10382,Gratiola,Gratiola,Gratiola_aurea,Plantaginaceae,PD
10383,Gratiola,Gratiola,Gratiola_neglecta,Plantaginaceae,PD
10384,Gratiola,Gratiola,Gratiola_peruviana,Plantaginaceae,ND
10385,Gratiola,Gratiola,Gratiola_virginica,Plantaginaceae,PD
10386,Gratiola,Gratiola,Gratiola_viscidula,Plantaginaceae,PD
10387,Hebe,Hebe,Hebe_coarctata,Plantaginaceae,PD
10388,Hebe,Hebe,Hebe_cupressoides,Plantaginaceae,ND
10389,Hebe,Hebe,Hebe_cupressoides,Plantaginaceae,ND
10390,Hebe,Hebe,Hebe_decumbens,Plantaginaceae,PD
10391,Hebe,Hebe,Hebe_diosmifolia,Plantaginaceae,ND
10392,Hebe,Hebe,Hebe_hulkeana,Plantaginaceae,ND
10393,Hebe,Hebe,Hebe_lavaudiana,Plantaginaceae,ND
10394,Hebe,Hebe,Hebe_pauciramosa,Plantaginaceae,PD
10395,Hebe,Hebe,Hebe_pinguifolia,Plantaginaceae,ND
10396,Hebe,Hebe,Hebe_raoulii,Plantaginaceae,ND
10397,Hebe,Hebe,Hebe_salcifolia,Plantaginaceae,ND
10398,Hebe,Hebe,Hebe_speciosa,Plantaginaceae,ND
10399,Hebe,Hebe,Hebe_stricta,Plantaginaceae,PD
10400,Hebe,Hebe,Hebe_strictissima,Plantaginaceae,ND
10401,Hebe,Hebe,Hebe_traversii,Plantaginaceae,ND
10402,Hippuris,Hippuris,Hippuris_vulgaris,Plantaginaceae,PD
10403,Keckiella,Keckiella,Keckiella_breviflora,Plantaginaceae,PD
10404,Kickxia,Kickxia,Kickxia_elatine,Plantaginaceae,PD
10405,Kickxia,Kickxia,Kickxia_spuria,Plantaginaceae,PD
10406,Leucospora,Leucospora,Leucospora_multifida,Plantaginaceae,PD
10407,Linaria,Linaria,Linaria_dalmatica,Plantaginaceae,PD
10408,Linaria,Linaria,Linaria_hirta,Plantaginaceae,PD
10409,Linaria,Linaria,Linaria_loeselii,Plantaginaceae,PD
10410,Linaria,Linaria,Linaria_maroccana,Plantaginaceae,PD
10411,Linaria,Linaria,Linaria_purpurea,Plantaginaceae,PD
10412,Linaria,Linaria,Linaria_vulgaris,Plantaginaceae,PD
10413,Linaria,Linaria,Linaria_vulgaris,Plantaginaceae,PD
10414,Littorella,Littorella,Littorella_uniflora,Plantaginaceae,PD
10415,Penstemon,Penstemon,Penstemon_ambiguus,Plantaginaceae,PD
10416,Penstemon,Penstemon,Penstemon_angustifolius,Plantaginaceae,PD
10417,Penstemon,Penstemon,Penstemon_barbatus,Plantaginaceae,PD
10418,Penstemon,Penstemon,Penstemon_barbatus,Plantaginaceae,PD
10419,Penstemon,Penstemon,Penstemon_clutei,Plantaginaceae,PD
10420,Penstemon,Penstemon,Penstemon_cyananthus,Plantaginaceae,PD
10421,Penstemon,Penstemon,Penstemon_cyananthus,Plantaginaceae,PD
10422,Penstemon,Penstemon,Penstemon_cyanocaulis,Plantaginaceae,PD
10423,Penstemon,Penstemon,Penstemon_davidsonii,Plantaginaceae,PD
10424,Penstemon,Penstemon,Penstemon_digitalis,Plantaginaceae,PD
10425,Penstemon,Penstemon,Penstemon_eatonii,Plantaginaceae,PD
10426,Penstemon,Penstemon,Penstemon_eatonii,Plantaginaceae,PD
10427,Penstemon,Penstemon,Penstemon_fremontii,Plantaginaceae,PD
10428,Penstemon,Penstemon,Penstemon_gracilis,Plantaginaceae,PD
10429,Penstemon,Penstemon,Penstemon_grandiflorus,Plantaginaceae,PD
10430,Penstemon,Penstemon,Penstemon_heterodoxus,Plantaginaceae,PD
10431,Penstemon,Penstemon,Penstemon_hirsutus,Plantaginaceae,PD
10432,Penstemon,Penstemon,Penstemon_humilis,Plantaginaceae,PD
10433,Penstemon,Penstemon,Penstemon_labrosus,Plantaginaceae,PD
10434,Penstemon,Penstemon,Penstemon_latetus,Plantaginaceae,PD
10435,Penstemon,Penstemon,Penstemon_leiophyllus,Plantaginaceae,PD
10436,Penstemon,Penstemon,Penstemon_leonardii,Plantaginaceae,PD
10437,Penstemon,Penstemon,Penstemon_newberryi,Plantaginaceae,PD
10438,Penstemon,Penstemon,Penstemon_palmeri,Plantaginaceae,PD
10439,Penstemon,Penstemon,Penstemon_parryi,Plantaginaceae,PD
10440,Penstemon,Penstemon,Penstemon_platyphyllus,Plantaginaceae,PD
10441,Penstemon,Penstemon,Penstemon_rostriflorus,Plantaginaceae,PD
10442,Penstemon,Penstemon,Penstemon_rostriflorus,Plantaginaceae,PD
10443,Penstemon,Penstemon,Penstemon_rydbergii,Plantaginaceae,PD
10444,Penstemon,Penstemon,Penstemon_sepalulus,Plantaginaceae,PD
10445,Penstemon,Penstemon,Penstemon_sepalulus,Plantaginaceae,PD
10446,Penstemon,Penstemon,Penstemon_spectabilis,Plantaginaceae,PD
10447,Penstemon,Penstemon,Penstemon_strictus,Plantaginaceae,PD
10448,Penstemon,Penstemon,Penstemon_subglaber,Plantaginaceae,PD
10449,Plantago,Plantago,Plantago_albicans,Plantaginaceae,PD
10450,Plantago,Plantago,Plantago_albicans,Plantaginaceae,PD
10451,Plantago,Plantago,Plantago_aristata,Plantaginaceae,PD
10452,Plantago,Plantago,Plantago_asiatica,Plantaginaceae,PD
10453,Plantago,Plantago,Plantago_cordata,Plantaginaceae,ND
10454,Plantago,Plantago,Plantago_cordata,Plantaginaceae,ND
10455,Plantago,Plantago,Plantago_coronopus,Plantaginaceae,PD
10456,Plantago,Plantago,Plantago_coronopus,Plantaginaceae,PD
10457,Plantago,Plantago,Plantago_crassifolia,Plantaginaceae,PD
10458,Plantago,Plantago,Plantago_cunninghamii,Plantaginaceae,ND
10459,Plantago,Plantago,Plantago_depressa,Plantaginaceae,PD
10460,Plantago,Plantago,Plantago_depressa,Plantaginaceae,PD
10461,Plantago,Plantago,Plantago_fastigiata,Plantaginaceae,PD
10462,Plantago,Plantago,Plantago_fernandezia,Plantaginaceae,ND
10463,Plantago,Plantago,Plantago_lanceolata,Plantaginaceae,PD
10464,Plantago,Plantago,Plantago_lessingii,Plantaginaceae,PD
10465,Plantago,Plantago,Plantago_macrorrhiza,Plantaginaceae,PD
10466,Plantago,Plantago,Plantago_major,Plantaginaceae,PD
10467,Plantago,Plantago,Plantago_maritima,Plantaginaceae,PD
10468,Plantago,Plantago,Plantago_media,Plantaginaceae,PD
10469,Plantago,Plantago,Plantago_notata,Plantaginaceae,PD
10470,Plantago,Plantago,Plantago_notata,Plantaginaceae,PD
10471,Plantago,Plantago,Plantago_ovata,Plantaginaceae,PD
10472,Plantago,Plantago,Plantago_patagonica,Plantaginaceae,PD
10473,Plantago,Plantago,Plantago_princepes,Plantaginaceae,PD
10474,Plantago,Plantago,Plantago_purshii,Plantaginaceae,PD
10475,Plantago,Plantago,Plantago_purshii,Plantaginaceae,PD
10476,Plantago,Plantago,Plantago_virginica,Plantaginaceae,PD
10477,Plantago,Plantago,Plantago_virginica,Plantaginaceae,PD
10478,Pseudolysimachion,Pseudolysimachion,Pseudolysimachion_longifolium,Plantaginaceae,PD
10479,Scoparia,Scoparia,Scoparia_dulcis,Plantaginaceae,ND
10480,Scrofella,Scrofella,Scrofella_chinensis,Plantaginaceae,PD
10481,Veronica,Veronica,Veronica_americana,Plantaginaceae,PD
10482,Veronica,Veronica,Veronica_anagallis-aquatica,Plantaginaceae,PD
10483,Veronica,Veronica,Veronica_anagallis-aquatica,Plantaginaceae,PD
10484,Veronica,Veronica,Veronica_arvensis,Plantaginaceae,PD
10485,Veronica,Veronica,Veronica_biloba,Plantaginaceae,ND
10486,Veronica,Veronica,Veronica_ciliata,Plantaginaceae,PD
10487,Veronica,Veronica,Veronica_dillenii,Plantaginaceae,PD
10488,Veronica,Veronica,Veronica_eriogyne,Plantaginaceae,PD
10489,Veronica,Veronica,Veronica_hederifolia,Plantaginaceae,PD
10490,Veronica,Veronica,Veronica_officinale,Plantaginaceae,PD
10491,Veronica,Veronica,Veronica_officinalis,Plantaginaceae,PD
10492,Veronica,Veronica,Veronica_peregrina,Plantaginaceae,PD
10493,Veronica,Veronica,Veronica_persica,Plantaginaceae,PD
10494,Veronica,Veronica,Veronica_plebeia,Plantaginaceae,PD
10495,Veronica,Veronica,Veronica_rockii,Plantaginaceae,PD
10496,Veronica,Veronica,Veronica_szechuanica,Plantaginaceae,PD
10497,Veronicastrum,Veronicastrum,Veronicastrum_virginicum,Plantaginaceae,PD
10498,Wulfenia,Wulfenia,Wulfenia_bullii,Plantaginaceae,PD
10499,Platanus,Platanus,Platanus_mexicana,Platanaceae,ND
10500,Platanus,Platanus,Platanus_occidentalis,Platanaceae,ND
10501,Platanus,Platanus,Platanus_wrightii,Platanaceae,ND
10502,Aegialitis,Aegialitis,Aegialitis_rotundifoliacr,Plumbaginaceae,ND
10503,Armeria,Armeria,Armeria_linkiana,Plumbaginaceae,PD
10504,Armeria,Armeria,Armeria_maritima,Plumbaginaceae,PD
10505,Goniolimon,Goniolimon,Goniolimon_speciosum,Plumbaginaceae,PD
10506,Limonium,Limonium,Limonium_axillare,Plumbaginaceae,ND
10507,Limonium,Limonium,Limonium_axillare,Plumbaginaceae,PD
10508,Limonium,Limonium,Limonium_carolinianum,Plumbaginaceae,ND
10509,Limonium,Limonium,Limonium_dichotomum,Plumbaginaceae,PD
10510,Limonium,Limonium,Limonium_nashii,Plumbaginaceae,PD
10511,Limonium,Limonium,Limonium_vulgare,Plumbaginaceae,PD
10512,Plumbagella,Plumbagella,Plumbagella_micrantha,Plumbaginaceae,PD
10513,Plumbago,Plumbago,Plumbago_zeylanica,Plumbaginaceae,PD
10514,Achnatherum,Achnatherum,Achnatherum_extremiorientale,Poaceae,PD
10515,Achnatherum,Achnatherum,Achnatherum_inebrians,Poaceae,ND
10516,Achnatherum,Achnatherum,Achnatherum_inebrians,Poaceae,ND
10517,Achnatherum,Achnatherum,Achnatherum_psilantherum,Poaceae,ND
10518,Achnatherum,Achnatherum,Achnatherum_robustum,Poaceae,ND
10519,Achnatherum,Achnatherum,Achnatherum_sibiricum,Poaceae,PD
10520,Achnatherum,Achnatherum,Achnatherum_splendens,Poaceae,PD
10521,Achnatherum,Achnatherum,Achnatherum_splendens,Poaceae,PD
10522,Actinocladum,Actinocladum,Actinocladum_verticillatum,Poaceae,PD
10523,Actinocladum,Actinocladum,Actinocladum_verticillatum,Poaceae,PD
10524,Aegilops,Aegilops,Aegilops_cylindrica,Poaceae,PD
10525,Aegilops,Aegilops,Aegilops_cylindrica,Poaceae,PD
10526,Aegilops,Aegilops,Aegilops_geniculatua,Poaceae,PD
10527,Aegilops,Aegilops,Aegilops_sharenensis,Poaceae,PD
10528,Aeluropus,Aeluropus,Aeluropus_lagopoides,Poaceae,PD
10529,Agostis,Agrostis,Agostis_stolonifera,Poaceae,PD
10530,Agropyron,Agropyron,Agropyron_caninum,Poaceae,ND
10531,Agropyron,Agropyron,Agropyron_cristatum,Poaceae,PD
10532,Agropyron,Agropyron,Agropyron_cristatum,Poaceae,PD
10533,Agropyron,Agropyron,Agropyron_repens,Poaceae,ND
10534,Agropyron,Agropyron,Agropyron_spicatum,Poaceae,PD
10535,Agropyron,Agropyron,Agropyron_tenerum,Poaceae,PD
10536,Agropyron,Agropyron,Agropyron_trachycaulon,Poaceae,PD
10537,Agrostis,Agrostis,Agrostis_gigantea,Poaceae,PD
10538,Agrostis,Agrostis,Agrostis_hugoniana,Poaceae,PD
10539,Agrostis,Agrostis,Agrostis_micrantha,Poaceae,PD
10540,Agrostis,Agrostis,Agrostis_perlaxa,Poaceae,PD
10541,Agrostis,Agrostis,Agrostis_tenuis,Poaceae,PD
10542,Agrostis,Agrostis,Agrostis_vinealis,Poaceae,ND
10543,Aira,Aira,Aira_caryophyllea,Poaceae,PD
10544,Aira,Aira,Aira_praecox,Poaceae,PD
10545,Aira,Aira,Aira_praecox,Poaceae,PD
10546,Alloteropsis,Alloteropsis,Alloteropsis_semialata,Poaceae,PD
10547,Alopecurus,Alopecurus,Alopecurus_carolinianus,Poaceae,PD
10548,Alopecurus,Alopecurus,Alopecurus_geniculatus,Poaceae,PD
10549,Alopecurus,Alopecurus,Alopecurus_myosuroides,Poaceae,PD
10550,Alopecurus,Alopecurus,Alopecurus_pratensis,Poaceae,PD
10551,Ammochloa,Ammochloa,Ammochloa_palaestina,Poaceae,PD
10552,Ammophila,Ammophila,Ammophila_arenaria,Poaceae,PD
10553,Ammophila,Ammophila,Ammophila_breviligulata,Poaceae,PD
10554,Amphipogon,Amphipogon,Amphipogon_amphipogonoides,Poaceae,PD
10555,Andropogon,Andropogon,Andropogon_bicornus,Poaceae,PD
10556,Andropogon,Andropogon,Andropogon_gayanus,Poaceae,PD
10557,Andropogon,Andropogon,Andropogon_gayanus,Poaceae,PD
10558,Andropogon,Andropogon,Andropogon_gerardii,Poaceae,PD
10559,Andropogon,Andropogon,Andropogon_glomeratus,Poaceae,PD
10560,Andropogon,Andropogon,Andropogon_selloanus,Poaceae,PD
10561,Andropogon,Andropogon,Andropogon_semiberbis,Poaceae,PD
10562,Andropogon,Andropogon,Andropogon_virginicus,Poaceae,PD
10563,Apera,Apera,Apera_spica-venti,Poaceae,PD
10564,Aristida,Aristida,Aristida_armata,Poaceae,PD
10565,Aristida,Aristida,Aristida_beyrichiana,Poaceae,PD
10566,Aristida,Aristida,Aristida_congesta,Poaceae,PD
10567,Aristida,Aristida,Aristida_contorta,Poaceae,PD
10568,Aristida,Aristida,Aristida_gibbosa,Poaceae,PD
10569,Aristida,Aristida,Aristida_holathera,Poaceae,PD
10570,Aristida,Aristida,Aristida_latifolia,Poaceae,PD
10571,Aristida,Aristida,Aristida_longespica,Poaceae,PD
10572,Aristida,Aristida,Aristida_mendocina,Poaceae,ND
10573,Aristida,Aristida,Aristida_ramosa,Poaceae,PD
10574,Aristida,Aristida,Aristida_ramosa,Poaceae,PD
10575,Aristida,Aristida,Aristida_recurvata,Poaceae,PD
10576,Aristida,Aristida,Aristida_stipitata,Poaceae,PD
10577,Aristida,Aristida,Aristida_torta,Poaceae,PD
10578,Aristida,Aristida,Aristida_triseta,Poaceae,PD
10579,Arundinaria,Arundinaria,Arundinaria_falcata,Poaceae,ND
10580,Arundinaria,Arundinaria,Arundinaria_gigantea,Poaceae,ND
10581,Arundinaria,Arundinaria,Arundinaria_gigantea,Poaceae,PD
10582,Arundinaria,Arundinaria,Arundinaria_intermedia,Poaceae,ND
10583,Astrebla,Astrebla,Astrebla_lappacea,Poaceae,PD
10584,Astrebla,Astrebla,Astrebla_pectinata,Poaceae,PD
10585,Atropis,Puccinellia,Atropis_pamtrica,Poaceae,PD
10586,Austrodanthonia,Rytidosperma,Austrodanthonia_caespitosa,Poaceae,PD
10587,Austrodanthonia,Rytidosperma,Austrodanthonia_tenuior,Poaceae,ND
10588,Austrodanthonia,Rytidosperma,Austrodanthonia_tenuior,Poaceae,PD
10589,Austrostipa,Austrostipa,Austrostipa_compressa,Poaceae,PD
10590,Austrostipa,Austrostipa,Austrostipa_elegantissima,Poaceae,ND
10591,Austrostipa,Austrostipa,Austrostipa_macalpinei,Poaceae,PD
10592,Austrostipa,Austrostipa,Austrostipa_rudis,Poaceae,PD
10593,Austrostipa,Austrostipa,Austrostipa_scabra,Poaceae,PD
10594,Austrostipa,Austrostipa,Austrostipa_setacea,Poaceae,PD
10595,Avena,Avena,Avena_fatua,Poaceae,ND
10596,Avena,Avena,Avena_fatua,Poaceae,PD
10597,Axonopus,Axonopus,Axonopus_barbigerus,Poaceae,PD
10598,Axonopus,Axonopus,Axonopus_canescens,Poaceae,PD
10599,Bambusa,Bambusa,Bambusa_arnhemica,Poaceae,ND
10600,Bambusa,Bambusa,Bambusa_arundinacea,Poaceae,ND
10601,Bambusa,Bambusa,Bambusa_glaucescens,Poaceae,ND
10602,Bambusa,Bambusa,Bambusa_polymorpha,Poaceae,ND
10603,Bambusa,Bambusa,Bambusa_tulda,Poaceae,ND
10604,Bambusa,Bambusa,Bambusa_tulda,Poaceae,ND
10605,Beckmannia,Beckmannia,Beckmannia_laguroidesd,Poaceae,PD
10606,Beckmannia,Beckmannia,Beckmannia_syzigachne,Poaceae,PD
10607,Beckmannia,Beckmannia,Beckmannia_syzigachne,Poaceae,PD
10608,Bothriochloa,Bothriochloa,Bothriochloa_barbinodis,Poaceae,PD
10609,Bothriochloa,Bothriochloa,Bothriochloa_biloba,Poaceae,PD
10610,Bothriochloa,Bothriochloa,Bothriochloa_decipiens,Poaceae,PD
10611,Bothriochloa,Bothriochloa,Bothriochloa_ewartiana,Poaceae,PD
10612,Bothriochloa,Bothriochloa,Bothriochloa_intermedia,Poaceae,PD
10613,Bothriochloa,Bothriochloa,Bothriochloa_macra,Poaceae,ND
10614,Bothriochloa,Bothriochloa,Bothriochloa_macra,Poaceae,PD
10615,Bothriochloa,Bothriochloa,Bothriochloa_macra,Poaceae,PD
10616,Bothriochloa,Bothriochloa,Bothriochloa_pertusa,Poaceae,PD
10617,Bothriochloa,Bothriochloa,Bothriochloa_pertusa,Poaceae,PD
10618,Bouteloua,Bouteloua,Bouteloua_barbata,Poaceae,PD
10619,Bouteloua,Bouteloua,Bouteloua_curtipendula,Poaceae,PD
10620,Bouteloua,Bouteloua,Bouteloua_hirsuta,Poaceae,PD
10621,Brachiaria,Brachiaria,Brachiaria_brizantha,Poaceae,PD
10622,Brachiaria,Brachiaria,Brachiaria_decumbens,Poaceae,PD
10623,Brachiaria,Brachiaria,Brachiaria_dictyoneura,Poaceae,PD
10624,Brachiaria,Brachiaria,Brachiaria_humidicola,Poaceae,PD
10625,Brachiaria,Brachiaria,Brachiaria_platyphylla,Poaceae,PD
10626,Brachiaria,Brachiaria,Brachiaria_ruziziensis,Poaceae,PD
10627,Brachiaria,Brachiaria,Brachiaria_subquadripara,Poaceae,PD
10628,Brachypodium,Brachypodium,Brachypodium_distachyma,Poaceae,PD
10629,Brachypodium,Brachypodium,Brachypodium_pinnatum,Poaceae,PD
10630,Brachypodium,Brachypodium,Brachypodium_pinnatum,Poaceae,PD
10631,Brachypodium,Brachypodium,Brachypodium_sylvaticum,Poaceae,PD
10632,Brachypodium,Brachypodium,Brachypodium_sylvaticum,Poaceae,PD
10633,Briza,Briza,Briza_media,Poaceae,ND
10634,Briza,Briza,Briza_media,Poaceae,PD
10635,Briza,Briza,Briza_subaristata,Poaceae,PD
10636,Bromus,Bromus,Bromus_catharticus,Poaceae,PD
10637,Bromus,Bromus,Bromus_ciliatus,Poaceae,ND
10638,Bromus,Bromus,Bromus_ciliatus,Poaceae,PD
10639,Bromus,Bromus,Bromus_commutatus,Poaceae,ND
10640,Bromus,Bromus,Bromus_dantoniae,Poaceae,PD
10641,Bromus,Bromus,Bromus_diandrus,Poaceae,ND
10642,Bromus,Bromus,Bromus_diandrus,Poaceae,PD
10643,Bromus,Bromus,Bromus_fasciculatus,Poaceae,PD
10644,Bromus,Bromus,Bromus_inermis,Poaceae,ND
10645,Bromus,Bromus,Bromus_japonica,Poaceae,ND
10646,Bromus,Bromus,Bromus_japonicus,Poaceae,PD
10647,Bromus,Bromus,Bromus_kalmii,Poaceae,PD
10648,Bromus,Bromus,Bromus_magnus,Poaceae,PD
10649,Bromus,Bromus,Bromus_racemosus,Poaceae,ND
10650,Bromus,Bromus,Bromus_rigidus,Poaceae,PD
10651,Bromus,Bromus,Bromus_rigidus,Poaceae,PD
10652,Bromus,Bromus,Bromus_rubens,Poaceae,PD
10653,Bromus,Bromus,Bromus_secalinus,Poaceae,PD
10654,Bromus,Bromus,Bromus_sinensis,Poaceae,ND
10655,Bromus,Bromus,Bromus_tectorum,Poaceae,PD
10656,Bromus,Bromus,Bromus_tectorum,Poaceae,PD
10657,Bromus,Bromus,Bromus_tectorum,Poaceae,PD
10658,Buchloe,Buchloe,Buchloe_dactyloides,Poaceae,PD
10659,Calamagrostis,Calamagrostis,Calamagrostis_arundinacea,Poaceae,PD
10660,Calamagrostis,Calamagrostis,Calamagrostis_canadensis,Poaceae,PD
10661,Calamagrostis,Calamagrostis,Calamagrostis_epigeios,Poaceae,ND
10662,Calamagrostis,Calamagrostis,Calamagrostis_epigeios,Poaceae,ND
10663,Calamagrostis,Calamagrostis,Calamagrostis_obtusata,Poaceae,PD
10664,Calamagrostis,Calamagrostis,Calamagrostis_pseudophragmites,Poaceae,PD
10665,Calamovilfa,Calamovilfa,Calamovilfa_longifolia,Poaceae,PD
10666,Calamovilfa,Calamovilfa,Calamovilfa_longifolia,Poaceae,PD
10667,Catapodium,Catapodium,Catapodium_rigidum,Poaceae,PD
10668,Cenchrus,Cenchrus,Cenchrus_agrimonioides,Poaceae,PD
10669,Cenchrus,Cenchrus,Cenchrus_biflorus,Poaceae,PD
10670,Cenchrus,Cenchrus,Cenchrus_ciliaris,Poaceae,PD
10671,Cenchrus,Cenchrus,Cenchrus_ciliaris,Poaceae,PD
10672,Cenchrus,Cenchrus,Cenchrus_echinatus,Poaceae,ND
10673,Cenchrus,Cenchrus,Cenchrus_longispinus,Poaceae,PD
10674,Cephalostachyum,Cephalostachyum,Cephalostachyum_capitatum,Poaceae,PD
10675,Chaetotropis,Calamagrostis,Chaetotropis_elongatad,Poaceae,PD
10676,Chasmanthium,Chasmanthium,Chasmanthium_latifolium,Poaceae,PD
10677,Chasmanthium,Chasmanthium,Chasmanthium_latifolium,Poaceae,PD
10678,Chasmanthium,Chasmanthium,Chasmanthium_virgata,Poaceae,ND
10679,Chasmanthium,Chasmanthium,Chasmanthium_virgata,Poaceae,PD
10680,Chloris,Chloris,Chloris_gayana,Poaceae,PD
10681,Chloris,Chloris,Chloris_inflata,Poaceae,ND
