"'Table I-Prosopis, mesquite: nomenclature","'and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'P. glandulosa Torr.","'honey mesquite","'E Texas & Oklahoma to Utah, S California, & N Mexico",
"'P. chilensis var. glandulosa (Torr.) Standl. P. juliflora var. glandulosa (Torr.) Cockerell","'","'",
"'P. juliflora (Sw.) DC.","'mesquite, kiawe (Hawaii)","'Mexico, S to Brazil & Peru",
"'P. pubescens Benth.","'screwbean mesquite, screwbean, tornillo","'Trans-Pecos Texas to Utah & S California",
"'P. veluting Woot. P. juliflora var. velutina (Woot.) Sarg.","'velvet mesquite, mesquite","'SW New Mexico, central Arizona, NW Mexico",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
"'87.59765625","'87.59765625","'87.59765625",
"'87.50000000","'83.88671875","'89.30664063",
"'38.81835938","'40.55175781","'45.60546875",
"'38.96484375","'40.55175781","'45.60546875",
"'53.95507813","'51.75781250","'55.07812500",
"'60.59570313","'58.15429688","'61.86523438",
"'93.01757813","'89.25781250","'94.97070313",
"'49.90234375","'49.90234375","'49.90234375",
