"'Table I-Rhus, sumac; Toxicodendron,","'poison-ivy, etc.; Malosma, laurel-sumac:","'nomenclature and occurrence",
"'Scientific names & synonym(s)","'Common name(s)","'Occurrence",
"'R aromatica Ait. R. canadensis Marsh.","'fragrant sumac, lemon sumac, sweet-scented sumac","'Vermont & Ontario to Minnesota, S to Florida & Louisiana",
"'R choriophyllum Woot. & Standl.","'Mearns sumac","'S New Mexico & Arizona & adjacent Mexico",
"'R copallina L.","'shining sumac, winged sumac, mountain sumac, wing-rib sumac, dwarf sumac","'Maine & Ontario to Minnesota, S to Florida & Texas",
"'R. glabra L. Schmaltzia glabra Small R. borealis Greene","'smooth sumac, scarlet sumac","'Maine to British Columbia, S to Florida & Arizona",
"'R hirta (L.) Sudworth R. typhina L.","'staghorn sumac, velvet sumac","'Quebec to Ontario, S to Georgia, Indiana, & lowa",
"'R integrifolia (Nutt.) Benth. & Hook. f. ex Brewer & S.Wats.","'lemonade sumac, sourberry, lemonade berry","'S California & Baja Californa",
"'R kearneyi Barkl.","'Kearney sumac","'Arizona & N Baja California",
"'R lanceolata (Gray) Britt. R. copallina var. lanceolata Gray","'prairie sumac","'S Oklahoma & E Texas to S New Mexico & adjacent Mexico",
"'R. michauxii Sarg. Schmaltzia michauxii M. Small","'false poison sumac","'North Carolina to Georgia",
"'R microphylla Engelm. ex Gray","'desert sumac, scrub sumac, small-leaf sumac","'SW US & adjacent Mexico",
"'R. ovata S. Wats. R. ovata var. traskiae Barkl.","'sugarbush, sugar sumac","'Arizona, S California, N Baja California",
"'R. trilobata Nutt. Schmaltzia anisophylla Greene S. trilobata var. anisophylla (Greene) Barkl.","'skunkbush, ill-scented sumac","'Illinois to Washington, California, & Texas",
"'R virens Lindheimer ex Gray","'evergreen sumac, tobacco sumac, lentisco","'SW US",
"'RELATED TAXA","'","'",
"'Toxicodendron diversilobum (Torr. & Gray) Greene R. diversiloba Torr. & Gray R. toxicodendron ssp. diversilobum Torr. & A. Gray) Engl.","'poison-oak","'British Columbia to Baja California",
"'T. radicans ssp. radicans (L.) Kuntze R. radicans L.; R. toxicodendron L.","'poison-ivy","'Nova Scotia to Florida, W to Minnesota, Nebraska, & Arkansas",
"'T. vernix (L.) Kuntze R. vernix L.","'poison-sumac, swamp sumac, poison elder","'Swamps, Maine to Minnesota, S to Florida & Louisiana",
"'Malosma laurina (Nutt.) Nutt. ex Abrams R. laurina Nutt.","'laurel-sumac","'S California, Baja California",
,,

'Confidence Scores % (Table Cell)
"'84.76562500","'84.76562500","'84.76562500",
"'92.82226563","'92.23632813","'93.35937500",
"'85.69335938","'85.15625000","'86.18164063",
"'90.72265625","'90.13671875","'91.25976563",
"'95.31250000","'94.67773438","'95.84960938",
"'93.35937500","'92.77343750","'93.89648438",
"'91.65039063","'91.06445313","'92.13867188",
"'92.33398438","'91.69921875","'92.82226563",
"'77.34375000","'76.85546875","'77.78320313",
"'94.38476563","'93.75000000","'94.87304688",
"'92.08984375","'91.50390625","'92.57812500",
"'94.14062500","'93.50585938","'94.62890625",
"'91.69921875","'91.11328125","'92.18750000",
"'95.55664063","'94.92187500","'96.09375000",
"'94.43359375","'93.79882813","'94.92187500",
"'78.46679688","'78.46679688","'78.46679688",
"'72.75390625","'72.31445313","'73.19335938",
"'90.57617188","'89.94140625","'91.06445313",
"'92.08984375","'91.50390625","'92.57812500",
"'89.16015625","'88.57421875","'89.64843750",
