"'Table I-Amelanchier, serviceberry:","'nomenclature and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'A. alnifolia (Nutt.) Nutt. ex M. Roemer Amelanchier carrii Rydb. Aronia alnifolia Nutt.","'Saskatoon serviceberry, juneberry, western shadbush","'W Ontario to Yukon, S to Oregon & Utah, E to Utah, NW lowa",
"'A. alnifolia var. semiintegrifolia (Hook.) C.L. Hitchc. A. florida Lindl.","'Pacific serviceberry, western serviceberry","'Pacific Coast region from Alaska S through W British Columbia, Washington, & NW California",
"'A. arborea (Michx. f.) Fern. A. alabamensis Britton A. arborea var. alabamensis (Britton) N. Jones","'common serviceberry, downy serviceberry, shadblow, serviceberry","'New Brunswick W to Ontario & Minnesota, S to Nebraska & Texas, E to Florida",
"'A. canadensis (L.) Medik. A. lucida Fern. A. canadensis var. subintegra Fern.","'Canadian serviceberry, thicket shadblow, shadbush, thicket serviceberry","'Maine to Pennsylvania & Georgia",
"'A. laevis Wieg. A. arborea var. laevis (Wieg.) Ahles","'Allegheny serviceberry, juneberry, shadbush","'Newfoundland & Quebec to Minnesota, S to Kansas, E to Ohio & Delaware, & in mtns to Georgia & Alabama",
"'A. sanguinea (Pursh) DC.","'roundleaf serviceberry, roundleaf juneberry, shore mtns. shadbush, Huron serviceberry","'Maine & S Quebec to Minnesota, S to lowa & E to New Jersey, mtns. North Carolina",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
""'88.28125000","'88.28125000","'88.28125000",
"'90.96679688","'88.96484375","'91.45507813",
"'93.79882813","'91.74804688","'94.33593750",
"'91.74804688","'89.74609375","'92.28515625",
"'83.30078125","'81.49414063","'83.78906250",
"'82.51953125","'80.66406250","'82.95898438",
"'84.32617188","'82.42187500","'84.76562500",
"'95.36132813","'93.26171875","'95.89843750",
"'47.07031250","'47.07031250","'47.07031250",
