"'Table -Clematis, clematis: nomenclature","'and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'C. columbiana (Nutt.) Torr. & Gray C. verticillaris var. columbiana (Nutt.) Gray","'rock clematis, mountain clematis, purple clematis","'Quebec to Manitoba, S to New England, West Virginia, Ohio,Wisconsin, &",
"'C. drummondii Torr. & Gray","'Drummond clematis, Texas virgin's-bower, graybeard","'NW lowa Central & E Texas, Arizona & in Mexico on dry, well-drained soils",
"'C. flammula L. C. pallasii J. F. Gmel.","'plume clematis","'Mediterranean region to Iran",
"'C. ligusticifolia Nutt. C. brevifolia Howell","'western virgin's-bower, western clematis, traveler's-joy","'British Columbia & North Dakota S to New Mexico & California",
"'C. pauciflora Nutt.","'rope-vine","'California on dry, well-drained sites",
"'C. virginiana L. C. catesbyana Pursh","'eastern virgin's-bower, Virginia virgin's-bower, eastern clematis","'Maine to Georgia to Louisiana to Kansas in low woods & along streambanks",
"'C. vitalba L.","'traveler's-joy, old-man's-beard","'S Europe, N Africa, & the Caucasus Mtns.",
"'C. viticella L.","'Italian clematis, vine-bower","'S Europe & W Asia",
"'","'","'",
"'","'","'",
,,

'Confidence Scores % (Table Cell)
""'88.47656250","'88.47656250","'88.47656250",
"'90.42968750","'89.59960938","'90.86914063",
"'73.68164063","'72.99804688","'74.02343750",
"'67.43164063","'66.79687500","'67.72460938",
"'63.13476563","'62.54882813","'63.42773438",
"'90.28320313","'89.50195313","'90.72265625",
"'75.68359375","'75.00000000","'76.02539063",
"'91.79687500","'90.96679688","'92.23632813",
"'77.05078125","'76.36718750","'77.44140625",
"'54.10156250","'53.61328125","'54.34570313",
"'42.91992188","'42.52929688","'43.11523438",
"'41.77246094","'41.77246094","'41.77246094",
