"'Table 3-Chrysothamnus, or at 25 °C, and days to 50%","'rabbitbrush: of total","'germination germination","'percentage during 20","'(as weeks at 3","'percentage of °C for some","'total viable common","'seeds) species","'after 28 days and subspecies","'at 15 °C",
"'","'Germination","'percentage at 15 °C","'","'Germination","'at 25 °C","'percentage","'Days to","'50% germination at 3 °C","'",
"'Species","'Mean","'Range","'No.","'Mean","'Range","'No.","'Mean","'Range","'No.",
"'SECTION CHRYSOTHAMNUS","'","'","'","'","'","'","'","'","'",
"'C. linifolius","'-","'-","'-","'-","'-","'-","'21","'-","'I",
"'C. viscidiflorus","'","'","'","'","'","'","'","'","'",
"'ssp. lanceolatus","'37","'29-49","'3","'64","'58-70","'3","'60","'35-82","'5",
"'ssp. viscidiflorus","'58","'31-98","'3","'68","'40-96","'3","'60","'35-82","'5",
"'SECTION NAUSEOSI","'","'","'","'","'","'","'","'","'",
"'C. nauseosus","'","'","'","'","'","'","'","'","'",
"'ssp. albicaulis","'37","'29-45","'2","'85","'78-92","'2","'41","'9-88","'2",
"'ssp. hololeucus","'75","'17-97","'8","'91","'74-96","'8","'21","'7-70","'12",
"'ssp. consimilis","'70","'26-96","'6","'91","'80-100","'6","'33","'5-108","'17",
"'ssp. graveolens","'76","'28-100","'7","'91","'58-100","'7","'33","'10-105","'17",
"'ssp. salicifolius","'25","'9-55","'6","'65","'44-92","'6","'89","'60-100","'6",
"'C. parryi","'-","'","'","'","'","'","'34","'12-54","'4",
"'SECTION PUNCTATI","'","'","'","'","'","'","'","'","'",
"'C. teretifolius","'","'","'","'","'-","'-","'5","'5","'I",
"'","'","'","'","'","'","'","'","'","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125","'92.67578125",
"'50.00000000","'94.18945313","'94.18945313","'94.18945313","'95.41015625","'95.41015625","'95.41015625","'93.16406250","'93.16406250","'93.16406250",
"'50.00000000","'87.45117188","'92.18750000","'90.13671875","'92.38281250","'91.74804688","'88.03710938","'89.59960938","'90.03906250","'89.50195313",
"'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063","'74.46289063",
"'93.31054688","'87.74414063","'92.48046875","'90.42968750","'92.67578125","'91.99218750","'88.28125000","'89.89257813","'90.33203125","'89.79492188",
"'35.18066406","'35.18066406","'35.18066406","'35.18066406","'35.18066406","'45.53222656","'43.70117188","'44.48242188","'44.70214844","'44.43359375",
"'46.19140625","'43.40820313","'45.77636719","'44.75097656","'45.87402344","'45.53222656","'43.70117188","'44.48242188","'44.70214844","'44.43359375",
"'90.23437500","'84.81445313","'89.40429688","'87.40234375","'89.55078125","'88.91601563","'85.35156250","'86.86523438","'87.30468750","'86.81640625",
"'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375","'78.80859375",
"'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625","'54.00390625",
"'68.45703125","'64.30664063","'67.82226563","'66.30859375","'67.96875000","'67.48046875","'64.74609375","'65.91796875","'66.21093750","'65.86914063",
"'84.32617188","'79.24804688","'83.54492188","'81.68945313","'83.69140625","'83.10546875","'79.73632813","'81.20117188","'81.59179688","'81.10351563",
"'85.98632813","'80.85937500","'85.20507813","'83.30078125","'85.40039063","'84.81445313","'81.34765625","'82.86132813","'83.25195313","'82.76367188",
"'83.78906250","'78.75976563","'83.00781250","'81.15234375","'83.20312500","'82.61718750","'79.24804688","'80.71289063","'81.10351563","'80.61523438",
"'82.12890625","'77.19726563","'81.39648438","'79.54101563","'81.54296875","'80.95703125","'77.68554688","'79.10156250","'79.49218750","'79.00390625",
"'93.75000000","'88.13476563","'92.91992188","'90.82031250","'93.06640625","'92.43164063","'88.67187500","'90.28320313","'90.72265625","'90.18554688",
"'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375","'73.33984375",
"'95.16601563","'89.45312500","'94.28710938","'92.18750000","'94.48242188","'93.84765625","'90.03906250","'91.65039063","'92.08984375","'91.55273438",
"'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250","'40.82031250",
