"'Table 7-Prunus,","'cherry, peach, and","'plum: nursery","'practice","'","'","'",
"'","'Stratification","'periods* (days)","'","'","'","'",
"'Species","'Fall- sowing","'Spring- sowing","'Seeds sown/ft2","'Sowing depth (in)","'Tree %","'Outplanting age (yr)",
"'P. americana","'0-90","'120","'4","'1-2-","'33-50","'I",
"'P. angustifolia","'0","'15-20","'I","'33","'I","'-",
"'P. armeniaca","'0","'90","'9","'2","'50","'I",
"'P. avium","'60","'120","'13","'I-2","'-","'I or 2",
"'P. cerasifera","'0","'","'10","'2","'64$","'I",
"'P. cerasus","'90","'90","'21","'-","'-","'I or 2",
"'P. domestica","'0","'-","'13","'2","'-","'I or 2",
"'P. mahaleb","'0-60","'60","'-","'I-2","'45§","'",
"'P. padus","'60","'120","'50","'1/2-111","'-","'I or 2",
"'P. persica","'0","'85","'0.75","'2","'-","'",
"'P. pumila var. besseyi","'0","'120","'6-7","'-","'77","'",
"'P. serotina","'0","'120","'10-20","'I 1/2-211","'7-83","'I",
"'P. spinosa","'0","'170","'17-28","'I-2","'70-75§","'I or 2",
"'P. tomentosa","'0","'60","'15-30","'III","'72","'I",
"'P. virginiana","'0","'120-160","'25","'-","'3-34","'I or 2",
"'","'","'","'","'","'","'",
,,,,,,

'Confidence Scores % (Table Cell)
"'82.37304688","'82.37304688","'82.37304688","'82.37304688","'82.37304688","'82.37304688","'82.37304688",
"'52.63671875","'72.85156250","'72.85156250","'43.77441406","'42.72460938","'73.09570313","'41.01562500",
"'52.63671875","'88.76953125","'91.69921875","'43.77441406","'42.72460938","'89.40429688","'41.01562500",
"'92.08984375","'89.35546875","'92.28515625","'93.01757813","'92.96875000","'89.99023438","'93.45703125",
"'87.35351563","'84.71679688","'87.50000000","'88.18359375","'88.13476563","'85.35156250","'88.62304688",
"'89.45312500","'86.76757813","'89.59960938","'90.28320313","'90.28320313","'87.40234375","'90.77148438",
"'90.77148438","'88.08593750","'90.96679688","'91.69921875","'91.65039063","'88.72070313","'92.13867188",
"'90.13671875","'87.45117188","'90.33203125","'91.01562500","'90.96679688","'88.08593750","'91.45507813",
"'90.52734375","'87.79296875","'90.72265625","'91.40625000","'91.35742188","'88.42773438","'91.84570313",
"'88.47656250","'85.79101563","'88.62304688","'89.30664063","'89.25781250","'86.42578125","'89.74609375",
"'89.69726563","'87.01171875","'89.89257813","'90.57617188","'90.52734375","'87.64648438","'91.06445313",
"'90.77148438","'88.03710938","'90.91796875","'91.65039063","'91.60156250","'88.67187500","'92.08984375",
"'89.50195313","'86.81640625","'89.64843750","'90.33203125","'90.28320313","'87.45117188","'90.82031250",
"'80.07812500","'77.68554688","'80.22460938","'80.85937500","'80.81054688","'78.22265625","'81.25000000",
"'81.44531250","'79.00390625","'81.59179688","'82.22656250","'82.17773438","'79.58984375","'82.66601563",
"'88.57421875","'85.88867188","'88.72070313","'89.40429688","'89.35546875","'86.52343750","'89.84375000",
"'87.54882813","'84.91210938","'87.74414063","'88.42773438","'88.37890625","'85.54687500","'88.86718750",
"'93.06640625","'90.28320313","'93.26171875","'93.99414063","'93.94531250","'90.96679688","'94.48242188",
"'42.43164063","'42.43164063","'42.43164063","'42.43164063","'42.43164063","'42.43164063","'42.43164063",
