"'Table 3-Amorpha,","'amorpha: phenology of flowering and","'fruiting","'",
"'Species","'Flowering","'Fruit ripening","'Seed dispersal",
"'A. californica","'May-July","'July-Sept","'Aug-Sept",
"'A. canescens","'June-late July","'Aug-Sept","'Sept-Oct",
"'A. fruticosa","'May-June","'Aug","'Sept-Oct",
"'A. nana","'May-July","'July","'July",
,,,

'Confidence Scores % (Table Cell)
""'85.00976563","'85.00976563","'85.00976563","'85.00976563",
"'86.23046875","'88.72070313","'87.45117188","'89.50195313",
"'86.66992188","'89.11132813","'87.84179688","'89.94140625",
"'81.00585938","'83.30078125","'82.08007813","'84.03320313",
"'81.93359375","'84.27734375","'83.05664063","'85.05859375",
"'88.81835938","'91.35742188","'90.03906250","'92.18750000",
