"'","'","'","'","'",
"'Species","'Flowering","'Fruit-ripening","'Height at maturity (m)","'Year first cultivated",
"'C. americanus","'May-July","'Aug-early Oct","'0.5-1","'1713",
"'C. arboreus","'Feb-Aug","'May-early Oct","'3-9","'1911",
"'C. cordulatus","'","'","'0.6-2.5","'-",
"'California","'May-June","'July-Sept","'-","'-",
"'Oregon","'June-July","'Aug-Sept","'-","'-",
"'C. crassifolius","'Jan-June","'May-June","'1.2-3","'1927",
"'C. cuneatus","'Mar-June","'Apr-July","'I-4.5","'1848",
"'C. cuneatus var. rigidus","'Dec-Apr","'May-June","'I-2.I","'1847",
"'C. diversifolius","'Spring","'June-July","'0.3 or less","'1941",
"'C. fendleri (Arizona)","'Apr-Oct","'Aug-Dec","'0.2-1","'1893",
"'C. greggii (Arizona*)","'Mar-Apr","'July","'0.6-1.8","'-",
"'C. impressus","'Feb-Apr","'June","'-","'-",
"'C. integerrimus","'Apr-Aug","'June-Aug","'I-5.5","'1850",
"'C. leucodermis","'-","'July-Aug","'-","'",
"'C. oliganthus","'Feb-Apr","'May-June","'1.2-7.5","'-",
"'C. prostratus","'Apr-June","'July","'.05-.15","'-",
"'C. sanguineus","'Apr-June","'June-July","'1.5-3","'1812",
"'C. sorediatus","'Mar-Apr","'May-July","'I-5.5","'-",
"'C. thyrsiflorus","'Jan-June","'Apr-July","'1.2-8","'1837",
"'C. velutinus","'","'","'0.6-2.4","'1853",
"'California","'June-Aug","'July-Aug","'-","'-",
"'N Idahot","'May 20-July 25","'July 15-Aug I","'-","'-",
"'W Montanat","'June 25-July 15","'Aug 10-Sept 10","'-","'-",
"'SW Oregon","'May-July","'July-Sept","'-","'-",
"'Utah","'","'Aug I-Aug 30","'-","'-",
,,,,

'Confidence Scores % (Table Cell)
""'82.42187500","'82.42187500","'82.42187500","'82.42187500","'82.42187500",
"'95.01953125","'92.62695313","'95.84960938","'94.72656250","'96.04492188",
"'92.82226563","'90.47851563","'93.60351563","'92.52929688","'93.79882813",
"'85.20507813","'83.00781250","'85.93750000","'84.91210938","'86.08398438",
"'77.88085938","'75.92773438","'78.56445313","'77.68554688","'78.71093750",
"'90.33203125","'88.03710938","'91.11328125","'90.03906250","'91.25976563",
"'86.62109375","'84.42382813","'87.35351563","'86.32812500","'87.50000000",
"'92.28515625","'89.94140625","'93.06640625","'91.99218750","'93.26171875",
"'90.96679688","'88.67187500","'91.74804688","'90.72265625","'91.94335938",
"'90.18554688","'87.89062500","'90.96679688","'89.89257813","'91.11328125",
"'91.45507813","'89.11132813","'92.23632813","'91.16210938","'92.43164063",
"'91.35742188","'89.01367188","'92.13867188","'91.06445313","'92.33398438",
"'92.77343750","'90.42968750","'93.55468750","'92.48046875","'93.75000000",
"'89.64843750","'87.40234375","'90.42968750","'89.40429688","'90.62500000",
"'92.18750000","'89.84375000","'92.96875000","'91.89453125","'93.16406250",
"'86.47460938","'84.27734375","'87.20703125","'86.18164063","'87.40234375",
"'88.81835938","'86.57226563","'89.59960938","'88.52539063","'89.74609375",
"'90.96679688","'88.67187500","'91.74804688","'90.72265625","'91.94335938",
"'90.23437500","'87.93945313","'91.01562500","'89.94140625","'91.16210938",
"'89.20898438","'86.91406250","'89.94140625","'88.91601563","'90.13671875",
"'92.33398438","'89.99023438","'93.11523438","'92.04101563","'93.31054688",
"'78.90625000","'76.90429688","'79.58984375","'78.66210938","'79.73632813",
"'87.54882813","'85.30273438","'88.28125000","'87.25585938","'88.47656250",
"'87.25585938","'85.05859375","'87.98828125","'87.01171875","'88.18359375",
"'84.76562500","'82.61718750","'85.49804688","'84.52148438","'85.64453125",
"'84.66796875","'82.51953125","'85.40039063","'84.42382813","'85.59570313",
"'38.23242188","'37.28027344","'38.57421875","'38.13476563","'38.64746094",
