"'","'","'","'","'",
"'","'","'Fruit (x1,000)","'/weight","'",
"'","'Range","'","'","'Average",
"'Species","'/kg","'/lb","'/kg","'/lb",
"'A. canescens","'","'","'","'",
"'intact","'17-120","'8-55","'68","'31",
"'de-winged","'29-326","'13-148","'118","'54",
"'A. confertifolia","'65-277","'30-126","'142","'65",
"'A. corrugata","'-","'-","'174","'79",
"'A. cuneata","'-","'-","'180","'82",
"'A. falcata","'-","'-","'434","'197",
"'A. gardneri","'210-262","'95-119","'233","'106",
"'A. hymenelytra","'-","'-","'477","'217",
"'A. lentiformis","'900-2,000","'409-909","'1,957","'890",
"'A. obovata","'-","'","'457","'208",
"'A. polycarpa","'785-1,370","'357-623","'1,078","'490",
"'A. semibaccata","'165-317","'75-144","'-","'-",
"'A. tridentata","'120-370","'55-168","'280","'128",
"'","'","'","'","'",
,,,,

'Confidence Scores % (Table Cell)
""'42.33398438","'42.33398438","'42.33398438","'42.33398438","'42.33398438",
"'64.69726563","'75.48828125","'75.48828125","'75.48828125","'75.48828125",
"'64.69726563","'88.08593750","'88.08593750","'88.72070313","'88.72070313",
"'64.69726563","'90.82031250","'94.23828125","'94.14062500","'94.09179688",
"'41.96777344","'41.96777344","'41.96777344","'41.96777344","'41.96777344",
"'50.00000000","'47.92480469","'49.73144531","'49.68261719","'49.65820313",
"'88.13476563","'84.47265625","'87.64648438","'87.59765625","'87.54882813",
"'90.18554688","'86.42578125","'89.69726563","'89.59960938","'89.55078125",
"'89.35546875","'85.59570313","'88.86718750","'88.76953125","'88.72070313",
"'89.59960938","'85.83984375","'89.06250000","'89.01367188","'88.96484375",
"'89.59960938","'85.83984375","'89.06250000","'89.01367188","'88.96484375",
"'87.74414063","'84.08203125","'87.25585938","'87.15820313","'87.10937500",
"'89.16015625","'85.44921875","'88.67187500","'88.57421875","'88.52539063",
"'87.64648438","'83.98437500","'87.15820313","'87.06054688","'87.01171875",
"'86.96289063","'83.34960938","'86.47460938","'86.37695313","'86.37695313",
"'91.06445313","'87.25585938","'90.52734375","'90.42968750","'90.42968750",
"'84.03320313","'80.51757813","'83.54492188","'83.49609375","'83.44726563",
"'93.94531250","'90.03906250","'93.40820313","'93.31054688","'93.26171875",
"'43.67675781","'43.67675781","'43.67675781","'43.67675781","'43.67675781",
