"'Table 3-Aralia,","'aralia: seed data","'","'","'","'",
"'","'","'Cleaned","'seeds/weight","'","'",
"'","'","'Range","'Average","'","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'Samples",
"'A. hispida","'207,740-218,790","'94,000-99,000","'203,320","'92,000","'2",
"'A. nudicaulis","'185,640-245,310","'84,000-111,000","'218,300","'99,000","'3",
"'A. spinosa*","'232,050-346,970","'105,000-157,000","'288,850","'131,000","'2",
,,,,,

'Confidence Scores % (Table Cell)
""'93.55468750","'93.55468750","'93.55468750","'93.55468750","'93.55468750","'93.55468750",
"'59.08203125","'66.69921875","'66.69921875","'66.69921875","'66.69921875","'66.69921875",
"'59.08203125","'84.13085938","'84.13085938","'73.92578125","'73.92578125","'51.95312500",
"'59.08203125","'82.66601563","'87.15820313","'86.42578125","'80.32226563","'51.95312500",
"'89.01367188","'85.40039063","'90.03906250","'89.25781250","'82.95898438","'90.38085938",
"'80.22460938","'76.95312500","'81.15234375","'80.41992188","'74.75585938","'81.44531250",
"'91.06445313","'87.30468750","'92.08984375","'91.30859375","'84.86328125","'92.43164063",
