"'Table 3-Araucaria, araucaria:","'seed data","'","'","'","'",
"'","'","'Cleaned","'seeds/weight","'","'",
"'","'","'Range","'Average","'","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'",
"'A. angustifolia","'","'","'108","'50","'",
"'A. bidwillii","'66-88","'30-40","'77","'35","'",
"'A. columnaris","'1,980-2,640","'900-1,200","'2,200","'1,000","'",
"'A. cunninghamii","'3,300-6,600","'1,500-3,000","'4,400","'2,000","'",
"'A. heterophylla","'550-620","'250-280","'573","'260","'",
"'A. hunsteinii","'2,000-2,500","'900-1,100","'-","'-","'",
"'","'","'","'","'","'",
,,,,,

'Confidence Scores % (Table Cell)
""'89.94140625","'89.94140625","'89.94140625","'89.94140625","'89.94140625","'89.94140625",
"'52.44140625","'71.48437500","'71.48437500","'71.48437500","'71.48437500","'71.48437500",
"'52.44140625","'82.22656250","'82.22656250","'50.78125000","'50.78125000","'42.26074219",
"'52.44140625","'84.91210938","'88.72070313","'89.35546875","'72.99804688","'42.26074219",
"'91.06445313","'85.98632813","'89.79492188","'90.42968750","'73.87695313","'73.58398438",
"'86.47460938","'81.64062500","'85.25390625","'85.83984375","'70.16601563","'69.87304688",
"'89.99023438","'84.91210938","'88.72070313","'89.35546875","'72.99804688","'72.70507813",
"'89.89257813","'84.86328125","'88.62304688","'89.25781250","'72.94921875","'72.60742188",
"'89.40429688","'84.42382813","'88.13476563","'88.76953125","'72.55859375","'72.21679688",
"'90.62500000","'85.54687500","'89.35546875","'89.99023438","'73.53515625","'73.24218750",
"'59.91210938","'56.59179688","'59.08203125","'59.52148438","'48.63281250","'48.41308594",
