"'Table 2-Aralia,","'aralia: phenology of flowering and","'fruiting","'",
"'Species","'Flowering Dates","'Fruit Ripening Dates","'Seed Dispersal Dates",
"'A. hispida","'June-July A","'","'",
"'A. nudicaulis","'May-June","'A","'",
"'A. spinosa","'July-Aug","'S","'",
,,,

'Confidence Scores % (Table Cell)
""'85.35156250","'85.35156250","'85.35156250","'85.35156250",
"'74.51171875","'76.61132813","'75.87890625","'79.19921875",
"'42.99316406","'44.21386719","'43.79882813","'45.70312500",
"'41.35742188","'42.52929688","'42.11425781","'43.96972656",
"'59.22851563","'60.88867188","'60.30273438","'62.98828125",
