"'Table I-Purshia, bitterbrush, cliffrose:","'common names and geographic","'distributions",
"'Scientific name & synonym(s)","'Common name","'Geographic distribution",
"'P. glandulosa Curran P. tridentata var. glandulosa (Curran) M.E. Jones","'desert bitterbrush","'SW Utah, S Nevada, & S California",
"'P. mexicana (D. Don) Henrickson Cowania mexicana D. Don","'cliffrose","'S Colorado W through Utah to S California & S to New Mexico, Arizona, Sonora, & Chihuahua",
"'P tridentata (Pursh) DC.","'antelope bitterbrush","'British Columbia to W Montana, S to New Mexico, California, & N Arizona",
,,

'Confidence Scores % (Table Cell)
"'67.23632813","'67.23632813","'67.23632813",
"'90.28320313","'83.34960938","'92.67578125",
"'88.13476563","'81.39648438","'90.47851563",
"'83.25195313","'76.85546875","'85.44921875",
"'90.86914063","'83.93554688","'93.26171875",
