"'","'Fresh fruit","'Seeds/fruit","'","'",
"'Species","'weight (g)","'Avg","'Range","'Source",
"'R. spectabilis","'-","'62","'28-128","'W Oregon",
"'","'","'40","'17-65","'SE Alaska",
"'R. parviflorus","'-","'190","'127-246","'W Oregon",
"'R. idaeus","'1.3 (0.8-2.4)","'36","'28-47","'British Columbia & N Alberta",
"'General (N = 8 cv)","'-","'63","'27-103","'Norway",
"'Restricted pollination","'-","'13","'-","'Norway",
"'Open-pollination","'-","'32","'-","'Norway",
"'R. arcticus","'0.37-1.09","'25","'10-35","'Finland",
"'R. chamaemorus","'","'","'","'",
"'Full light","'-","'11","'7-13","'Sweden",
"'Shade","'-","'14","'10-16","'Sweden",
"'Hand-pollination","'-","'II","'-","'Sweden",
"'Open-pollination","'-","'8","'-","'Sweden",
"'No defoliation","'-","'8","'-","'Sweden",
"'50% defoliation","'-","'8","'-","'Sweden",
"'General","'2.5","'18","'-","'Finland",
"'General","'-","'10","'3-18","'Alaska",
"'Rubus subgen. Eubatus","'1.2-6.8","'56","'27-83","'Arkansas",
,,,,

'Confidence Scores % (Table Cell)
"'87.30468750","'91.01562500","'92.38281250","'92.38281250","'85.88867188",
"'87.30468750","'91.01562500","'92.87109375","'93.06640625","'85.88867188",
"'91.25976563","'90.91796875","'89.99023438","'90.18554688","'92.18750000",
"'74.80468750","'74.51171875","'73.77929688","'73.92578125","'75.58593750",
"'93.31054688","'92.96875000","'91.99218750","'92.18750000","'94.23828125",
"'91.65039063","'91.30859375","'90.38085938","'90.57617188","'92.57812500",
"'90.86914063","'90.47851563","'89.55078125","'89.74609375","'91.74804688",
"'91.94335938","'91.55273438","'90.67382813","'90.82031250","'92.87109375",
"'90.96679688","'90.57617188","'89.64843750","'89.84375000","'91.84570313",
"'91.99218750","'91.60156250","'90.72265625","'90.86914063","'92.91992188",
"'52.92968750","'52.92968750","'52.92968750","'52.92968750","'52.92968750",
"'90.67382813","'90.28320313","'89.40429688","'89.55078125","'91.55273438",
"'90.42968750","'90.03906250","'89.16015625","'89.35546875","'91.30859375",
"'91.55273438","'91.21093750","'90.28320313","'90.47851563","'92.48046875",
"'89.50195313","'89.16015625","'88.28125000","'88.42773438","'90.42968750",
"'89.01367188","'88.62304688","'87.74414063","'87.93945313","'89.89257813",
"'90.86914063","'90.47851563","'89.55078125","'89.74609375","'91.74804688",
"'90.42968750","'90.03906250","'89.16015625","'89.35546875","'91.30859375",
"'87.20703125","'86.81640625","'85.98632813","'86.13281250","'88.08593750",
"'94.58007813","'94.18945313","'93.21289063","'93.40820313","'95.50781250",
