"'","'","'","'","'","'","'","'",
"'","'","'","'","'Seeds","'(x1,000)/weight","'","'",
"'","'Place","'Seed","'wt/fruit wt","'Range","'","'Average","'",
"'Species","'collected","'g/kg","'Ib/100 lb","'/kg","'/lb","'/kg","'",
"'","'","'","'","'","'","'","'",
"'SUBGENUS: Eubatus","'","'","'","'","'","'","'",
"'R. allegheniensis","'-","'40","'4","'370-724","'168-329","'574","'262",
"'R. canadensis","'","'40","'4","'458-495","'208-225","'476","'216",
"'R. hispidus","'","'","'-","'282-513","'128-233","'408","'185",
"'R. laciniatus","'Washington","'7","'0.7","'-","'-","'301","'137",
"'R. procerus","'-","'","'","'-","'-","'323","'147",
"'R. ursinus","'Washington","'58","'5.8","'-","'-","'845","'384",
"'Rubus (general European)*","'Sweden","'-","'-","'359-869","'163-395","'480","'219",
"'SUBGENUS: Idaeobatus","'","'","'","'","'","'","'",
"'R. idaeus","'Minnesota","'30","'3","'667-845","'303-384","'722","'328",
"'","'British Columbia/Alberta","'46","'4.6","'469-794","'213-397","'632","'288",
"'R. occidentalis","'Minnesota","'30-80","'3-8","'629-845","'286-384","'735","'334",
"'R. spectabilis","'Oregon I","'","'","'251-528","'115-240","'354","'162",
"'","'Oregon 2","'","'","'189-321","'87-146","'240","'109",
"'","'Oregon 3","'","'","'270-45","'123-157","'316","'144",
"'","'Oregon 4","'","'","'216-298","'98-135","'265","'120",
"'","'Alaska","'","'","'-","'-","'315","'143",
"'SUBGENUS: Chamaemorus","'","'","'","'","'","'","'",
"'R. chamaemorus","'Sweden/Finland","'59","'(5.9)","'-","'-","'122","'56",
"'","'Alaska","'","'","'80-101","'37-45","'90","'40",
"'SUBGENUS: Anoplobatus","'","'","'","'","'","'","'",
"'R. odoratus","'Pennsylvania","'","'","'-","'-","'1,085","'493",
"'R. parviflorus","'Oregon","'","'","'357-806","'162-367","'611","'278",
"'","'Washington","'","'","'719-1201","'327-546","'20","'418",
"'SUBGENUS: Cyclatis","'","'","'","'","'","'","'",
"'R. arcticus","'Sweden/Finland","'76","'(7.6)","'","'-","'980","'446",
,,,,,,,

'Confidence Scores % (Table Cell)
"'44.26269531","'44.26269531","'44.26269531","'44.26269531","'44.26269531","'44.26269531","'44.26269531","'44.26269531",
"'80.41992188","'76.41601563","'85.05859375","'85.05859375","'85.05859375","'85.05859375","'85.05859375","'85.05859375",
"'80.41992188","'76.41601563","'84.42382813","'84.42382813","'89.64843750","'89.64843750","'91.60156250","'91.60156250",
"'80.41992188","'76.41601563","'88.47656250","'94.04296875","'94.23828125","'94.38476563","'93.84765625","'94.43359375",
"'53.80859375","'53.80859375","'53.80859375","'53.80859375","'53.80859375","'53.80859375","'53.80859375","'53.80859375",
"'75.04882813","'75.04882813","'75.04882813","'75.04882813","'75.04882813","'75.04882813","'75.04882813","'75.04882813",
"'91.45507813","'92.48046875","'87.84179688","'93.35937500","'93.55468750","'93.70117188","'93.16406250","'93.75000000",
"'88.42773438","'89.40429688","'84.96093750","'90.28320313","'90.47851563","'90.57617188","'90.08789063","'90.62500000",
"'89.79492188","'90.82031250","'86.27929688","'91.69921875","'91.84570313","'91.99218750","'91.50390625","'92.04101563",
"'88.76953125","'89.74609375","'85.25390625","'90.62500000","'90.77148438","'90.91796875","'90.42968750","'90.96679688",
"'90.13671875","'91.11328125","'86.57226563","'91.99218750","'92.18750000","'92.33398438","'91.84570313","'92.38281250",
"'90.18554688","'91.16210938","'86.62109375","'92.04101563","'92.23632813","'92.38281250","'91.89453125","'92.43164063",
"'90.82031250","'91.79687500","'87.25585938","'92.72460938","'92.91992188","'93.06640625","'92.52929688","'93.11523438",
"'74.02343750","'74.02343750","'74.02343750","'74.02343750","'74.02343750","'74.02343750","'74.02343750","'74.02343750",
"'50.29296875","'86.13281250","'81.88476563","'87.01171875","'87.15820313","'87.30468750","'86.81640625","'87.35351563",
"'50.29296875","'79.39453125","'75.43945313","'80.12695313","'80.32226563","'80.41992188","'79.98046875","'80.46875000",
"'90.33203125","'91.30859375","'86.76757813","'92.18750000","'92.38281250","'92.52929688","'91.99218750","'92.57812500",
"'60.69335938","'86.71875000","'82.37304688","'87.54882813","'87.74414063","'87.89062500","'87.40234375","'87.89062500",
"'60.69335938","'84.47265625","'80.27343750","'85.30273438","'85.49804688","'85.59570313","'85.15625000","'85.64453125",
"'60.69335938","'87.30468750","'82.95898438","'88.18359375","'88.33007813","'88.47656250","'87.98828125","'88.52539063",
"'60.69335938","'85.15625000","'80.95703125","'85.98632813","'86.18164063","'86.32812500","'85.83984375","'86.37695313",
"'60.69335938","'86.86523438","'82.51953125","'87.69531250","'87.89062500","'87.98828125","'87.50000000","'88.03710938",
"'76.07421875","'76.07421875","'76.07421875","'76.07421875","'76.07421875","'76.07421875","'76.07421875","'76.07421875",
"'62.06054688","'81.59179688","'77.53906250","'82.42187500","'82.56835938","'82.71484375","'82.22656250","'82.71484375",
"'62.06054688","'83.20312500","'79.10156250","'84.03320313","'84.22851563","'84.32617188","'83.88671875","'84.37500000",
"'70.55664063","'70.55664063","'70.55664063","'70.55664063","'70.55664063","'70.55664063","'70.55664063","'70.55664063",
"'91.16210938","'92.13867188","'87.54882813","'93.06640625","'93.21289063","'93.35937500","'92.87109375","'93.40820313",
"'70.01953125","'75.92773438","'72.16796875","'76.66015625","'76.85546875","'76.95312500","'76.51367188","'77.00195313",
"'70.01953125","'72.75390625","'69.09179688","'73.43750000","'73.58398438","'73.68164063","'73.29101563","'73.73046875",
"'71.87500000","'71.87500000","'71.87500000","'71.87500000","'71.87500000","'71.87500000","'71.87500000","'71.87500000",
"'91.06445313","'92.04101563","'87.45117188","'92.96875000","'93.11523438","'93.26171875","'92.77343750","'93.31054688",
