"'Table I-Clethra, sweet pepperbush:","'nomenclature and occurrence of","'species cultivated in North America",
"'Scientific name & synonym(s)","'Common name (s)","'Occurrence",
"'C. acuminata Michx.","'cinnamon-bark clethra, mountain sweetpepperbush","'Cliffs & mountain woods of SE Appalachian Plateau & inner Piedmont",
"'C. alnifolia L. C. alnifolia var. paniculata (Ait.) Rehd. C. paniculata Ait. C. tomentosa Lam. C. alnifolia var. pubescens Ait. C. alnifolia var. tomentosa (Lam.) Michx.","'sweet pepperbush, summersweet, coastal sweetpepperbush","'North American coastal plain, Maine to Texas, with extensions into the Carolina Piedmont; acid swamps & low moist woods",
"'C. barbinervis Sieb. & Zucc. C. canescens Forbes & Hemsl. C. kawadana Yanagita C. barbinervis var. kawadana (Yanagita) Hara C. repens Nakai","'Japanese clethra, Asiatic sweet pepperbush","'Hills & mountains of Japan & Korea",
"'C. tomentosa Lam. C. alnifolia var. pubescens Ait. C. alnifolia var. tomentosa (Lam.) Michx.","'woolly summersweet","'Swamps & coastal plain of North Carolina to N Florida & Alabama",
,,

'Confidence Scores % (Table Cell)
""'87.45117188","'87.45117188","'87.45117188",
"'89.84375000","'88.91601563","'91.06445313",
"'57.76367188","'57.22656250","'58.59375000",
"'65.91796875","'65.28320313","'66.84570313",
"'85.69335938","'84.86328125","'86.86523438",
"'93.84765625","'92.91992188","'95.11718750",
