"'","'","'","'",
"'Species","'Length at maturity (m)","'Year first cultivated","'Flower color",
"'C. columbiana","'2.8","'1797","'Purple",
"'C. drummondii","'-","'-","'White",
"'C. flammula","'3.1-4.6","'1509","'White",
"'C. ligusticifolia","'0.9-12.3","'1880","'White",
"'C. pauciflora","'-","'Before 1935","'White",
"'C. virginiana","'3.7-6.2","'1726","'Creamy white",
"'C. vitalba","'10.2","'Long cultivated","'White",
"'C. viticella","'4.6","'1597","'Purplish",
,,,

'Confidence Scores % (Table Cell)
""'73.48632813","'73.48632813","'73.48632813","'73.48632813",
"'91.94335938","'94.72656250","'92.62695313","'95.36132813",
"'88.08593750","'90.77148438","'88.72070313","'91.35742188",
"'80.61523438","'83.10546875","'81.20117188","'83.64257813",
"'87.69531250","'90.38085938","'88.33007813","'90.96679688",
"'86.42578125","'89.06250000","'87.06054688","'89.64843750",
"'85.88867188","'88.52539063","'86.52343750","'89.11132813",
"'86.08398438","'88.72070313","'86.71875000","'89.30664063",
"'81.39648438","'83.88671875","'81.98242188","'84.42382813",
"'88.18359375","'90.86914063","'88.81835938","'91.45507813",
