"'Table I-Araucaria, araucaria:","'nomenclature, occurrence, and heights","'attained","'","'",
"'Scientific name","'","'","'Occurrence","'Maximum",
"'& synonym(s)","'Common name(s)","'Native","'US","'height (m)",
"'A. angustifolia (Bertol.) Kuntz","'parana-pine, candelabra tree, Brazilian-pine","'Brazil, Argentina, & Paraguay","'Hawaii & Puerto Rico","'36",
"'A. araucana (Molina.) K. Koch. A. imbracata Par.","'monkey-puzzle tree, monkey-puzzle, Arauco-pine, Chilean-pine","'Chile & Argentina","'California, Oregon, & Washington","'50",
"'A. bidwillii Hook.","'bunya-pine, bunya-bunya","'Australia","'California, Florida, Hawaii, & Puerto Rico","'43",
"'A. columnaris (Forster) Hook. A. excelsea (Lamb.) R. Br.","'Cook-pine, columnar araucaria","'New Caledonia","'Hawaii, Florida, & Puerto Rico","'60",
"'A. cunninghamii Aiton ex D. Don)","'hoop-pine, Moreton-Bay-pine","'New Guinea & Australia","'California, Hawaii, & Puerto Rico","'60",
"'A. heterophylla (Salisb.) Franko","'Norfolk-Island-pine, Australian-pine","'Norfolk Island","'California, Florida, Hawaii, & Puerto Rico","'60",
"'A. hunsteinii K. Schum. & Hollrung A. schummaniana Warb. A. klinkii Laut.","'klinki-pine","'New Guinea","'Hawaii & Puerto Rico","'80",
,,,,

'Confidence Scores % (Table Cell)
""'87.59765625","'87.59765625","'87.59765625","'87.59765625","'87.59765625",
"'95.16601563","'95.70312500","'91.40625000","'91.40625000","'94.67773438",
"'95.16601563","'95.70312500","'88.76953125","'88.08593750","'94.67773438",
"'90.86914063","'90.77148438","'89.35546875","'88.67187500","'88.13476563",
"'93.40820313","'93.31054688","'91.84570313","'91.11328125","'90.57617188",
"'90.47851563","'90.38085938","'88.91601563","'88.23242188","'87.69531250",
"'90.38085938","'90.28320313","'88.81835938","'88.13476563","'87.59765625",
"'89.25781250","'89.16015625","'87.74414063","'87.06054688","'86.52343750",
"'89.01367188","'88.91601563","'87.50000000","'86.86523438","'86.32812500",
"'94.77539063","'94.67773438","'93.16406250","'92.48046875","'91.89453125",
