"'","'","'Average","'","'Range","'",
"'Region & seed zone series no.","'/kg","'/lb","'/kg","'/lb","'Samples",
"'Siskiyou Mtns. & inland north coastal range (SZ #300)","'27,270","'12,368","'24,820-29,960","'11,260-13,588","'41",
"'Sierra Nevada (SZ #500)","'31,820","'14,433","'21,540-45,330","'9,768-20,562","'36",
"'Southern California & Central Valley (SZ #900)","'33,420","'15,160","'24,120-38,760","'10,940-17,583","'5",
,,,,,

'Confidence Scores % (Table Cell)
""'81.10351563","'87.25585938","'87.25585938","'87.50000000","'87.50000000","'78.12500000",
"'81.10351563","'85.54687500","'85.98632813","'90.38085938","'86.81640625","'78.12500000",
"'64.01367188","'60.35156250","'60.69335938","'63.76953125","'61.23046875","'61.42578125",
"'93.21289063","'87.89062500","'88.37890625","'92.91992188","'89.20898438","'89.45312500",
"'50.34179688","'47.46093750","'47.70507813","'50.14648438","'48.16894531","'48.29101563",
