"'","'","'","'","'","'","'","'",
"'","'","'","'","'Cleaned","'seeds","'(1,000)/weight","'",
"'","'Seeds/fruit","'vol","'","'Range","'","'Average","'",
"'Species","'kg/hl","'lb/bu","'/kg","'/lb","'/kg","'/lb","'Samples",
"'B. alleghaniensis","'1.3-4.5","'1.0-3.5*","'612-1,995","'278-907","'990","'450","'24",
"'B. davurica","'-","'-","'1,518-1,672","'690-760","'1,595","'725","'2+",
"'B. lenta","'-","'","'975-2053","'443-933","'1,421","'646","'13",
"'B. nana","'-","'","'6,547-11,253","'2,976-5,115","'8,446","'3,839","'3",
"'B. nigra","'","'","'631-1,206","'287-548","'825","'375","'13",
"'B. papyrifera","'2.6-9.4","'2.0-3.4*","'1,342-9,064","'610-4,120","'3,036","'1,380","'28",
"'B. pendula (de-winged)","'","'","'3,332-11,088","'1,510-5,040","'5,317","'2,417","'154+",
"'(winged)","'-","'","'1,606-1,892","'730-860","'1,749","'795","'10",
"'B. populifolia","'-","'","'7,878-10,846","'3,581-4,930","'9,363","'4,256","'2",
"'B. pubescens","'","'","'1,650-9,900","'750-4,500","'3,784","'1,720","'45",
"'B. pumila","'","'","'3,072-7,634","'1,396-3,470","'5,328","'2,422","'4",
"'","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'56.49414063","'56.49414063","'56.49414063","'56.49414063","'56.49414063","'56.49414063","'56.49414063","'56.49414063",
"'76.36718750","'86.32812500","'86.32812500","'86.37695313","'86.37695313","'86.37695313","'86.37695313","'86.37695313",
"'76.36718750","'86.32812500","'86.32812500","'88.18359375","'88.18359375","'83.88671875","'83.88671875","'83.88671875",
"'76.36718750","'87.50000000","'91.40625000","'93.94531250","'93.60351563","'91.45507813","'91.45507813","'93.16406250",
"'93.79882813","'87.15820313","'91.06445313","'93.60351563","'93.26171875","'91.11328125","'91.11328125","'92.87109375",
"'86.08398438","'79.98046875","'83.59375000","'85.88867188","'85.59570313","'83.64257813","'83.64257813","'85.20507813",
"'90.18554688","'83.78906250","'87.54882813","'89.99023438","'89.69726563","'87.59765625","'87.59765625","'89.25781250",
"'91.65039063","'85.20507813","'89.01367188","'91.45507813","'91.16210938","'89.01367188","'89.01367188","'90.72265625",
"'90.86914063","'84.47265625","'88.23242188","'90.72265625","'90.38085938","'88.28125000","'88.28125000","'89.99023438",
"'89.40429688","'83.10546875","'86.81640625","'89.25781250","'88.91601563","'86.86523438","'86.86523438","'88.52539063",
"'46.67968750","'43.38378906","'45.33691406","'46.58203125","'46.43554688","'45.36132813","'45.36132813","'46.21582031",
"'66.60156250","'61.91406250","'64.64843750","'66.45507813","'66.21093750","'64.69726563","'64.69726563","'65.91796875",
"'89.16015625","'82.86132813","'86.57226563","'89.01367188","'88.67187500","'86.62109375","'86.62109375","'88.28125000",
"'91.21093750","'84.76562500","'88.57421875","'91.06445313","'90.72265625","'88.62304688","'88.62304688","'90.33203125",
"'93.94531250","'87.30468750","'91.21093750","'93.75000000","'93.40820313","'91.25976563","'91.25976563","'93.01757813",
"'36.15722656","'36.15722656","'36.15722656","'36.15722656","'36.15722656","'36.15722656","'36.15722656","'36.15722656",
