"'","'","'","'",
"'Species","'Moisture content (%)","'Prechilling (days)","'Percent germination",
"'B. alleghaniensis","'","'","'",
"'1974","'-","'-","'-",
"'1977","'5.0","'0","'45",
"'1983","'-","'63","'70",
"'1988","'7.0","'63","'67",
"'1991","'-","'0","'32",
"'1992","'-","'0","'56",
"'1992","'-","'21","'58",
"'B. lenta","'","'","'",
"'1974","'-","'30","'54",
"'1977","'-","'-","'",
"'1983","'-","'63","'72",
"'1988","'7.9","'63","'67",
"'1991","'-","'-","'-",
"'1992","'-","'0","'45",
"'1992","'-","'63","'37",
"'B. papyrifera","'","'","'",
"'1974","'-","'","'-",
"'1977","'7.0","'0","'76",
"'1977","'","'63","'82",
"'1983","'-","'63","'87",
"'1988","'8.9","'","'-",
"'1991","'-","'0","'4",
"'1991","'-","'63","'16",
"'1992","'-","'0","'18",
"'","'","'","'",
,,,

'Confidence Scores % (Table Cell)
""'86.71875000","'86.71875000","'86.71875000","'86.71875000",
"'94.43359375","'91.69921875","'93.50585938","'94.77539063",
"'57.95898438","'57.95898438","'57.95898438","'57.95898438",
"'82.32421875","'79.93164063","'81.49414063","'82.61718750",
"'91.30859375","'88.67187500","'90.38085938","'91.65039063",
"'90.28320313","'87.64648438","'89.35546875","'90.62500000",
"'90.52734375","'87.89062500","'89.59960938","'90.82031250",
"'89.79492188","'87.20703125","'88.91601563","'90.13671875",
"'90.57617188","'87.93945313","'89.64843750","'90.86914063",
"'91.06445313","'88.42773438","'90.13671875","'91.40625000",
"'52.63671875","'52.63671875","'52.63671875","'52.63671875",
"'91.06445313","'88.42773438","'90.13671875","'91.40625000",
"'87.06054688","'84.52148438","'86.18164063","'87.35351563",
"'88.62304688","'86.08398438","'87.74414063","'88.96484375",
"'90.86914063","'88.23242188","'89.94140625","'91.21093750",
"'86.62109375","'84.13085938","'85.74218750","'86.96289063",
"'87.54882813","'85.00976563","'86.66992188","'87.89062500",
"'91.50390625","'88.81835938","'90.57617188","'91.84570313",
"'62.59765625","'62.59765625","'62.59765625","'62.59765625",
"'79.98046875","'77.68554688","'79.15039063","'80.27343750",
"'89.64843750","'87.01171875","'88.72070313","'89.94140625",
"'87.06054688","'84.52148438","'86.18164063","'87.35351563",
"'87.69531250","'85.15625000","'86.81640625","'88.03710938",
"'86.37695313","'83.88671875","'85.49804688","'86.71875000",
"'86.52343750","'84.03320313","'85.64453125","'86.86523438",
"'84.03320313","'81.59179688","'83.15429688","'84.32617188",
"'93.06640625","'90.38085938","'92.13867188","'93.40820313",
"'59.47265625","'59.47265625","'59.47265625","'59.47265625",
