"'Table 5-Aesculus,","'buckeye:","'cold","'stratification","'periods,","'germination test","'conditions, and","'results","'","'",
"'","'Cold","'","'","'Germination test","'conditions","'","'Germinative","'","'",
"'","'strati-","'Daily","'","'","'","'","'energy","'","'",
"'","'fication*","'light","'","'Temp","'(C)","'","'Amount","'Time","'Germinative",
"'Species","'(days)","'(hrs)","'Medium","'Day","'Night","'Days","'(%)","'(days)","'(%)",
"'A. californica","'0","'-","'Sand","'30","'20","'20","'","'","'56",
"'A. flava","'120","'-","'Sand","'30","'20","'40","'62","'27","'76",
"'A. glabra","'120","'","'Sand","'30","'20","'40","'-","'","'59",
"'var. arguta","'120","'8","'Sand","'24","'17","'30","'-","'","'76",
"'A. hippocastanum","'120","'-","'Sand","'30","'20","'30","'-","'","'89",
"'A. pavia","'0","'8","'Kimpak","'30","'20","'30","'62","'20","'70",
"'A. sylvatica","'90","'-","'Sand","'","'","'30","'-","'-","'78",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313","'87.15820313",
"'84.86328125","'91.16210938","'90.38085938","'94.43359375","'94.43359375","'94.43359375","'94.43359375","'84.52148438","'84.52148438","'65.91796875",
"'84.86328125","'91.16210938","'90.38085938","'65.47851563","'55.46875000","'55.46875000","'50.97656250","'84.52148438","'84.52148438","'65.91796875",
"'84.86328125","'91.16210938","'90.38085938","'65.47851563","'55.46875000","'55.46875000","'50.97656250","'68.70117188","'68.70117188","'65.91796875",
"'84.86328125","'91.16210938","'90.38085938","'65.47851563","'79.58984375","'79.24804688","'50.97656250","'80.71289063","'75.83007813","'65.91796875",
"'85.64453125","'82.91015625","'81.10351563","'85.00976563","'84.76562500","'84.37500000","'82.86132813","'85.93750000","'80.76171875","'86.27929688",
"'80.27343750","'77.68554688","'75.97656250","'79.63867188","'79.39453125","'79.05273438","'77.63671875","'80.51757813","'75.68359375","'80.81054688",
"'72.99804688","'70.65429688","'69.09179688","'72.41210938","'72.21679688","'71.92382813","'70.60546875","'73.19335938","'68.79882813","'73.48632813",
"'73.58398438","'71.24023438","'69.67773438","'73.04687500","'72.80273438","'72.50976563","'71.19140625","'73.82812500","'69.38476563","'74.12109375",
"'81.15234375","'78.51562500","'76.80664063","'80.51757813","'80.27343750","'79.93164063","'78.46679688","'81.39648438","'76.51367188","'81.73828125",
"'82.03125000","'79.39453125","'77.68554688","'81.39648438","'81.15234375","'80.81054688","'79.34570313","'82.27539063","'77.34375000","'82.61718750",
"'73.77929688","'71.38671875","'69.87304688","'73.19335938","'72.99804688","'72.70507813","'71.33789063","'74.02343750","'69.53125000","'74.31640625",
