"'","'","'","'","'","'","'","'",
"'","'Germination","'percentage*","'on day 14","'at 15 °C","'","'Days to 50%","'",
"'","'Mean","'","'Range","'","'germination","'at I °C","'(light)",
"'Species","'Light","'Dark","'Light","'Dark","'Mean","'Range","'Lots #",
"'A. arbuscula","'100","'","'-","'-","'38.2","'38","'I",
"'A. bigelovii","'100","'-","'-","'-","'-","'-","'I",
"'A. cana,","'100","'81.5","'100","'75-88","'56.0","'54-58","'2",
"'A. nova","'92.3","'21.2","'75-100","'3-57","'47.6","'17-80","'5",
"'A. tridentata","'","'","'","'","'","'","'",
"'ssp. tridentata","'94.6","'18.6","'84-100","'0-46","'54.0","'27-95","'5",
"'ssp. vaseyatia","'85","'12.2","'64-94","'0-24","'49.2","'16-98","'5",
"'ssp. wyomingensis","'98.4","'13.4","'94-100","'2-46","'55.2","'18-98","'5",
"'A. filifolia","'100","'-","'-","'","'-","'-","'I",
"'A. spinescens","'92.7","'72.6","'87-98","'52-93","'45.5","'38-53","'2",
"'","'","'","'","'","'","'","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'69.82421875","'69.82421875","'69.82421875","'69.82421875","'69.82421875","'69.82421875","'69.82421875","'69.82421875",
"'83.98437500","'89.06250000","'89.06250000","'89.06250000","'89.06250000","'94.43359375","'94.43359375","'94.43359375",
"'83.98437500","'86.37695313","'86.37695313","'91.30859375","'91.30859375","'94.43359375","'94.43359375","'94.43359375",
"'83.98437500","'86.76757813","'89.01367188","'93.21289063","'89.69726563","'93.35937500","'89.99023438","'92.43164063",
"'92.82226563","'86.18164063","'88.42773438","'92.62695313","'89.11132813","'92.77343750","'89.40429688","'91.84570313",
"'88.13476563","'81.83593750","'83.93554688","'87.93945313","'84.61914063","'88.08593750","'84.86328125","'87.20703125",
"'88.86718750","'82.51953125","'84.66796875","'88.67187500","'85.35156250","'88.81835938","'85.59570313","'87.93945313",
"'93.89648438","'87.20703125","'89.45312500","'93.70117188","'90.18554688","'93.84765625","'90.42968750","'92.91992188",
"'40.64941406","'40.64941406","'40.64941406","'40.64941406","'40.64941406","'40.64941406","'40.64941406","'40.64941406",
"'82.61718750","'76.70898438","'78.71093750","'82.47070313","'79.34570313","'82.56835938","'79.58984375","'81.73828125",
"'88.76953125","'82.42187500","'84.57031250","'88.62304688","'85.25390625","'88.72070313","'85.49804688","'87.84179688",
"'91.50390625","'84.96093750","'87.20703125","'91.35742188","'87.89062500","'91.50390625","'88.18359375","'90.57617188",
"'82.22656250","'76.36718750","'78.36914063","'82.08007813","'78.95507813","'82.17773438","'79.19921875","'81.34765625",
"'94.43359375","'87.64648438","'89.94140625","'94.23828125","'90.67382813","'94.38476563","'90.96679688","'93.40820313",
"'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406",
