"'2-Cupressus,","'cypress: growth","'height, cone","'","'ripeness","'",
"'","'","'Height at","'Year first","'Color","'ripeness criteria",
"'Species","'Growth habit","'maturity (m)","'cultivated","'Cones","'Seed",
"'C. arizonica","'Straight central leader","'15-21","'1882","'Dull gray to brown, sometimes purple","'Medium to dark brown or deep purplish brown",
"'ssp. arizonica","'Straight trunk with or without turned up side branches","'8-15","'ca. 1909","'Glaucous bloom over rich dark brown","'Medium tan to brown or red brown",
"'ssp. nevadensi","'Erect tree with pyramidal","'crown 6-15","'1930","'Glaucous or silver gray","'Rich light tan",
"'ssp. stephensonii","'Erect tree with straight central leader","'9-15","'1900","'Dull gray or brown","'Very dark brown",
"'C. bakeri","'Single stem, narrow crown","'9-15","'1917","'Grayish to dull brown","'Light tan",
"'C. forbesii","'Erect, irregularly branched tree","'4.5-9","'1927","'Dull brown or gray","'Rich dark brown",
"'C. goveniana","'Shrublike to small tree with single stem","'6-18","'1846","'Brown to gray brown","'Dull dark brown to nearly black",
"'ssp. pygmaea","'Shrublike to medium-sized tree","'9-46","'-","'Weathered gray","'Jet black to brownish",
"'C. guadalupensis","'Broad crown, trunk forking","'12-20","'ca. 1879","'-","'Dark brown & glaucous",
"'C. lusitanica","'Erect straight trunk with drooping branches","'30","'ca. 1670","'Dull brown","'Rich light tan",
"'C. macnabiana","'Brown crown lacking main trunk","'6-12","'1854","'Brownish gray","'Medium brown to glaucous brown",
"'C. macrocarpa","'Single trunk; symmetrical in sheltered areas","'8-27","'1838","'Brown","'Dark brown",
"'C. sargentii","'Single stem, slender or bushy tree","'9-23","'1908","'Dull brown or gray often glaucous","'Dark brown",
"'C. sempervirens","'Columnar with branches parallel to main trunk","'46","'B.C.","'Shiny brown or grayish","'-",
"'var. horizontalis","'Single stem with spreading","'crown 46","'B.C.","'Shiny brown or grayish","'-",
,,,,,

'Confidence Scores % (Table Cell)
""'78.71093750","'78.71093750","'78.71093750","'78.71093750","'78.71093750","'78.71093750",
"'95.41015625","'96.92382813","'97.16796875","'97.26562500","'92.04101563","'92.04101563",
"'95.41015625","'96.92382813","'97.16796875","'97.26562500","'92.52929688","'92.33398438",
"'90.82031250","'92.13867188","'89.99023438","'90.96679688","'92.57812500","'92.38281250",
"'84.22851563","'85.44921875","'83.44726563","'84.37500000","'85.88867188","'85.64453125",
"'83.20312500","'84.42382813","'82.47070313","'83.34960938","'84.81445313","'84.61914063",
"'89.84375000","'91.16210938","'89.01367188","'89.99023438","'91.60156250","'91.35742188",
"'85.15625000","'86.32812500","'84.37500000","'85.25390625","'86.76757813","'86.57226563",
"'76.12304688","'77.19726563","'75.39062500","'76.22070313","'77.58789063","'77.39257813",
"'85.15625000","'86.37695313","'84.37500000","'85.30273438","'86.81640625","'86.62109375",
"'87.84179688","'89.11132813","'87.06054688","'87.98828125","'89.55078125","'89.30664063",
"'79.49218750","'80.61523438","'78.75976563","'79.58984375","'81.00585938","'80.81054688",
"'92.28515625","'93.60351563","'91.45507813","'92.43164063","'94.09179688","'93.84765625",
"'92.28515625","'93.60351563","'91.45507813","'92.43164063","'94.09179688","'93.84765625",
"'91.65039063","'92.96875000","'90.82031250","'91.79687500","'93.40820313","'93.16406250",
"'91.89453125","'93.21289063","'91.06445313","'92.04101563","'93.70117188","'93.45703125",
"'89.84375000","'91.16210938","'89.01367188","'89.99023438","'91.60156250","'91.35742188",
"'90.38085938","'91.65039063","'89.55078125","'90.52734375","'92.13867188","'91.89453125",
