"'Table 3-Cupressus,","'cypress: seed","'yield data","'","'","'","'","'",
"'","'","'Seeds","'(x1,000)/weight*","'","'","'","'",
"'","'","'Range","'","'Average","'","'","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'Samples","'Scales/cone","'Seeds/cone",
"'C. arizonica","'387.6-103.2","'176.2-46.9","'182.6","'83.0","'77+","'6-8","'90-120",
"'ssp. arizonica","'210.3-65.1","'95.6-29.6","'121","'55.0","'22+","'5-10","'90-100",
"'ssp. nevadensis","'201.1-86.7","'91.4-39.4","'126.5","'57.5","'11+","'6-8","'93",
"'ssp. stephensonii","'123.2-95.0","'56.0-43.2","'109.1","'49.6","'2","'6-8","'100-125",
"'C. bakeri","'387.2-316.8","'176.0-144.0","'359.9","'163.6","'4","'6-8","'50-85",
"'C. forbesii","'112.6-84.5","'51.2-38.4","'98.6","'44.8","'2","'6-10","'-",
"'C. goveniana","'313.3-253.4","'142.4-115.2","'283.4","'128.8","'2","'3-5","'90-110",
"'ssp. pygmaea","'246.4-232.3","'112.0-105.6","'239.4","'108.8","'2","'8-10","'130",
"'C. guadalupensis","'-","'-","'55.0","'25.0","'I","'8-10","'>100",
"'C. lusitanica","'","'","'261.8","'119.0","'I","'6-10","'75",
"'C. macrocarpa","'356.4-100.1","'162.0-45.5","'167.4","'76.1","'20","'8-12","'140",
"'C. macnabiana","'200.6-147.8","'91.2-67.2","'174.2","'79.2","'2","'6-8","'75-105",
"'C. sargentii","'147.8-98.6","'67.2-44.8","'123.2","'56.0","'2","'6-10","'100",
"'C. sempervirens","'149.6-118.8","'68.0-54.0","'137.9","'62.7","'9","'8-14","'64-280",
"'C. torulosa","'238-200","'108-91","'219","'99","'","'-","'",
,,,,,,,

'Confidence Scores % (Table Cell)
""'91.89453125","'91.89453125","'91.89453125","'91.89453125","'91.89453125","'91.89453125","'91.89453125","'91.89453125",
"'84.66796875","'85.98632813","'85.98632813","'85.98632813","'85.98632813","'85.98632813","'64.69726563","'61.52343750",
"'84.66796875","'92.08984375","'92.08984375","'91.35742188","'91.35742188","'91.40625000","'64.69726563","'61.52343750",
"'84.66796875","'91.45507813","'94.09179688","'94.14062500","'92.08984375","'91.40625000","'64.69726563","'61.52343750",
"'89.16015625","'86.81640625","'89.30664063","'89.35546875","'87.40234375","'88.03710938","'90.08789063","'89.35546875",
"'87.84179688","'85.54687500","'87.98828125","'88.03710938","'86.13281250","'86.76757813","'88.76953125","'88.03710938",
"'87.93945313","'85.64453125","'88.08593750","'88.13476563","'86.23046875","'86.81640625","'88.81835938","'88.13476563",
"'88.13476563","'85.83984375","'88.28125000","'88.33007813","'86.42578125","'87.01171875","'89.01367188","'88.33007813",
"'88.37890625","'86.03515625","'88.52539063","'88.57421875","'86.62109375","'87.25585938","'89.25781250","'88.57421875",
"'92.04101563","'89.64843750","'92.18750000","'92.23632813","'90.23437500","'90.86914063","'92.96875000","'92.23632813",
"'80.12695313","'78.02734375","'80.22460938","'80.27343750","'78.56445313","'79.10156250","'80.95703125","'80.27343750",
"'80.46875000","'78.32031250","'80.56640625","'80.61523438","'78.85742188","'79.44335938","'81.25000000","'80.61523438",
"'87.74414063","'85.44921875","'87.89062500","'87.93945313","'86.03515625","'86.66992188","'88.67187500","'87.93945313",
"'86.81640625","'84.52148438","'86.96289063","'87.01171875","'85.10742188","'85.74218750","'87.69531250","'87.01171875",
"'89.55078125","'87.20703125","'89.69726563","'89.74609375","'87.79296875","'88.42773438","'90.47851563","'89.74609375",
"'89.01367188","'86.71875000","'89.16015625","'89.20898438","'87.30468750","'87.89062500","'89.94140625","'89.20898438",
"'88.96484375","'86.62109375","'89.06250000","'89.11132813","'87.20703125","'87.84179688","'89.84375000","'89.11132813",
"'87.10937500","'84.81445313","'87.25585938","'87.25585938","'85.40039063","'85.98632813","'87.98828125","'87.25585938",
"'93.75000000","'91.30859375","'93.89648438","'93.94531250","'91.89453125","'92.57812500","'94.67773438","'93.94531250",
