"'Table 3-Styrax seed maturity on","'japonicus, Japanese seed germination","'snowbell: effect of",
"'Harvest date","'Mean peak germination* (%)","'Mean no. of weeks until peak germ.",
"'","'","'",
"'1999","'","'",
"'23 June","'0","'-",
"'14 July","'0","'-",
"'27 July","'0","'-",
"'10 Aug","'7 d","'3.0 b",
"'25 Aug","'67 C","'6.0 a",
"'8 Sept","'80 b","'7.0 a",
"'22 Sept","'83 ab","'4.0 b",
"'5 Oct","'84 a","'4.5 ab",
"'26 Oct","'80 b","'3.0 b",
"'2000","'","'",
"'19 July","'0","'-",
"'2 Aug","'0","'-",
"'16 Aug","'5 e","'2.3 C",
"'30 Aug","'16 d","'7.0 a",
"'13 Sept","'65 C","'8.0 a",
"'4 Oct","'73 b","'4.7 b",
"'19 Oct","'88 a","'6.0 ab",
,,

'Confidence Scores % (Table Cell)
"'92.08984375","'92.08984375","'92.08984375",
"'62.93945313","'89.99023438","'93.65234375",
"'51.56250000","'51.56250000","'51.56250000",
"'73.92578125","'73.92578125","'73.92578125",
"'59.22851563","'84.66796875","'88.13476563",
"'56.44531250","'80.71289063","'83.98437500",
"'57.32421875","'81.98242188","'85.35156250",
"'56.73828125","'81.10351563","'84.42382813",
"'59.86328125","'85.59570313","'89.06250000",
"'57.51953125","'82.27539063","'85.59570313",
"'58.54492188","'83.74023438","'87.15820313",
"'57.32421875","'81.93359375","'85.30273438",
"'59.76562500","'85.44921875","'88.96484375",
"'80.56640625","'80.56640625","'80.56640625",
"'59.08203125","'84.47265625","'87.93945313",
"'56.15234375","'80.27343750","'83.54492188",
"'56.10351563","'80.22460938","'83.49609375",
"'56.83593750","'81.29882813","'84.61914063",
"'57.56835938","'82.32421875","'85.64453125",
"'53.36914063","'76.31835938","'79.44335938",
"'61.71875000","'88.28125000","'91.84570313",
