"'Table 7-Tsuga,","'hemlock:","'stratification","'period,","'germination test","'conditions,","'and results","'","'","'",
"'","'Cold","'Daily","'Germination","'test","'condions","'","'","'","'",
"'","'strati- fication*","'light period","'Temp","'(C)","'","'Germination","'rate","'Germin- ation","'",
"'Species","'(days)","'(hrs)","'Day","'Night","'Days","'(%)","'(days)","'(%)","'Samples",
"'T. canadensis","'60-120","'-","'30","'20","'60","'10-55","'15-30","'38","'15",
"'","'0-30","'-","'22","'22","'-","'6-62","'28","'10-66","'9-12",
"'","'21-30","'8","'16","'16","'28","'","'-","'-","'",
"'","'20","'8","'15","'15","'28","'","'-","'60","'3",
"'","'40","'8","'15","'15","'28","'-","'-","'45","'3",
"'","'90","'8","'15","'15","'28","'-","'-","'61","'9",
"'T. caroliniana","'0","'8","'30","'20","'28","'-","'-","'40-80","'9",
"'","'21-30","'8","'30","'20","'28","'","'","'51-57","'3",
"'","'0-120","'16","'22","'22","'34","'-","'-","'82-91","'5",
"'T. heterophylla","'0","'8","'20","'20","'28-35","'49","'21","'53","'146",
"'","'0-90","'-","'16","'11","'30","'38","'20-30","'56","'25",
"'","'0","'8","'15","'15","'35","'","'","'86","'44",
"'","'28","'8","'15","'15","'35","'-","'-","'86","'43",
"'T. mertensiana","'0-90","'-","'30","'20","'25-30","'62-75","'16-20","'47","'4",
"'","'-","'Dark","'20","'20","'28","'","'-","'91","'19",
"'","'-","'8","'20","'20","'28","'","'","'90","'19",
"'","'90","'-","'30","'20","'60","'61","'16","'62","'I",
"'","'0","'8","'20","'20","'28","'-","'-","'81","'4",
"'","'28","'8","'20","'20","'28","'-","'-","'97","'3",
"'","'90","'8","'20","'20","'28","'-","'-","'72","'5",
"'","'","'","'","'","'","'","'","'","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
"'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375","'93.65234375",
"'94.97070313","'88.67187500","'92.43164063","'95.01953125","'95.01953125","'95.01953125","'94.67773438","'94.67773438","'42.62695313","'33.71582031",
"'94.97070313","'88.67187500","'92.43164063","'95.45898438","'95.45898438","'88.18359375","'94.67773438","'94.67773438","'42.62695313","'33.71582031",
"'94.97070313","'88.67187500","'92.43164063","'88.62304688","'91.40625000","'88.18359375","'89.89257813","'90.42968750","'42.62695313","'33.71582031",
"'80.85937500","'88.57421875","'91.74804688","'88.37890625","'91.16210938","'91.25976563","'89.69726563","'90.18554688","'88.91601563","'90.42968750",
"'80.85937500","'81.98242188","'84.91210938","'81.78710938","'84.37500000","'84.47265625","'83.00781250","'83.49609375","'82.32421875","'83.69140625",
"'80.85937500","'84.32617188","'87.35351563","'84.17968750","'86.81640625","'86.91406250","'85.40039063","'85.88867188","'84.71679688","'86.13281250",
"'80.85937500","'85.59570313","'88.67187500","'85.44921875","'88.13476563","'88.23242188","'86.66992188","'87.20703125","'85.98632813","'87.40234375",
"'80.85937500","'83.88671875","'86.86523438","'83.69140625","'86.37695313","'86.42578125","'84.96093750","'85.44921875","'84.22851563","'85.64453125",
"'80.85937500","'86.57226563","'89.64843750","'86.37695313","'89.11132813","'89.20898438","'87.64648438","'88.13476563","'86.91406250","'88.37890625",
"'90.47851563","'78.90625000","'81.68945313","'78.71093750","'81.20117188","'81.29882813","'79.88281250","'80.32226563","'79.24804688","'80.56640625",
"'90.47851563","'85.15625000","'88.18359375","'84.96093750","'87.64648438","'87.74414063","'86.23046875","'86.71875000","'85.49804688","'86.96289063",
"'90.47851563","'83.00781250","'85.98632813","'82.86132813","'85.44921875","'85.54687500","'84.08203125","'84.57031250","'83.39843750","'84.76562500",
"'89.06250000","'85.93750000","'89.01367188","'85.74218750","'88.47656250","'88.52539063","'87.01171875","'87.50000000","'86.27929688","'87.74414063",
"'89.06250000","'83.39843750","'86.37695313","'83.20312500","'85.83984375","'85.93750000","'84.42382813","'84.91210938","'83.74023438","'85.15625000",
"'89.06250000","'81.44531250","'84.32617188","'81.25000000","'83.83789063","'83.93554688","'82.47070313","'82.91015625","'81.78710938","'83.15429688",
"'89.06250000","'83.25195313","'86.23046875","'83.05664063","'85.69335938","'85.79101563","'84.27734375","'84.76562500","'83.59375000","'85.00976563",
"'78.85742188","'85.25390625","'88.28125000","'85.05859375","'87.74414063","'87.84179688","'86.32812500","'86.81640625","'85.59570313","'87.06054688",
"'78.85742188","'81.83593750","'84.76562500","'81.68945313","'84.22851563","'84.32617188","'82.86132813","'83.34960938","'82.17773438","'83.54492188",
"'78.85742188","'81.83593750","'84.76562500","'81.68945313","'84.22851563","'84.32617188","'82.86132813","'83.34960938","'82.17773438","'83.54492188",
"'78.85742188","'81.00585938","'83.93554688","'80.85937500","'83.39843750","'83.49609375","'82.03125000","'82.51953125","'81.34765625","'82.71484375",
"'78.85742188","'81.29882813","'84.17968750","'81.15234375","'83.69140625","'83.78906250","'82.32421875","'82.81250000","'81.64062500","'83.00781250",
"'78.85742188","'80.90820313","'83.78906250","'80.71289063","'83.25195313","'83.34960938","'81.93359375","'82.37304688","'81.25000000","'82.56835938",
"'78.85742188","'47.87597656","'77.09960938","'85.83984375","'49.26757813","'87.10937500","'88.42773438","'87.25585938","'83.30078125","'76.26953125",
"'78.85742188","'39.91699219","'77.09960938","'85.83984375","'41.08886719","'87.10937500","'88.42773438","'87.25585938","'83.30078125","'76.26953125",
