"'","'","'","'","'",
"'","'","'Achenes/weight","'","'Viability",
"'Species","'/g","'/lb","'%","'Test",
"'","'","'","'","'",
"'SHRUBS","'","'","'","'",
"'E. corymbosum","'900","'410,000","'93","'Post-chilling cut test",
"'","'2,000","'900,000","'","'",
"'E. fasciculatum","'1,330","'600,000","'4-34","'Germination %, no pretreatment",
"'","'520-1,085","'236,000-490,000","'20-46","'Germination %, no pretreatment",
"'E. heermannii","'660","'300,000","'95","'Post-chilling cut test",
"'SUBSHRUBS","'","'","'","'",
"'E. brevicaule","'700","'320,000","'84","'Post-chilling cut test",
"'E. heracleoides","'350","'160,000","'95","'Post-chilling cut test",
"'","'310","'141,000","'87","'Post-chilling cut test",
"'E. jamesii","'350","'160,000","'","'",
"'E. niveum","'1,290-1,360","'585,000-620,000","'52-72","'Germination %; no pretreatment",
"'E. umbellatum","'470","'213,000","'86","'Post-chilling cut test",
"'","'265","'120,000","'-","'",
"'PULVINATE/MAT-FORMING","'","'","'","'",
"'E. bicolor","'960","'436,000","'47","'Post-chilling cut test",
"'E. ovalifolium","'990","'450,000","'95","'Post-chilling cut test",
"'E. shockleyi","'750","'340,000","'86","'Post-chilling cut test",
,,,,

'Confidence Scores % (Table Cell)
""'65.38085938","'65.38085938","'65.38085938","'65.38085938","'65.38085938",
"'76.07421875","'91.50390625","'91.50390625","'93.75000000","'93.75000000",
"'76.07421875","'89.94140625","'95.11718750","'88.76953125","'94.04296875",
"'60.30273438","'60.30273438","'60.30273438","'60.30273438","'60.30273438",
"'75.83007813","'75.83007813","'75.83007813","'75.83007813","'75.83007813",
"'56.78710938","'71.33789063","'75.43945313","'70.41015625","'74.56054688",
"'56.78710938","'66.99218750","'70.84960938","'66.11328125","'70.01953125",
"'50.29296875","'68.99414063","'72.94921875","'68.06640625","'72.11914063",
"'50.29296875","'71.33789063","'75.43945313","'70.41015625","'74.56054688",
"'94.53125000","'90.13671875","'95.31250000","'88.96484375","'94.23828125",
"'78.61328125","'78.61328125","'78.61328125","'78.61328125","'78.61328125",
"'93.45703125","'89.16015625","'94.28710938","'87.98828125","'93.16406250",
"'40.64941406","'77.14843750","'81.59179688","'76.17187500","'80.66406250",
"'40.64941406","'70.55664063","'74.60937500","'69.62890625","'73.77929688",
"'92.23632813","'87.98828125","'93.01757813","'86.81640625","'91.94335938",
"'87.69531250","'83.64257813","'88.42773438","'82.51953125","'87.40234375",
"'40.72265625","'70.01953125","'74.07226563","'69.09179688","'73.19335938",
"'40.72265625","'71.14257813","'75.24414063","'70.21484375","'74.36523438",
"'78.27148438","'78.27148438","'78.27148438","'78.27148438","'78.27148438",
"'92.28515625","'87.98828125","'93.06640625","'86.86523438","'91.99218750",
"'83.88671875","'80.02929688","'84.61914063","'78.95507813","'83.64257813",
"'94.67773438","'90.33203125","'95.50781250","'89.11132813","'94.43359375",
