"'","'","'","'","'","'","'","'","'","'",
"'","'Cold","'","'Germination test","'conditions","'Germination","'rate","'","'","'",
"'","'stratification","'Temp","'(C)","'","'Amount","'","'","'Germination","'Soundness",
"'Species","'period* (days)","'Day","'Night","'Days","'(%)","'Days","'Avg (%)","'Samples","'(%)",
"'A. glutinosa (Pennsylvania)","'0","'30","'21","'28","'-","'-","'52","'7","'-",
"'A. glutinosa (Finland)","'","'","'","'","'","'","'","'","'",
"'fresh seed","'0","'25","'25","'21","'21","'5","'28","'I","'43",
"'dried seed","'0","'25","'25","'21","'9","'5","'13","'I","'43",
"'dried seed","'180","'25","'25","'21","'27","'5","'35","'I","'43",
"'dried seed","'180+3+","'25","'25","'21","'35","'5","'46","'I","'43",
"'A. incana (Europe)","'0","'21","'21","'30","'-","'-","'45","'100","'-",
"'A. incana (Finland)","'","'","'","'","'","'","'","'","'",
"'fresh seeds","'0","'25","'25","'21","'21","'5","'29","'I","'45",
"'dried seeds","'0","'25","'25","'21","'12","'5","'16","'I","'45",
"'dried seeds","'180","'25","'25","'21","'25","'5","'34","'I","'45",
"'dried seeds","'180+3+","'25","'25","'21","'38","'5","'49","'I","'45",
"'A. i. ssp. tenuifolia fresh seeds","'0","'30","'20","'26","'4","'13","'4","'I","'6",
"'A. rhombifolia","'","'","'","'","'","'","'","'","'",
"'fresh seeds","'0","'30","'20","'30","'59","'14","'59","'I","'65",
"'A. rubra","'0","'24","'16","'7","'56","'7","'56","'4","'-",
"'dried seeds","'0-60","'30$","'20","'28","'18","'7","'71","'6","'-",
"'fresh seeds","'0","'30","'20","'28","'21","'7","'75","'6","'87",
"'fresh seeds","'14","'30","'20","'28","'42","'7","'72","'6","'87",
"'fresh seeds","'28","'30","'20","'28","'49","'7","'72","'6","'87",
"'fresh seeds","'0","'15","'5","'56","'0","'21","'16","'6","'87",
"'fresh seeds","'14","'15","'5","'56","'17","'21","'63","'6","'87",
"'fresh seeds","'28","'15","'5","'56","'54","'21","'80","'6","'87",
"'A. serrulata","'Il","'27","'23","'10","'27","'2","'36","'I","'-",
"'A. viridis","'","'","'","'","'","'","'","'","'",
"'ssp. crispa","'60","'30","'20","'30-40","'28","'12","'28","'3","'30-40",
"'ssp. sinuata","'14","'30","'20","'21","'5","'7","'14","'I","'",
,,,,,,,,,

'Confidence Scores % (Table Cell)
""'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500","'45.70312500",
"'84.66796875","'88.42773438","'91.74804688","'91.74804688","'91.74804688","'90.38085938","'90.38085938","'80.76171875","'80.76171875","'75.97656250",
"'84.66796875","'88.42773438","'80.85937500","'80.85937500","'48.73046875","'45.99609375","'46.38671875","'80.76171875","'80.76171875","'75.97656250",
"'84.66796875","'88.42773438","'84.86328125","'88.52539063","'48.73046875","'45.99609375","'46.38671875","'89.01367188","'86.52343750","'75.97656250",
"'94.77539063","'92.72460938","'91.45507813","'95.45898438","'94.43359375","'95.99609375","'93.01757813","'95.99609375","'93.31054688","'95.60546875",
"'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938","'42.72460938",
"'81.20117188","'79.39453125","'78.32031250","'81.73828125","'80.90820313","'82.22656250","'79.63867188","'82.22656250","'79.88281250","'81.88476563",
"'91.35742188","'89.35546875","'88.13476563","'91.99218750","'91.01562500","'92.52929688","'89.64843750","'92.52929688","'89.89257813","'92.13867188",
"'89.16015625","'87.20703125","'86.03515625","'89.74609375","'88.81835938","'90.28320313","'87.45117188","'90.28320313","'87.74414063","'89.89257813",
"'90.77148438","'88.81835938","'87.59765625","'91.40625000","'90.47851563","'91.94335938","'89.06250000","'91.94335938","'89.35546875","'91.55273438",
"'94.43359375","'92.33398438","'91.11328125","'95.06835938","'94.09179688","'95.60546875","'92.62695313","'95.60546875","'92.91992188","'95.21484375",
"'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406","'44.55566406",
"'76.22070313","'74.56054688","'73.58398438","'76.75781250","'75.97656250","'77.19726563","'74.80468750","'77.19726563","'75.04882813","'76.90429688",
"'89.30664063","'87.40234375","'86.18164063","'89.94140625","'89.01367188","'90.47851563","'87.64648438","'90.47851563","'87.93945313","'90.08789063",
"'89.89257813","'87.93945313","'86.76757813","'90.52734375","'89.55078125","'91.01562500","'88.18359375","'91.01562500","'88.47656250","'90.67382813",
"'89.99023438","'88.03710938","'86.81640625","'90.62500000","'89.64843750","'91.11328125","'88.28125000","'91.11328125","'88.57421875","'90.77148438",
"'40.18554688","'39.30664063","'38.79394531","'40.47851563","'40.03906250","'40.69824219","'39.42871094","'40.69824219","'39.55078125","'40.52734375",
"'36.98730469","'36.98730469","'87.59765625","'46.55761719","'46.06933594","'37.67089844","'37.47558594","'38.25683594","'45.50781250","'46.63085938",
"'46.43554688","'45.41015625","'87.59765625","'46.75292969","'46.26464844","'37.67089844","'37.47558594","'38.25683594","'45.70312500","'46.82617188",
"'89.99023438","'88.03710938","'86.81640625","'90.62500000","'89.64843750","'91.11328125","'88.28125000","'91.11328125","'88.57421875","'90.77148438",
"'87.25585938","'85.35156250","'84.22851563","'87.89062500","'86.96289063","'88.37890625","'85.59570313","'88.37890625","'85.88867188","'87.98828125",
"'86.13281250","'84.22851563","'83.10546875","'86.71875000","'85.83984375","'87.20703125","'84.52148438","'87.20703125","'84.76562500","'86.86523438",
"'86.47460938","'84.57031250","'83.44726563","'87.06054688","'86.13281250","'87.54882813","'84.81445313","'87.54882813","'85.10742188","'87.20703125",
"'87.35351563","'85.44921875","'84.27734375","'87.98828125","'87.06054688","'88.47656250","'85.69335938","'88.47656250","'85.98632813","'88.08593750",
"'85.59570313","'83.74023438","'82.61718750","'86.23046875","'85.30273438","'86.66992188","'83.98437500","'86.66992188","'84.27734375","'86.32812500",
"'86.27929688","'84.37500000","'83.25195313","'86.86523438","'85.93750000","'87.35351563","'84.66796875","'87.35351563","'84.91210938","'87.01171875",
"'89.20898438","'87.30468750","'86.13281250","'89.84375000","'88.91601563","'90.38085938","'87.54882813","'90.38085938","'87.84179688","'89.99023438",
"'94.14062500","'92.08984375","'90.82031250","'94.77539063","'93.79882813","'95.31250000","'92.38281250","'95.31250000","'92.62695313","'94.92187500",
"'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906","'44.16503906",
"'58.54492188","'57.27539063","'56.49414063","'58.93554688","'58.30078125","'59.27734375","'57.42187500","'59.27734375","'57.61718750","'59.03320313",
"'87.84179688","'85.88867188","'84.76562500","'88.42773438","'87.50000000","'88.91601563","'86.18164063","'88.91601563","'86.42578125","'88.57421875",
