"'Table 2-Fraxinus,","'ash: flowering","'habit and phenology","'of flowering and","'fruiting","'",
"'Species","'Location","'Flowering","'Flowering habit","'Fruit ripening","'Seed dispersal",
"'F. americana","'","'Apr-May","'Dioecious","'Oct-Nov","'Sept-Dec",
"'F. caroliniana","'-","'Feb-Mar","'Dioecious","'Aug-Oct","'-",
"'F. dipetala","'California","'Apr-May","'Perfect","'July-Sept","'-",
"'F. excelsion","'-","'Apr-May","'Polygamous","'Aug-Sept","'Winter-early spring",
"'F. latifolia","'","'Apr-May","'Dioecious","'Aug-Sept","'Sept-Oct",
"'F. nigra","'-","'May-June","'Polygamous","'June-Sept","'July-Oct",
"'F. ornus","'NE US","'May-June","'Polygamous","'","'",
"'F. pennsylvanica","'-","'Mar-May","'Dioecious","'Sept-Oct","'Oct-spring",
"'F. profunda","'-","'Apr-May","'Dioecious","'Sept-Oct","'Oct-Dec",
"'F. quadrangulata","'-","'Mar-Apr","'Perfect","'June-Oct","'-",
"'F. uhdei","'Hawaii","'Mar-May","'Dioecious","'July-Sept","'July-Sept",
"'","'Puerto Rico","'Nov-Jan","'","'Aug","'-",
"'F. velutina","'-","'Mar-Apr","'Dioecious","'Sept","'-",
,,,,,

'Confidence Scores % (Table Cell)
"'92.38281250","'92.38281250","'92.38281250","'92.38281250","'92.38281250","'92.38281250",
"'92.77343750","'91.40625000","'91.21093750","'94.58007813","'93.75000000","'92.72460938",
"'90.52734375","'89.20898438","'89.01367188","'92.28515625","'91.50390625","'90.47851563",
"'88.03710938","'86.76757813","'86.62109375","'89.79492188","'89.01367188","'87.98828125",
"'89.99023438","'88.72070313","'88.52539063","'91.74804688","'90.96679688","'89.94140625",
"'90.28320313","'89.01367188","'88.81835938","'92.04101563","'91.25976563","'90.23437500",
"'89.16015625","'87.89062500","'87.69531250","'90.91796875","'90.13671875","'89.11132813",
"'90.82031250","'89.50195313","'89.30664063","'92.57812500","'91.79687500","'90.77148438",
"'89.50195313","'88.23242188","'88.03710938","'91.25976563","'90.47851563","'89.45312500",
"'89.59960938","'88.28125000","'88.13476563","'91.35742188","'90.57617188","'89.55078125",
"'89.30664063","'88.03710938","'87.84179688","'91.06445313","'90.28320313","'89.25781250",
"'89.94140625","'88.67187500","'88.47656250","'91.69921875","'90.91796875","'89.89257813",
"'41.96777344","'79.19921875","'79.00390625","'81.88476563","'81.20117188","'80.27343750",
"'41.96777344","'70.16601563","'70.01953125","'72.55859375","'71.92382813","'71.14257813",
"'41.96777344","'41.35742188","'41.25976563","'42.77343750","'42.40722656","'41.94335938",
