"'Table I-Fremontodendron,","'fremontia: common names and occurred","'",
"'Scientific name","'Common name(s)","'Distribution",
"'F. californicum (Torr.) Coville F. decumbens R. Lloyd F. mexicanum A. Davids.","'California fremontia, flannelbush eldorado fremontia, California flannelbush Mexican fremontia, Mexican flannelbush","'N to S California & central Arizona One location in Eldorado Co., California San Diego Co., California & N Baja California",
"'Source: Kelman (1991).","'","'",
,,

'Confidence Scores % (Table Cell)
"'77.44140625","'77.44140625","'77.44140625",
"'85.35156250","'85.93750000","'87.30468750",
"'47.68066406","'48.02246094","'48.77929688",
"'83.15429688","'83.69140625","'85.00976563",
