"'Aldhous JR. 1972. Nursery practice. Bull. 43. London: Forestry Commission. 194 p.","'For. Pub. 5. Washington, DC: USDA Civilian Conservation Corps. 42 p. Nikolaeva MG. 1967. Fiziologiya glubokogo pokoya semyan. Akad. Nauk",
"'Arrillaga I, Marzo T. Segura J. 1992. Embryo culture of Fraxinus ornus and Sorbus domestica removes seed dormancy. Hortscience 27: 371.","'SSSR, Bot. Inst. V. L. Komarova. Izdatel'stvo ""Nauka," Lenin Grad. [Physiology of deep dormancy in seeds. 1969. Transl. TT 68-50463.",
"'AOSA [Association of Official Seed Analysts]. 1993. Rules for testing seeds. Journal of Seed Technology 16(3): I-113. Barger JH, Davidson RH. 1967. A life history of the ash seed weevils, Thysanocnemis bischoffi Blatchley and T. helvola Leconte. Ohio Journal of Science 67(2): 123-127.","'Springfield, VA: USDC National Technical Information Center. 220 p.] Owston PW. 1990. Fraxinus latifolia Benth., Oregon ash. In: Burns RM, Honkala BH, tech. coords. Silvics of North America. Volume 2, Hardwoods. Agric. Handbk. 654. Washington, DC: USDA Forest Service: 339-343.",
"'Barton LV. 1945. Viability of seeds of Fraxinus after storage. Contributions of the Boyce Thompson Institute 13: 427-432.","'Piotto B. 1994. Effects of temperature on germination of stratified seeds of three ash species. Seed Science and Technology 519-529.",
"'Bonner FT. 1963. Some southern hardwoods can be air-layered. Journal of Forestry 923.","'Rehder A. 1940. Manual of cultivated trees and shrubs hardy in North America, exclusive of the subtropical and warmer temperate regions.",
"'Bonner FT. 1973. Timing collections of samaras of Fraxinus pennsylvanica","'2nd ed. New York: Macmillan. 996 p.",
"'Marsh. in the southern United States. In: International Symposium on Seed Processing. Volume I, Seed processing (IUFRO S2.01.06). 1973 September; Bergen, Norway. Stockholm: Royal College of Forestry: 7 p. Bonner FT. 1974. Fraxinus L., ash. In: Schopmeyer CS, tech. coord. Seeds of","'Schlesinger RC. 1990. Fraxinus americana L., white ash. In: Burns RM, Honkala BH, tech. coords. Silvics of North America. Volume 2, Hardwoods. Agric. Handbk. 654. Washington, DC: USDA Forest Service: 333-338.",
"'woody plants in the United States. Agric. Handbk. 450. Washington, DC: USDA Forest Service: 411-416.","'Soljanik I. 1961. [Producing seedlings from unripe forest seed.] Sumarstvo 14(5/6): 161-167 [Transl. TT-67-58012. Springfield, VA: USDC National",
"'Bonner FT. 1975. Germination temperatures and prechill treatments for","'Technical Information Center].",
"'white ash (Fraxinus americana L.). Proceedings of the Association of Official Seed Analysts 65: 60-65. Brown CL, Kirkman LK. 1990. Trees of Georgia and adjacent states. Portland, OR: Timber Press. 292 p.","'Solomon JD, Leininger TD, Wilson AD, Anderson RL, Thompson LC, McCracken Fl. 1993. Ash pests: a guide to major insects, diseases, air pollution injury, and chemical injury. Gen. Tech. Rep. SO-96. New Orleans: USDA Forest Service, Southern Forest Experiment Station.",
"'Clausen KE. 1984. Survival and early growth of white ash provenances and","'45 p.",
"'progenies in 19 plantations. Canadian Journal of Forest Research 14: 775-782.","'Sondheimer E, Galson EC, Tinelli E, Walton DC. 1974. The metabolism of hormones during seed germination and dormancy: 4. The metabolism of",
"'Clausen KE, Kung FH, Bey CF, Daniels RA. 1981. Variation in white ash. Silvae Genetica 0(2/3): 93-97.","'(5)-2-14C-abscisic acid in ash (Fraxinus americana) embryos. Plant Physiology 54: 803-808.",
"'Cram WH. 1984. Presowing treatments and storage for green ash seeds. Tree Planters' Notes 35(1): 20-21.","'Steinbauer GP. 1937. Dormancy and germination of Fraxinus seeds. Plant Physiology 2:813-824.",
"'Cram WH, Lindquist CH. 1982. Germination of green ash is related to seed moisture content at harvest. Forest Science 28:809-812. Dirr MA, Heuser CW Jr. 1987. The reference manual of woody plant prop- agation. Athens, GA: Varsity Press. 239 p.","'Steiner KC, Williams MW, Hayes DH de, Hall RB, Eckert RT, Bagley WT, Lemmien WA, Karnosky DF, Carter KK, Cech FC. 1988. Juvenile per- formance in a range-wide provenance test of Fraxinus pennsylnanica Marsh. Silvae Genetica 37(3/4): 104-111.",
"'Eliason EJ. 1965. Treatment of forest tree seed to overcome dormancy prior to direct seeding. In: Direct Seeding in the Northeast: A Symposium. Amherst: University of Massachusetts Experiment Station: 87-91.","'Stinemetz CL, Roberts BR. 1984. An analysis of the gibberellic and abscisic acid content of white ash seeds. Journal of Arboculture 10: 283-285. Suszka B, Muller C, Bonnet-Masimbert M. 1996. Seeds of forest broadleaves from harvest to sowing. In: Gordon A, trans. Paris: Institute",
"'Francis JK. 1990. Fraxinus uhdei (Wenzig) Lingelsh. Fresno, tropical ash. In: Silvics manual. SO-ITF-SM-28. New Orleans: USDA Forest Service, Southern Forest Experiment Station. 4 p.","'National de la Recherche Agronimique. 294 p. Tinus RW. 1982. Effects of dewinging, soaking, stratification, and growth reg- ulators on germination of green ash seed. Canadian Journal of Forest",
"'Gendel SM, Fosket DE, Miksche JP. 1977. Increasing white ash seed germina-","'Research 12:931-935.",
"'tion by embryo dissection. Res. Note NC-220. St. Paul, MN: USDA Forest Service, North Central Forest Experiment Station. 3 p.","'Tylkowski T. 1990. Mediumless stratification and dry storage of after-ripened seeds of Fraxinus excelsior L. Arboretum Kornickie 35: 143-152 [Seed",
"'Harms WR. 1990. Fraxinus profunda (Bush) Bush, pumpkin ash. In: Burns RM,","'Abstracts 18(4): 1150; 1995].",
"'Honkala BH, tech. coords. Silvics of North America. Volume 2, Hardwoods. Agric. Handbk. 654. Washington, DC: USDA Forest Service: 355-357.","'Tylkowski T. 1993. After-ripening of European ash (Fraxinus excelsior) seeds matured in dry weather conditions. Arboretum Kornickie 38: 131-139 [Seed Abstracts 18(12): 4022; 1995].",
"'Heit CE. 1967. Propagation from seed: 11. Storage of deciduous tree and shrub seeds. American Nurseryman 126(10): 12-13, 86-94. Hendrix KW, Lowe WJ. 1990. Geographic variation of green ash in the Western Gulf region. Silvae Genetica 9(3/4): 95-103.","'Tzou DS, Galson EC, Sondheimer E. 1973. The metabolism of hormones during seed germination and release from dormancy: 3. The effects and metabolism of zeatin in dormant and nondormant ash embryos. Plant Physiology 51: 894-897.",
"'Houston DB. 1976. Determining the quality of white ash seed lots by x-ray analysis. Tree Planters' Notes 27(2): 8, 23. ISTA [International Seed Testing Association]. 1993. International rules for seed testing: Rules 1993. Seed Science & Technology 21 (Suppl.): I-259. Karrfalt RP. 1992. Increasing hardwood seed quality with brush machines. Tree Planters' Notes 43(2): 33-35.","'Van Deusen JL, Cunningham RA. 1982. Green ash seed sources for North Dakota. Res. Pap. RN-236. Fort Collins, CO: USDA Forest Service, Rocky Mountain Forest and Range Experiment Station. 5 p. Vanstone DE, LaCroix LJ. 1975. Embryo maturity and dormancy of black ash. Journal of the American Society for Horticultural Science 100: 630-632.",
"'Kennedy HE Jr. 1990. Fraxinus pennsylvanica Marsh., green ash. In: Burns RM, Honkala BH, tech. coords. Silvics of North America. Volume 2, Hardwoods. Agric. Handbk. 654. Washington, DC: USDA Forest Service: 348-354.","'Vines RA. 1960. Trees, shrubs, and woody vines of the Southwest. Austin: University of Texas Press. 1104 p. Walle C, ed. 1987. Germination uniformity of Fraxinus excelsior controlled be seed water content during cold treatment. Physiologia Plantarum 69:",
"'Kentzer T. 1966. Gibberellin-like substances and growth inhibitors in relation to the dormancy and after-ripening of ash seeds (Fraxinus excelsior L.). Acta Societatis Botanicorum Poloniae 35(4): 575-585. Krinard RM. 1989. Stand parameters of to 15-year old green ash plant- ings. Res. Note SO-352. New Orleans: USDA Forest Service, Southern Forest Experiment Station. 4 p. Little EL Jr. 1979. Checklist of United States trees (native and naturalized). Agric. Handbk. 541. Washington, DC: USDA Forest Service. 375 P.","'645-650. Williams RD, Hanks SH. 1976. Hardwood nurseryman's guide. Agric. Handbk. 473. Washington, DC: USDA Forest Service. 78 p. Winstead JE, Smith BJ, Wardell GI. 1977. Fruit weight clines in populations of ash, ironwood, cherry, dogwood and maple. Castanea 42(1): 56-60. Wright JW, Rauscher HM. 1990. Fraxinus nigra Marsh., black ash. In: Burns RM, Honkala BH, tech. coords. Silvics of North America. Volume 2, Hardwoods. Agric. Handbk. 654. Washington, DC: USDA Forest Service:",
"'Marshall PE. 1981. Methods for stimulating green ash seed germination. Tree Planters' Notes 32(3): 9-11.","'344-347.",
"'McBride JR, Dickson R. 1972. Gibberellic, citric acids and stratification enhance white ash germination. Tree Planters Notes 23(3): 1-2.","'",
"'Mirov NT, Kraebel CJ. 1939. Collecting and handling seeds of wild plants.","'",
,

'Confidence Scores % (Table Cell)
"'42.01660156","'41.74804688",
"'40.16113281","'39.91699219",
"'35.64453125","'35.42480469",
"'54.05273438","'53.75976563",
"'39.81933594","'30.61523438",
"'36.20605469","'30.61523438",
