"'Table 5-Fraxinus,","'ash: stratification treatments","'to promote","'germination","'","'",
"'","'","'Warm","'period","'Cold","'period",
"'Species","'Medium","'Temp (C)","'Days","'Temp (°C)","'Days",
"'F. americana","'Sand","'20-30","'30","'5","'60",
"'","'Plastic bag*","'","'","'3","'56-84",
"'F. caroliniana","'Plastic bag*","'","'","'3","'60",
"'F. dipetala","'Sand, peat","'","'","'2-5","'90",
"'F. excelsior","'Sandt","'","'","'Cool#","'480-540",
"'","'Sand, peat, or plastic bag*","'20","'60-90","'4-5","'60-90",
"'F. nigra","'Sand","'20-30","'60","'5","'90",
"'","'Peat","'21","'126","'4","'90",
"'F. ornus","'Soil","'Warmt","'30","'Cold#","'90",
"'F. pennsylvanica","'Moist substrate","'20","'60","'0-5","'210",
"'","'Plastic bag*","'","'","'2-5","'60-150",
"'F. profunda","'Moist paper","'","'","'5","'60",
"'F. quadrangulata","'Sand","'20-30","'60","'5","'90",
"'F. uhdei","'","'","'0","'-","'0",
"'F. velutina","'Sand, soil","'","'","'2-5","'90",
,,,,,

'Confidence Scores % (Table Cell)
"'88.33007813","'88.33007813","'88.33007813","'88.33007813","'88.33007813","'88.33007813",
"'64.06250000","'58.15429688","'92.87109375","'92.87109375","'93.50585938","'93.50585938",
"'64.06250000","'58.15429688","'92.96875000","'90.67382813","'93.60351563","'91.94335938",
"'53.41796875","'92.33398438","'92.13867188","'89.89257813","'92.82226563","'91.16210938",
"'53.41796875","'77.78320313","'77.63671875","'75.78125000","'78.17382813","'76.80664063",
"'89.59960938","'90.86914063","'90.67382813","'88.47656250","'91.35742188","'89.74609375",
"'89.20898438","'90.47851563","'90.33203125","'88.13476563","'90.96679688","'89.35546875",
"'48.04687500","'83.88671875","'83.74023438","'81.68945313","'84.32617188","'82.81250000",
"'48.04687500","'81.54296875","'81.34765625","'79.39453125","'81.93359375","'80.51757813",
"'51.07421875","'88.08593750","'87.89062500","'85.79101563","'88.52539063","'86.96289063",
"'51.07421875","'83.20312500","'83.00781250","'81.00585938","'83.59375000","'82.12890625",
"'89.45312500","'90.72265625","'90.52734375","'88.33007813","'91.21093750","'89.59960938",
"'48.82812500","'77.34375000","'77.19726563","'75.29296875","'77.73437500","'76.36718750",
"'48.82812500","'70.21484375","'70.06835938","'68.35937500","'70.55664063","'69.33593750",
"'85.49804688","'86.71875000","'86.52343750","'84.42382813","'87.15820313","'85.64453125",
"'85.20507813","'86.42578125","'86.27929688","'84.17968750","'86.86523438","'85.35156250",
"'84.42382813","'85.64453125","'85.44921875","'83.39843750","'86.08398438","'84.57031250",
"'93.26171875","'94.58007813","'94.43359375","'92.13867188","'95.06835938","'93.40820313",
