"'Table 2-Diospyros,","'persimmon: seed","'yield data","'","'","'",
"'","'","'Cleaned seeds/weight","'","'","'",
"'","'","'Range","'Average","'","'",
"'Species","'/kg","'/lb","'/kg","'/lb","'Samples",
"'D. kaki","'3,015-3,790","'1,370-1,720","'1,550","'3,400","'2",
"'D. lotus","'","'-","'8,910","'4,040","'I",
"'D. virginiana*","'1,460-3,880","'665-1,765","'2,640","'1,200","'-",
,,,,,

'Confidence Scores % (Table Cell)
""'93.31054688","'93.31054688","'93.31054688","'93.31054688","'93.31054688","'93.31054688",
"'60.93750000","'79.10156250","'79.10156250","'79.10156250","'79.10156250","'51.66015625",
"'60.93750000","'85.20507813","'85.20507813","'84.22851563","'84.22851563","'51.66015625",
"'60.93750000","'81.83593750","'88.72070313","'86.08398438","'77.19726563","'51.66015625",
"'90.33203125","'84.22851563","'91.25976563","'88.57421875","'79.44335938","'91.89453125",
"'79.24804688","'73.87695313","'80.07812500","'77.68554688","'69.72656250","'80.61523438",
"'90.62500000","'84.47265625","'91.55273438","'88.81835938","'79.68750000","'92.13867188",
