"'","'Seeds/weight","'","'Length","'",
"'","'/kg","'","'cm","'in",
"'small","'2,300","'1,045","'0.93","'I/3",
"'medium","'1,300","'590","'1.38","'1/2",
"'large","'1,060","'480","'1.84","'3/4",
,,,,

'Confidence Scores % (Table Cell)
"'54.29687500","'91.65039063","'91.65039063","'93.94531250","'93.94531250",
"'54.29687500","'81.10351563","'83.54492188","'86.71875000","'83.88671875",
"'84.37500000","'77.05078125","'79.29687500","'82.32421875","'79.63867188",
"'91.30859375","'83.34960938","'85.83984375","'89.11132813","'86.23046875",
"'90.82031250","'82.91015625","'85.35156250","'88.62304688","'85.74218750",
