"'","'","'","'","'","'",
"'","'Viable","'seeds/(weight of","'seeds + chaff","'","'",
"'","'","'Range","'Average","'","'",
"'Species","'/g","'/oz","'/g","'/oz","'Samples #",
"'E. camaldulensis","'65-2,100","'1,800-59,500","'770","'21,900","'41",
"'E. citriodora","'80-220","'2,200-6,200","'140","'4,000","'15",
"'E. dalrympleana","'65-285","'1,800-8,100","'195","'5,500","'7",
"'E. delegatensis","'40-125","'1,100-3,500","'75","'2,100","'13",
"'E. fastigata","'90-210","'2,500-5,900","'150","'4,300","'6",
"'E. glaucescens","'40-120","'1,000-3,000","'35","'2,000","'2",
"'E. globulus","'20-70","'500-9,100","'150","'2,500","'10",
"'E. grandis","'200-1,200","'5,600-34,000","'700","'20,000","'13",
"'E. microcorys","'530-900","'1,500-25,600","'85","'6,800","'22",
"'E. nitens","'230-550","'6,600-15,700","'385","'10,900","'7",
"'E. obliqua","'20-160","'500-4,500","'85","'2,400","'18",
"'E. paniculata","'65-340","'1,800-9,600","'75","'5,000","'8",
"'E. pilularis","'7-85","'200-2,400","'35","'1,000","'28",
"'E. regnans","'20-530","'600-15,000","'315","'8,900","'11",
"'E. robusta","'220-700","'6,200-20,000","'390","'11,000","'12",
"'E. rudis","'270-1,100","'7,600-31,000","'600","'17,000","'9",
"'E. saligna","'85-915","'2,400-26,000","'460","'13,000","'9",
"'E. sideroxylon","'65-440","'1,800-12,500","'240","'6,800","'16",
"'E. viminalis","'265-445","'7,500-12,600","'350","'10,000","'6",
,,,,,

'Confidence Scores % (Table Cell)
""'74.31640625","'74.31640625","'74.31640625","'74.31640625","'74.31640625","'74.31640625",
"'83.54492188","'82.86132813","'82.86132813","'82.86132813","'82.86132813","'74.31640625",
"'83.54492188","'86.03515625","'86.03515625","'89.79492188","'89.79492188","'74.31640625",
"'83.54492188","'90.08789063","'93.75000000","'93.21289063","'87.74414063","'74.31640625",
"'95.01953125","'91.69921875","'95.41015625","'94.87304688","'89.30664063","'95.70312500",
"'87.45117188","'84.37500000","'87.79296875","'87.30468750","'82.17773438","'88.03710938",
"'93.35937500","'90.08789063","'93.75000000","'93.21289063","'87.74414063","'94.04296875",
"'91.16210938","'87.98828125","'91.55273438","'91.06445313","'85.69335938","'91.84570313",
"'92.67578125","'89.40429688","'93.01757813","'92.52929688","'87.06054688","'93.31054688",
"'90.18554688","'87.01171875","'90.52734375","'90.03906250","'84.76562500","'90.82031250",
"'92.28515625","'89.01367188","'92.62695313","'92.13867188","'86.71875000","'92.91992188",
"'90.77148438","'87.54882813","'91.11328125","'90.62500000","'85.30273438","'91.40625000",
"'92.33398438","'89.06250000","'92.67578125","'92.18750000","'86.76757813","'92.96875000",
"'89.45312500","'86.32812500","'89.84375000","'89.35546875","'84.08203125","'90.08789063",
"'93.40820313","'90.13671875","'93.79882813","'93.26171875","'87.79296875","'94.09179688",
"'87.25585938","'84.17968750","'87.59765625","'87.10937500","'81.98242188","'87.84179688",
"'91.65039063","'88.42773438","'92.04101563","'91.50390625","'86.13281250","'92.28515625",
"'90.42968750","'87.25585938","'90.77148438","'90.28320313","'84.96093750","'91.06445313",
"'91.11328125","'87.93945313","'91.50390625","'91.01562500","'85.64453125","'91.79687500",
"'88.91601563","'85.79101563","'89.25781250","'88.76953125","'83.54492188","'89.55078125",
"'92.18750000","'88.96484375","'92.52929688","'92.04101563","'86.62109375","'92.82226563",
"'87.06054688","'83.98437500","'87.40234375","'86.91406250","'81.78710938","'87.64648438",
"'95.21484375","'91.89453125","'95.60546875","'95.06835938","'89.50195313","'95.89843750",
