"'Table I-Frangula, buckthorn: nomenclature","'and occurrence","'",
"'Scientific name & synonym(s)","'Common name(s)","'Occurrence",
"'F. alnus P. Mill. Rhamnus frangula L. R. frangula L. var. angustifolia Loud.","'glossy buckthorn","'Europe, W Asia, & N Africa: naturalized in Nova Scotia, S Quebec & S Ontario to Minnesota, S to Illinois, Ohio, Tennessee, West Virginia, W to Colorado, & Wyoming",
"'F. betulifolia (Greene) V. Grub. ssp. betulifolia R. betulifolia Greene","'beechleaf buckthorn, birchleaf buckthorn","'Nevada, Utah, Arizona, New Mexico, Texas, & Mexico",
"'F. betulifolia (Greene) V. Grub. ssp. obovata (Kearney & Peebles) Kartesz & Gandhi","'obovate buckthorn","'Nevada, Arizona, & New Mexico",
"'F. californica (Eschsch.) Gray ssp. californica R. californica Eschsch.","'California buckthorn","'California; naturalized on the Island of Hawaii",
"'F. californica (Eschsch.) Gray ssp. crassifolia (Jepson) Kartesz & Gandhi","'California buckthorn","'California",
"'F. californica (Eschsch.) Gray ssp. cuspidata (Greene) Kartesz & Gandhi R. californica Eschsch. ssp. cuspidata (Greene) C.B. .Wolf R. tomentella Benth. ssp. cuspidata (Greene) J.O. Sawyer","'California buckthorn","'California",
"'F. californica (Eschsch.) Gray ssp. occidentalis (T.J. Howell) Kartesz & Gandhi R. californica (Eschsch.) ssp. occidentalis (T.J. Howell) C.B.Wolf R. californica (Eschsch.) ssp. occidentalis (T.J. Howell) Jepson","'California buckthorn","'Serpentine soils of SW Oregon & N California",
"'F. californica (Eschsch.) Gray ssp. tomentella (Benth.) Kartesz & Gandhi R. californica Eschsch. ssp. tomentella (Benth.) C.B.Wolf R. tomentella Benth.","'California buckthorn","'California",
"'F. californica (Eschsch.) Gray ssp. ursina (Benth.) Kartesz & Gandhi R. californica Eschsch. ssp. ursina (Greene) C.B. Wolf R. tomentella Benth. ssp. ursina (Greene) J.O. Sawyer","'California buckthorn","'California, Nevada, Arizona, & New Mexico",
,,

'Confidence Scores % (Table Cell)
"'85.83984375","'85.83984375","'85.83984375",
"'92.28515625","'89.55078125","'92.96875000",
"'95.99609375","'93.16406250","'96.72851563",
"'90.52734375","'87.89062500","'91.21093750",
"'93.11523438","'90.38085938","'93.79882813",
"'92.62695313","'89.89257813","'93.35937500",
"'92.48046875","'89.79492188","'93.21289063",
"'93.01757813","'90.28320313","'93.70117188",
"'90.42968750","'87.79296875","'91.11328125",
"'94.67773438","'91.89453125","'95.41015625",
"'95.80078125","'92.96875000","'96.53320313",
