"'Table 3-Nyssa,","'tupleo: seed weights","'","'","'","'","'",
"'","'","'","'Cleaned seeds/weight","'","'","'",
"'","'","'Range","'","'","'Avg","'",
"'Species","'Collection place","'/kg","'/lb","'/kg","'/lb","'Samples",
"'N. aquatica","'","'-","'-","'1,000","'456","'-",
"'N. biflora","'South Carolina","'-","'-","'5,320","'2,415","'10",
"'N. ogeche","'-","'2,300-3,100","'1,040-1,420","'2,700","'1,230","'2",
"'N. sylvatica","'-","'4,100-8,820","'1,850-4,000","'7,280","'3,300","'5",
"'","'North Carolina","'5,750-8,500","'2,610-3,860","'7,450","'3,380","'10",
"'","'Midwest","'","'","'5,500","'2,492","'2+",
,,,,,,

'Confidence Scores % (Table Cell)
"'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938","'79.44335938",
"'51.07421875","'52.63671875","'63.23242188","'63.23242188","'63.23242188","'63.23242188","'53.71093750",
"'51.07421875","'52.63671875","'84.81445313","'84.81445313","'82.27539063","'82.27539063","'53.71093750",
"'51.07421875","'52.63671875","'89.30664063","'91.45507813","'89.79492188","'85.93750000","'53.71093750",
"'83.44726563","'90.08789063","'87.98828125","'90.08789063","'88.47656250","'84.66796875","'90.42968750",
"'74.26757813","'80.17578125","'78.27148438","'80.17578125","'78.71093750","'75.34179688","'80.46875000",
"'81.25000000","'87.74414063","'85.64453125","'87.74414063","'86.13281250","'82.42187500","'88.03710938",
"'45.70312500","'79.39453125","'77.49023438","'79.39453125","'77.92968750","'74.56054688","'79.63867188",
"'45.70312500","'76.66015625","'74.85351563","'76.66015625","'75.29296875","'72.02148438","'76.95312500",
"'45.70312500","'50.58593750","'79.83398438","'88.37890625","'84.91210938","'78.71093750","'70.06835938",
