"'","'","'","'","'","'","'",
"'","'","'","'Cleaned seeds/weight","'","'","'",
"'","'","'","'Range","'","'Average","'",
"'Species","'Place collected","'Akg","'/lb","'Akg","'/lb","'Samples",
"'T. baccata","'Western Europe","'13,900-18,000","'6,300-8,200","'17,000","'7,700","'14",
"'","'NE US","'13,200-15,000","'6,000-6,800","'14,100","'6,400","'3",
"'T. brevifolia","'Carson & Skamania Cos., Washington","'32,400-36,200","'14,700-16,500","'33,100","'15,000","'2",
"'","'S Cascades, Oregon","'23,800-25,900","'10,800-11,800","'24,950","'11,300","'10",
"'","'Central Cascades, Oregon","'26,330-39,950","'12,000-18,200","'31,077","'14,100","'4",
"'T. canadensis","'Upper mid-West","'33,000-62,400","'15,000-28,400","'46,300","'21,000","'4",
"'","'Minnesota & Wisconsin","'35,700-38,460","'16,200-17,500","'37,000","'16,800","'",
"'T. cuspidata","'Japan","'24,700-43,000","'11,200-19,500","'31,300","'14,200","'7",
"'","'NE US","'14,840-19,300","'6,700-8,800","'16,300","'7,400","'3",
,,,,,,

'Confidence Scores % (Table Cell)
"'35.88867188","'35.88867188","'36.69433594","'36.69433594","'36.69433594","'36.69433594","'36.69433594",
"'57.08007813","'61.23046875","'81.10351563","'81.10351563","'81.10351563","'81.10351563","'57.47070313",
"'57.08007813","'61.23046875","'92.08984375","'92.08984375","'91.40625000","'91.40625000","'57.47070313",
"'57.08007813","'61.23046875","'90.62500000","'92.33398438","'89.06250000","'89.40429688","'57.47070313",
"'87.59765625","'93.16406250","'91.94335938","'93.70117188","'90.38085938","'90.72265625","'91.99218750",
"'87.59765625","'83.05664063","'81.98242188","'83.49609375","'80.56640625","'80.85937500","'81.98242188",
"'79.39453125","'84.91210938","'83.78906250","'85.35156250","'82.37304688","'82.66601563","'83.83789063",
"'79.39453125","'88.42773438","'87.25585938","'88.91601563","'85.79101563","'86.08398438","'87.30468750",
"'79.39453125","'88.81835938","'87.64648438","'89.30664063","'86.13281250","'86.47460938","'87.69531250",
"'84.96093750","'83.83789063","'82.76367188","'84.32617188","'81.34765625","'81.64062500","'82.81250000",
"'84.96093750","'80.81054688","'79.73632813","'81.25000000","'78.36914063","'78.66210938","'79.78515625",
"'82.27539063","'77.58789063","'76.56250000","'78.02734375","'75.29296875","'75.53710938","'76.61132813",
"'82.27539063","'48.24218750","'47.60742188","'48.51074219","'46.80175781","'46.97265625","'47.63183594",
