"'Table","'5-Chamaecyparis,","'white-cedar:","'","'stratification","'periods","'and germination","'test","'conditions","'and results","'",
"'","'","'","'","'","'","'","'","'Test results","'","'",
"'","'","'Test conditions","'","'","'","'","'","'Germ","'","'",
"'","'Stratification","'(days)","'Temp","'(C)","'","'Germ","'energy","'capacity","'Soundness","'",
"'Species","'Warm*","'Cold","'Day","'Night","'Days","'(%)","'Days","'(%)","'(%)","'Samples",
"'C. lawsoniana","'0","'0","'30","'20","'28","'44","'14","'48","'48","'9",
"'","'0","'0","'30","'20","'60","'24","'34","'52","'-","'60",
"'C. nootkatensis","'58","'30","'30","'20","'22","'10","'II","'12","'51","'I",
"'","'0","'30-90","'30","'20","'41","'0","'-","'0","'57","'3",
"'","'0","'0","'30","'20","'28-55","'0","'-","'0","'54","'8",
"'C. thyoides","'0","'0","'30","'20","'60","'-","'-","'84","'-","'II",
"'","'0","'90","'30","'20","'28","'-","'-","'-","'-","'-",
,,,,,,,,,,

'Confidence Scores % (Table Cell)
""'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188","'95.26367188",
"'84.66796875","'94.18945313","'94.18945313","'94.18945313","'94.18945313","'94.18945313","'94.28710938","'94.28710938","'94.28710938","'94.28710938","'94.28710938",
"'84.66796875","'94.18945313","'94.18945313","'94.18945313","'94.18945313","'94.18945313","'91.89453125","'91.89453125","'65.82031250","'59.91210938","'51.17187500",
"'84.66796875","'83.05664063","'83.05664063","'73.87695313","'73.87695313","'47.94921875","'91.89453125","'91.89453125","'65.82031250","'59.91210938","'51.17187500",
"'84.66796875","'81.93359375","'86.76757813","'70.60546875","'84.47265625","'47.94921875","'85.15625000","'87.93945313","'87.69531250","'87.64648438","'51.17187500",
"'90.33203125","'75.97656250","'80.46875000","'65.47851563","'78.36914063","'78.95507813","'78.95507813","'81.54296875","'81.29882813","'81.25000000","'80.66406250",
"'90.33203125","'71.43554688","'75.68359375","'61.57226563","'73.68164063","'74.26757813","'74.26757813","'76.70898438","'76.46484375","'76.41601563","'75.83007813",
"'86.81640625","'75.97656250","'80.46875000","'65.47851563","'78.36914063","'78.95507813","'78.95507813","'81.54296875","'81.29882813","'81.25000000","'80.66406250",
"'86.81640625","'76.26953125","'80.81054688","'65.72265625","'78.66210938","'79.29687500","'79.29687500","'81.88476563","'81.64062500","'81.59179688","'80.95703125",
"'86.81640625","'75.04882813","'79.49218750","'64.69726563","'77.39257813","'78.02734375","'78.02734375","'80.56640625","'80.32226563","'80.27343750","'79.68750000",
"'87.30468750","'69.38476563","'73.48632813","'59.76562500","'71.53320313","'72.11914063","'72.11914063","'74.46289063","'74.21875000","'74.21875000","'73.63281250",
"'87.30468750","'71.58203125","'75.83007813","'61.66992188","'73.82812500","'74.41406250","'74.41406250","'76.85546875","'76.61132813","'76.56250000","'75.97656250",
